path,type,depth,size_bytes,extension,language,category,generated_signal,binary,sha256,mode
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-split-vertical.mjs.map,file,8,2969,.map,,generated_or_dependency,True,False,b635542f07362cb0d24140cd8d68e3ca7a8c953fc5f96de1424d469f5e78aa51,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-square.mjs,file,8,576,.mjs,,generated_or_dependency,True,False,c8a4ad211f97fdf299bf0d5a4dc13ac6c2cd0f168c3c4c4339cfb4a57948fe1b,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-square.mjs.map,file,8,2519,.map,,generated_or_dependency,True,False,d7a0b7ac2c95c378cd73571d5734e10586a351467c6bbc4defd71eeb229444bd,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-stack.mjs,file,8,678,.mjs,,generated_or_dependency,True,False,4c60131ee78d6f3b1f963e3939329e874c4d8ff1ae06ed8344f75843f6214eee,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-stack.mjs.map,file,8,3256,.map,,generated_or_dependency,True,False,997511f3faaf88d35b040711bdb21b0a9ee5e7a4dbf9dc15922e6bc4408fa779,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-star.mjs,file,8,868,.mjs,,generated_or_dependency,True,False,ce70c600e7c82ac7c056f1b05a7ce36c51e6ca314d3c694a9cac5bee346ac013,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-star.mjs.map,file,8,4662,.map,,generated_or_dependency,True,False,c9e9c46869d41d56ce08e5f53b09b2f54ff8238691093bc3c3355cdefa6ce562,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-stop.mjs,file,8,569,.mjs,,generated_or_dependency,True,False,f81cbc8b89f27fb4ff75a446e2e4e7875d609be08fe7f5933eefffab6d6752ca,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-stop.mjs.map,file,8,2500,.map,,generated_or_dependency,True,False,b9a0cb51e7048b83d69c3203f25dec798865ae3f49d4147cf3035f44e1f78fe9,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-terminal.mjs,file,8,610,.mjs,,generated_or_dependency,True,False,3a50e4cb78600bf40582584694c0b64ac87a32b4a1c30abb0417db80a5778b5e,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-terminal.mjs.map,file,8,2650,.map,,generated_or_dependency,True,False,69111ef326ceffbcb5c4ed38834fad0e9cc798ee8877e6c9fbcdd59fcbe0d97b,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-user-round.mjs,file,8,630,.mjs,,generated_or_dependency,True,False,586a513540df4e4530094ce0976919eab467e1aa5249ce36f30f3d7e8c961996,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-user-round.mjs.map,file,8,2761,.map,,generated_or_dependency,True,False,953cc91511b97add7b69fa3401f1cb25d76c35718daeb2769772386006b985c6,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-user.mjs,file,8,627,.mjs,,generated_or_dependency,True,False,f823d0c3974ff166edc775905e88b5496421599a98553edcd85780601075981b,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-user.mjs.map,file,8,2832,.map,,generated_or_dependency,True,False,92d053be54161d5dce9e8eff352dd1f7a63e10728e2005007d9a13c93d38f9db,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-x.mjs,file,8,578,.mjs,,generated_or_dependency,True,False,d18dd4ffc0aee0280998b1a44c815ae56737b0ce2364073c6526dbcd6a91060a,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square-x.mjs.map,file,8,2540,.map,,generated_or_dependency,True,False,9f0555f7b196c88ccf012d186e5ca7035deb2102e53b41144475d222c1cbf834,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square.mjs,file,8,470,.mjs,,generated_or_dependency,True,False,f64e7ee8d15907d7e7ea4f484a67cf3d868312815730b0e3013674914438eb09,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/square.mjs.map,file,8,1922,.map,,generated_or_dependency,True,False,d43be782a2319bc4f2d34648803d647cb621923f248d39275b51b008ca5ee509,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squares-exclude.mjs,file,8,730,.mjs,,generated_or_dependency,True,False,21b16cf12abcde5cccbb5afee2596b7f64203d22424edaeb15a3ba34b4d24548,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squares-exclude.mjs.map,file,8,3544,.map,,generated_or_dependency,True,False,d4cdc954d46f8b6be4caaebdc90ae2dc25bc0f7aa2421ea06b271106a12e45f7,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squares-intersect.mjs,file,8,1072,.mjs,,generated_or_dependency,True,False,32aa5e77587ef0266cbb59a5aeb4af19d5dd06595a9cd276821fde93834c427d,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squares-intersect.mjs.map,file,8,5304,.map,,generated_or_dependency,True,False,9fc432c2c764e119b6832d87bddd1d28512c9e827be403c508650adf80522f95,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squares-subtract.mjs,file,8,859,.mjs,,generated_or_dependency,True,False,6ed131de16bde2d0f612269e8c96a327f1703b0d1e9ad7b88f89a30c62f0d030,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squares-subtract.mjs.map,file,8,4323,.map,,generated_or_dependency,True,False,80883935fd05b2f95a31c61af991574d34f4ebadb7e9d47c94c164a84c9a51cc,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squares-unite.mjs,file,8,615,.mjs,,generated_or_dependency,True,False,4cebf081a1c845021acf3e7dcfbad562e89fd536a20612ea1449d13029d50ede,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squares-unite.mjs.map,file,8,2842,.map,,generated_or_dependency,True,False,6b375cc599ac340d915393030baf1368125469db48068d06f8b650119a9db200,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squircle-dashed.mjs,file,8,1033,.mjs,,generated_or_dependency,True,False,6cbe13097f9b305053de42dc1102f055637934607b56685e4685ccf7b36e0718,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squircle-dashed.mjs.map,file,8,5572,.map,,generated_or_dependency,True,False,8237fdd5702cfec228b38c7d54ce137265ec140d9050eab6d314bb465a31d0ab,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squircle.mjs,file,8,485,.mjs,,generated_or_dependency,True,False,8dd50b7045cbe22080c990ac1b8b009ff84233c72ed7084797e84d76edb628e9,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squircle.mjs.map,file,8,2019,.map,,generated_or_dependency,True,False,205125dea3bd5aec3516fdd6b2134fcc7562d63f0eded3927bc32085e778cc32,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squirrel.mjs,file,8,784,.mjs,,generated_or_dependency,True,False,3bd511161fa827d6edc7916a3339e60b460ddf8759ca94522532fbfda4336460,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/squirrel.mjs.map,file,8,4003,.map,,generated_or_dependency,True,False,2d3f5ad9f4f601c9ff82d57770be11ec3e01c21015c4b2815813a39a29397d93,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stamp.mjs,file,8,679,.mjs,,generated_or_dependency,True,False,cde1af6268d65e180c7c5371048b8b6964f5aa5e7f80110b799a0f5fd838997c,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stamp.mjs.map,file,8,3335,.map,,generated_or_dependency,True,False,a7c0b740a87b2901ed6c50639169cad03be75386a55edb53b54914892768581f,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-check.mjs,file,8,795,.mjs,,generated_or_dependency,True,False,c9e8aefba216a8b875b826c396f45101841ea799e7e8d13f2087bed9fad9c18b,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-check.mjs.map,file,8,4163,.map,,generated_or_dependency,True,False,30f3e060ad2e0528cbde35c27e608059dd4aebf39bcb28f74c61bce6629ac9cb,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-half.mjs,file,8,669,.mjs,,generated_or_dependency,True,False,0289f2ba991be8dffd84f57dbab29b9f4979c6dfa0d025ff3ed2ca106578e8c1,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-half.mjs.map,file,8,3309,.map,,generated_or_dependency,True,False,d29cc538c5499a4f410ec3c24e254d63239b23f7090c49f1cd8e49af331d03f9,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-minus.mjs,file,8,811,.mjs,,generated_or_dependency,True,False,55b8dd32cd7666334c420fe52d51c02da08a3cba436b1f7b725ec0dcd12f81bb,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-minus.mjs.map,file,8,4278,.map,,generated_or_dependency,True,False,f599f9053c681465534988a1b71cf2db3af8bb99152d2158ee8c752779dbdfa0,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-off.mjs,file,8,915,.mjs,,generated_or_dependency,True,False,1ef62b0d0bed9dd681d7f95a6f0bb72f8c3b7d0e652cf149c786efe54e76a858,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-off.mjs.map,file,8,4969,.map,,generated_or_dependency,True,False,7b8598be70a029d0b98ea6af6794414470c1b41c891aeaa66c66838c64899ceb,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-plus.mjs,file,8,821,.mjs,,generated_or_dependency,True,False,918c9c004de724e2cae34e604e0b0ed48ab396c98c165ef4dd7295b36849ae8c,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-plus.mjs.map,file,8,4319,.map,,generated_or_dependency,True,False,e294d369c7e4d86477c3cbc4792ed7f7dadcb5251719ec42b9a1e751ebbb54da,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-x.mjs,file,8,867,.mjs,,generated_or_dependency,True,False,2b258f468fe0207d9184405ac087fc6e72ffff47a372ccc476ba1f121391a55a,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star-x.mjs.map,file,8,4709,.map,,generated_or_dependency,True,False,9d9b8bb33b9634ecc4f23d32fd53fe5d26ebff6122b79e91c7c8c80f7d9a518b,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star.mjs,file,8,809,.mjs,,generated_or_dependency,True,False,4e1a37a8be3154c975526a00105540f733e166d18c9faea85085ce4187ea04b3,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/star.mjs.map,file,8,4408,.map,,generated_or_dependency,True,False,1b3696ea4b9ec17f0979d32388ceffe419247731ffe4cfc013876a80e74189aa,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stars.mjs,file,8,250,.mjs,,generated_or_dependency,True,False,62671d011e02aa3b8cc09dd03eea86b967d8065013bd40aeba30e6d43f526eea,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stars.mjs.map,file,8,97,.map,,generated_or_dependency,True,False,f9ced74d100792c905c4e59f76e0248639b1ce2dc1ecb777cea346b9356ea4cd,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/step-back.mjs,file,8,597,.mjs,,generated_or_dependency,True,False,0abf2378a0706af3d489fd0461de64a72531d2da9787f33572727f68ed2e9152,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/step-back.mjs.map,file,8,2726,.map,,generated_or_dependency,True,False,70681de9e6dfbef530c8777113b25b6e210d843d720f621567db0fe202fe5b70,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/step-forward.mjs,file,8,606,.mjs,,generated_or_dependency,True,False,37677411743d7e77d89397f599f3ae4858860c42d38a4888ae19af889e48e2f0,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/step-forward.mjs.map,file,8,2741,.map,,generated_or_dependency,True,False,32261dd16933ec044b296c4760429052f7bcb67d1f1d372aff17f426c095ceff,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stethoscope.mjs,file,8,712,.mjs,,generated_or_dependency,True,False,0887078b792f1d19a08ff5e9fc9d9fdf612f73465ff23c1eded64055b799e467,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stethoscope.mjs.map,file,8,3373,.map,,generated_or_dependency,True,False,c613bdae895ef455650b3bb9d5ead13fc38a41a019359ba70ca7ce6df1434e46,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticker.mjs,file,8,793,.mjs,,generated_or_dependency,True,False,bd21ab522bea6b2c57325abad3556487edf6c4a31e1e2d30c5bffe49052543f5,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticker.mjs.map,file,8,4034,.map,,generated_or_dependency,True,False,b3d1845d276c5df322718b51273b895c4580e3fb92cd0e7d6a88ac3c18e73e31,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note-check.mjs,file,8,708,.mjs,,generated_or_dependency,True,False,688bdc2e96939bf31d1b1fff35af47cc448c6325dd0fdc973ecaf4eb5c5fcf90,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note-check.mjs.map,file,8,3366,.map,,generated_or_dependency,True,False,50e8ed99144e3ed59a1f52127c792a949e8643d4f3b127b1dc96381ee19eb418,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note-minus.mjs,file,8,704,.mjs,,generated_or_dependency,True,False,c16497adda9591617300c5c0c22173af324aa667cc53c369808918503debfc4c,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note-minus.mjs.map,file,8,3337,.map,,generated_or_dependency,True,False,1ac0aae9b80f5d192cdb6cc8c778cc2207994ee834e26c73a4f1d0b6aaa75be1,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note-off.mjs,file,8,783,.mjs,,generated_or_dependency,True,False,ab2eb8199ffce6c9aab66782673cbc2003bd7340baaf1d07294cb21b41ad44af,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note-off.mjs.map,file,8,3541,.map,,generated_or_dependency,True,False,7f07893b984bb90f0f702fd62f50f5c00648e397d1617c1d5430ee225b841fb0,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note-plus.mjs,file,8,751,.mjs,,generated_or_dependency,True,False,0e37dc117ed78a4f6012df9099a3b53769135fde5d7d0abd0a26b70055edaff6,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note-plus.mjs.map,file,8,3644,.map,,generated_or_dependency,True,False,cce7e3d6cfc62b53da0ad94c1d60d956814cac6e8da988ac3b177eae6918e79a,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note-x.mjs,file,8,734,.mjs,,generated_or_dependency,True,False,5b492b18b0fd819948192967572190bfa041226c94f793695cc5d029d00b7997,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note-x.mjs.map,file,8,3573,.map,,generated_or_dependency,True,False,6c41ccb6393849ea889f0615327bd660a4fb86e7ef7e6e36b7a990b71cb93509,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note.mjs,file,8,645,.mjs,,generated_or_dependency,True,False,3468795a75d910d59fa60907ba5688425bc2de5b7fa5316970c2220243daa440,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-note.mjs.map,file,8,3047,.map,,generated_or_dependency,True,False,fd53c5d8da2e64178bf6a3201d1a7d2871823cdfb047fabb700e209c7e004a2e,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-notes.mjs,file,8,865,.mjs,,generated_or_dependency,True,False,5417775b3be2a0e86f3a33317452ade8d0e152074889afe4478c28ea19ab3595,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sticky-notes.mjs.map,file,8,4485,.map,,generated_or_dependency,True,False,be6824f089fa4338169a42d22d238882cc207802a01ae2003a76a5fce48b8751,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stone.mjs,file,8,704,.mjs,,generated_or_dependency,True,False,234d60d77b110d8744df6ccc139d09e61fbb8c246de68b9da96571a7f21fb202,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stone.mjs.map,file,8,3518,.map,,generated_or_dependency,True,False,50471467c652b4809e6a6822d2594e5d85436075d4f8e9a0ef4830e15f81bca8,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stop-circle.mjs,file,8,259,.mjs,,generated_or_dependency,True,False,60c86f47b26b39b2eceacd4880798f62cff4fbddac709504ecf127611c029b1c,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stop-circle.mjs.map,file,8,103,.map,,generated_or_dependency,True,False,c51bfac3260e9c6d6e467fdbad89348e266d0d781e4c56f47bf5668149f108b1,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/store.mjs,file,8,856,.mjs,,generated_or_dependency,True,False,b53ca159d8a72e27a62b880062d4e891c0f966a585635a0d04fefab5e0d633a2,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/store.mjs.map,file,8,4634,.map,,generated_or_dependency,True,False,f58ddb7664e40ac15720e330f112d8b3648bfa6acdb63b0a2a36ec98ae12c3df,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stretch-horizontal.mjs,file,8,598,.mjs,,generated_or_dependency,True,False,23ab50b2008d05ec8a91b1fec7b0b8a6774341d510328296cf47baafbc04f2c1,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stretch-horizontal.mjs.map,file,8,2597,.map,,generated_or_dependency,True,False,a5c14262dc0e77e5405fcba39b402377b02a1f231cb41a10c259fac475d2b5f3,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stretch-vertical.mjs,file,8,590,.mjs,,generated_or_dependency,True,False,a844ed40755232bde578464d306d42d4b8ae037216d584e5cd2b311e181d830f,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/stretch-vertical.mjs.map,file,8,2572,.map,,generated_or_dependency,True,False,b2ed290345ed997dbd23f2f17dbdd05d03dd366a336cc3eef86264deb59526ab,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/strikethrough.mjs,file,8,607,.mjs,,generated_or_dependency,True,False,19dc9b330d86b0363601ecabe1774425b8f67e582ea2b374f3d0551d38ed6307,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/strikethrough.mjs.map,file,8,2680,.map,,generated_or_dependency,True,False,4200a8e4fc9310cccaa498cbcb4f5a5fa15b63ffd34a15a6349a7ec0e8da1b30,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/subscript.mjs,file,8,672,.mjs,,generated_or_dependency,True,False,d58f80fad56d0be82ada7c63af30fec3ff564e40a65b9846b8d1c3951dcfcf1e,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/subscript.mjs.map,file,8,3212,.map,,generated_or_dependency,True,False,1250ba9abd1cbda487d6ff25569fe4930b7d56d6f325cc876a597a797770e47b,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/subtitles.mjs,file,8,254,.mjs,,generated_or_dependency,True,False,4cc5895c8381b923a5ed5432d57a53b54298b96c1b87d2df2d734dfab12dac05,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/subtitles.mjs.map,file,8,101,.map,,generated_or_dependency,True,False,50143e596d2dbd0dcddec4cf58c5cfda43090b75fbadbcd97aad291e46798461,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/summary.mjs,file,8,640,.mjs,,generated_or_dependency,True,False,238f35112a478154266929c2fc78887a887bb20a1141c20abbff5a8bd751fcdd,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/summary.mjs.map,file,8,2966,.map,,generated_or_dependency,True,False,c49ef0cf075e20b2cfe0f3417f9a633b2b3f899e580300e7f55db6ceae41bff8,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sun-dim.mjs,file,8,860,.mjs,,generated_or_dependency,True,False,eff070a77381f126143b95cb3c8abfa11e48e83771157468b365468cc039705e,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sun-dim.mjs.map,file,8,4317,.map,,generated_or_dependency,True,False,f198631d9bfbf301525d6b7d739a6798a9f5d2c369425c3608914f56113f7e6c,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sun-medium.mjs,file,8,882,.mjs,,generated_or_dependency,True,False,dfd0015ce3c7cfd5033d1ebc1cd2f5f129e9cfba601d7d21404e62e6d0f634cc,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sun-medium.mjs.map,file,8,4429,.map,,generated_or_dependency,True,False,cb39dc5d9a33846556a45ffe2822740beff5ebc11f117298b39a0cbe980729cc,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sun-moon.mjs,file,8,774,.mjs,,generated_or_dependency,True,False,3d421cf609f85cc985185662054bce7795699b538e63626d83f9a70b1703fdbc,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sun-moon.mjs.map,file,8,3889,.map,,generated_or_dependency,True,False,b35d33a1ad6012a04b2fb331185788a39b64bf2687765381fbc8ff32738480f6,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sun-snow.mjs,file,8,977,.mjs,,generated_or_dependency,True,False,5b6f516cdd55d19f8991418281e8b93200adb080a0554beac39f6c8dc0cf7c9d,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sun-snow.mjs.map,file,8,5125,.map,,generated_or_dependency,True,False,117293f4ee1bbe2682a52a3d10cd2f01002e2647879bee7ec8b4e0327115ce11,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sun.mjs,file,8,854,.mjs,,generated_or_dependency,True,False,97162b6b6a8243136dac95e7a62076d7c548638937931d588a0cd2c08788cd17,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sun.mjs.map,file,8,4332,.map,,generated_or_dependency,True,False,7a648cd5180a90776f78ba7b3462c8f19c0778388376f51e4d78574cb1a4b319,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sunrise.mjs,file,8,800,.mjs,,generated_or_dependency,True,False,0d2f30180548675b92520c505392090117ac4dfb357f32c3e4127188cd809603,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sunrise.mjs.map,file,8,3983,.map,,generated_or_dependency,True,False,31bb1113eefa76d023a12ec83cc7fadad39fdd88daad2d8589c646654f9904b3,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sunset.mjs,file,8,797,.mjs,,generated_or_dependency,True,False,7b822c105ef40b84058fe68575e9efcf0eb90259ed054092cc0616711d4db820,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sunset.mjs.map,file,8,3981,.map,,generated_or_dependency,True,False,01c69ca4862160509973bbfbc54c7b3bbcdb8734d129264a7b9a43a6a47020e1,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/superscript.mjs,file,8,697,.mjs,,generated_or_dependency,True,False,94e28caa5f3618a4a75dd03730930ffd3a783734505097c5bf61a0035f7e0964,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/superscript.mjs.map,file,8,3362,.map,,generated_or_dependency,True,False,1eee9adffa445f538d52f065a4068835fb23a5be243c672ab5338d5d7421829c,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/swatch-book.mjs,file,8,771,.mjs,,generated_or_dependency,True,False,8c5e16ffbb82d4b6f1d6b51f64adc35fccc3a5e4bf1bfae664507eed1fd1dafc,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/swatch-book.mjs.map,file,8,3866,.map,,generated_or_dependency,True,False,b0d74395d88ba2f02d6fbda29fc514fdc179c9a6f467fe62dd9b667f572e8cd2,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/swiss-franc.mjs,file,8,545,.mjs,,generated_or_dependency,True,False,5045e175bf3785f3e635ae71a566f1c486c68a694157a753236fd071bfebdbf4,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/swiss-franc.mjs.map,file,8,2313,.map,,generated_or_dependency,True,False,d17efb91e6822a4eac1f9deaa0bfa393e39aad9002398f45d88001f12d521631,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/switch-camera.mjs,file,8,733,.mjs,,generated_or_dependency,True,False,3302d536694f6c75e1e679ae48f087cf19f5460d78acaafec798674b9953ed28,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/switch-camera.mjs.map,file,8,3492,.map,,generated_or_dependency,True,False,ed7b8a978287fda14d04950139a80147be4b860c05b54bb246fdda28120aba5d,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sword.mjs,file,8,590,.mjs,,generated_or_dependency,True,False,6942771e8260209a600c3c42b04931a4628156fe58281906578da7d93765103c,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/sword.mjs.map,file,8,2688,.map,,generated_or_dependency,True,False,e3d4509ea7052878934d4d95db9173cd7d7615689e6707eb12865e1a9950bb58,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/swords.mjs,file,8,964,.mjs,,generated_or_dependency,True,False,08fdc6f4f9d9396415ef13f9e6e857b134c571f92017c59691be22180e88af1d,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/swords.mjs.map,file,8,5088,.map,,generated_or_dependency,True,False,a2eb99aa6cb2c3b44dc612eb23ec6375fff6fc37a8c1abdd508ab655e83ccead,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/syringe.mjs,file,8,724,.mjs,,generated_or_dependency,True,False,c041cdb25599fcda2186d1a34615133d5fc21b9b3dda616b941284194ca217f7,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/syringe.mjs.map,file,8,3530,.map,,generated_or_dependency,True,False,77512f157603031ad1e4601798c7039652b21f108c3723410efb44c36583989c,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/table-2.mjs,file,8,560,.mjs,,generated_or_dependency,True,False,6e1da44869113e8321ede4bb2b379ff737d844510fd78dadb68df055de79d4ce,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/table-2.mjs.map,file,8,2543,.map,,generated_or_dependency,True,False,419e78c25982512847e25f368d6048431d35584588691d2cd9cf74b5405cc130,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/table-cells-merge.mjs,file,8,693,.mjs,,generated_or_dependency,True,False,67fc68d7a39bf7cb5b8c10847f9c8604e47a3aba69851791ae1ea720836f8ab2,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/table-cells-merge.mjs.map,file,8,3184,.map,,generated_or_dependency,True,False,fc45dfa31cf0ba76ab5f5b18e9efbe40a40d6bf081401ce81e39b4608b6e5211,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/table-cells-split.mjs,file,8,647,.mjs,,generated_or_dependency,True,False,39241967e318bc7abb28bc9af57865b34e50977b4c303d482d7b34c3eeb37599,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/table-cells-split.mjs.map,file,8,2899,.map,,generated_or_dependency,True,False,c424e005532b601d0015cc7d7241d62e245d662c7ff6ace2163717120f9e1cb0,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/table-columns-split.mjs,file,8,1000,.mjs,,generated_or_dependency,True,False,046b6e00281c554b77f661ac06132c769df19c29764e8e661cfd31f059719228,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/table-columns-split.mjs.map,file,8,5109,.map,,generated_or_dependency,True,False,af5b5dcb097c5754ccd11fc409b80c28dd5348ae3972d383d4c4c55d6778323d,0o644
desktop/frontend/node_modules/lucide-react/dist/esm/icons/table-config.mjs,file,8,262,.mjs,,generated_or_dependency,True,False,4b66ebbff8d296176f54c40d51e145f012c0d9ba67120e6295fa0cdbff21dd2a,0o644
