path,type,depth,size_bytes,extension,language,category,generated_signal,binary,sha256,mode
desktop/frontend/node_modules/@jridgewell/gen-mapping/types/types.d.cts.map,file,7,1192,.map,,generated_or_dependency,True,False,15ebf3b0fd182082af22e6ff9aedb3ca5666eb5e603450068ed879ee6eaac541,0o644
desktop/frontend/node_modules/@jridgewell/gen-mapping/types/types.d.mts,file,7,1036,.mts,,generated_or_dependency,True,False,0884364374819bf8ad7a7e3c6b63cdb5884b37902193536f1879bba0af5f4ddb,0o644
desktop/frontend/node_modules/@jridgewell/gen-mapping/types/types.d.mts.map,file,7,1192,.map,,generated_or_dependency,True,False,15ebf3b0fd182082af22e6ff9aedb3ca5666eb5e603450068ed879ee6eaac541,0o644
desktop/frontend/node_modules/@jridgewell/remapping,directory,5,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/remapping/dist,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/remapping/dist/remapping.mjs,file,7,4829,.mjs,,generated_or_dependency,True,False,08c209a6505d549e7541faa04baa225fd2c78c235ec9b8a3522e49a04350b257,0o644
desktop/frontend/node_modules/@jridgewell/remapping/dist/remapping.mjs.map,file,7,3558,.map,,generated_or_dependency,True,False,b7f58091bb45c1aac1c972d42e8018cfda1faff02260030c810ceb0a6da4725c,0o644
desktop/frontend/node_modules/@jridgewell/remapping/dist/remapping.umd.js,file,7,7880,.js,JavaScript,generated_or_dependency,True,False,12b13f8a108bde767c8305aa222393dbb81472f47dcc401cd3a9e886633251b0,0o644
desktop/frontend/node_modules/@jridgewell/remapping/dist/remapping.umd.js.map,file,7,3849,.map,,generated_or_dependency,True,False,a80261c4422480cd0f966f16261c6a69693cd1562a7dc4aef4c5c883a5f796ec,0o644
desktop/frontend/node_modules/@jridgewell/remapping/LICENSE,file,6,1080,,,generated_or_dependency,True,False,769d154fbde32a915af110b1123650bc79f4cbe675acc66e005265bf069c6c6c,0o644
desktop/frontend/node_modules/@jridgewell/remapping/package.json,file,6,2307,.json,JSON,generated_or_dependency,True,False,cc535fb0665977104146fb8fe6c81ff63d2c9ae7f7b783d86e7f7db064cde57a,0o644
desktop/frontend/node_modules/@jridgewell/remapping/README.md,file,6,7304,.md,Markdown,generated_or_dependency,True,False,48d450ec7cf8c712f2706cb99e96cd5171e02e20a0f90f4403f77bc71747977a,0o644
desktop/frontend/node_modules/@jridgewell/remapping/src,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/remapping/src/build-source-map-tree.ts,file,7,3393,.ts,TypeScript,generated_or_dependency,True,False,1497c772de19a781e9a75990552f61e512ff595d430f9d4aa2bf813f70a02ab6,0o644
desktop/frontend/node_modules/@jridgewell/remapping/src/remapping.ts,file,7,1448,.ts,TypeScript,generated_or_dependency,True,False,54909220f789eccb219010b900fe24b5c10008f74e1f5b95dac1eb2b5a057faf,0o644
desktop/frontend/node_modules/@jridgewell/remapping/src/source-map-tree.ts,file,7,4823,.ts,TypeScript,generated_or_dependency,True,False,f570fed38f3797896d5545b61aec0c912efa9e9a5e8f038fd3a4f1ad15a5b936,0o644
desktop/frontend/node_modules/@jridgewell/remapping/src/source-map.ts,file,7,1357,.ts,TypeScript,generated_or_dependency,True,False,cb65897036a8dd9f9ae9cb132977ba8d17546bc11bb1bc9a67d9e07f9448fee5,0o644
desktop/frontend/node_modules/@jridgewell/remapping/src/types.ts,file,7,588,.ts,TypeScript,generated_or_dependency,True,False,ebfdb732a9bdfd4d5db655887082845ee4f49b328cfbc627204d6c6160dd4854,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/remapping/types/build-source-map-tree.d.cts,file,7,858,.cts,,generated_or_dependency,True,False,de86ec16bb4f6c1927366d56dc4e5e159f5498b99827ed5f28d776a1c906d25d,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/build-source-map-tree.d.cts.map,file,7,375,.map,,generated_or_dependency,True,False,4eec0583330f90f4e054a6e2454ccce27eb583da2bcf18a7d57d1348621607e6,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/build-source-map-tree.d.mts,file,7,858,.mts,,generated_or_dependency,True,False,6d726757c37bb2524b601e9636e5871ef5854d5a4b4958210ef62660ce536b3e,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/build-source-map-tree.d.mts.map,file,7,375,.map,,generated_or_dependency,True,False,4eec0583330f90f4e054a6e2454ccce27eb583da2bcf18a7d57d1348621607e6,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/remapping.d.cts,file,7,1145,.cts,,generated_or_dependency,True,False,2db4528e24a7317891e294e7ac99c6391b7f53b39ad8835f624a401f639914e6,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/remapping.d.cts.map,file,7,534,.map,,generated_or_dependency,True,False,4b9e2a640989573510096e65bbaf4cb581e60b66405874b506584e281e5e2e9f,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/remapping.d.mts,file,7,1145,.mts,,generated_or_dependency,True,False,6c47625fd1b70322bf42f53e0255cb4a9a3f845edef2282ffb3b3a08c0aea196,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/remapping.d.mts.map,file,7,534,.map,,generated_or_dependency,True,False,4b9e2a640989573510096e65bbaf4cb581e60b66405874b506584e281e5e2e9f,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/source-map-tree.d.cts,file,7,1688,.cts,,generated_or_dependency,True,False,fb1a7252a8584d4dfcea9b8dde906ec172aa9ca97e6ce854f46eb80d11723852,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/source-map-tree.d.cts.map,file,7,1222,.map,,generated_or_dependency,True,False,aa0d9bace27e30fa5e554afd3198040d8f432c906a7b2d0fe9761c9f8d135cdd,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/source-map-tree.d.mts,file,7,1688,.mts,,generated_or_dependency,True,False,fb1a7252a8584d4dfcea9b8dde906ec172aa9ca97e6ce854f46eb80d11723852,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/source-map-tree.d.mts.map,file,7,1222,.map,,generated_or_dependency,True,False,aa0d9bace27e30fa5e554afd3198040d8f432c906a7b2d0fe9761c9f8d135cdd,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/source-map.d.cts,file,7,667,.cts,,generated_or_dependency,True,False,50e0c76fa42ed7b41573981de5cce6b1b616834f4e064896887f4d4d7a537e9c,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/source-map.d.cts.map,file,7,688,.map,,generated_or_dependency,True,False,7a1c6d0e2be8a6f4dcd19f0ecfd2d7cc6cf67376d1efac99cfbf2750bcae22f5,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/source-map.d.mts,file,7,667,.mts,,generated_or_dependency,True,False,b1b27f6bd3a631809d0ef5cf0a566fcc036d388d17e4e29db5483ba8d4fb0da2,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/source-map.d.mts.map,file,7,688,.map,,generated_or_dependency,True,False,7a1c6d0e2be8a6f4dcd19f0ecfd2d7cc6cf67376d1efac99cfbf2750bcae22f5,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/types.d.cts,file,7,619,.cts,,generated_or_dependency,True,False,06e9dd2c4ade4e3af9290444235bcace46e47e332cdeb7d89514ec83721852f8,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/types.d.cts.map,file,7,679,.map,,generated_or_dependency,True,False,0bbc212b1cad2f1a83aaa0c1307ac93800557994e1982ae7cec9429bd7bb043a,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/types.d.mts,file,7,619,.mts,,generated_or_dependency,True,False,06e9dd2c4ade4e3af9290444235bcace46e47e332cdeb7d89514ec83721852f8,0o644
desktop/frontend/node_modules/@jridgewell/remapping/types/types.d.mts.map,file,7,679,.map,,generated_or_dependency,True,False,0bbc212b1cad2f1a83aaa0c1307ac93800557994e1982ae7cec9429bd7bb043a,0o644
desktop/frontend/node_modules/@jridgewell/resolve-uri,directory,5,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/resolve-uri/dist,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/resolve-uri/dist/resolve-uri.mjs,file,7,8609,.mjs,,generated_or_dependency,True,False,92bc7d86f012f0a1a38447512014d2decabeec0663bcebf49b95ca6081722b90,0o644
desktop/frontend/node_modules/@jridgewell/resolve-uri/dist/resolve-uri.mjs.map,file,7,14262,.map,,generated_or_dependency,True,False,2f383492f757607f39ac325f7523815cb6755ae4c970337faddc9bed1715d3ad,0o644
desktop/frontend/node_modules/@jridgewell/resolve-uri/dist/resolve-uri.umd.js,file,7,9866,.js,JavaScript,generated_or_dependency,True,False,2d46a62531a9ffa1e6e04995a94ae35d7a10869e2116132068a8755a15d46663,0o644
desktop/frontend/node_modules/@jridgewell/resolve-uri/dist/resolve-uri.umd.js.map,file,7,14298,.map,,generated_or_dependency,True,False,cfd9b97e6b263660096db012fe3b5012f7c25ec10785a96a4b201dc542d93bb5,0o644
desktop/frontend/node_modules/@jridgewell/resolve-uri/dist/types,directory,7,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/resolve-uri/dist/types/resolve-uri.d.ts,file,8,150,.ts,TypeScript,generated_or_dependency,True,False,36fa2acbe42db6888b14a1202a9922a2532fae87f795ecc294d0884ed84a582b,0o644
desktop/frontend/node_modules/@jridgewell/resolve-uri/LICENSE,file,6,1079,,,generated_or_dependency,True,False,b8778b155bfde5a28b023a558753c0fa058a52bb9de35c343c250be1bbcdedab,0o644
desktop/frontend/node_modules/@jridgewell/resolve-uri/package.json,file,6,2063,.json,JSON,generated_or_dependency,True,False,0793e722ffe08f3b4f1862c4dc96d920a62d6811a3648b4feb02f06c63227e8b,0o644
desktop/frontend/node_modules/@jridgewell/resolve-uri/README.md,file,6,2826,.md,Markdown,generated_or_dependency,True,False,17439eff29e4d28023e6b50554c81e3f565d304eeb7bb19f56041ded2a0f0d21,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec,directory,5,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/dist,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/dist/sourcemap-codec.mjs,file,7,12869,.mjs,,generated_or_dependency,True,False,e276b90d09864ee9cc96a49b84dbfdf311b8c65a986f78417b95a3d930968e77,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/dist/sourcemap-codec.mjs.map,file,7,9612,.map,,generated_or_dependency,True,False,7f14b50b5cbd1710f6073cb7dc6e9914afeaf6dbe24d81892702357535ec499b,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/dist/sourcemap-codec.umd.js,file,7,14590,.js,JavaScript,generated_or_dependency,True,False,25f02490d5179a4c28d6799e2c290be162be1010e6a101d77f5511683ccd0ca3,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/dist/sourcemap-codec.umd.js.map,file,7,9700,.map,,generated_or_dependency,True,False,ca577b575f6fdd28181e08ab3e435fd4d68b30e88ca935f5114e273f89c84ddf,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/LICENSE,file,6,1080,,,generated_or_dependency,True,False,769d154fbde32a915af110b1123650bc79f4cbe675acc66e005265bf069c6c6c,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/package.json,file,6,2150,.json,JSON,generated_or_dependency,True,False,398fc774628ec1592c794e8c14ecdc0096206a2521545e527e5a06429dac6006,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/README.md,file,6,10051,.md,Markdown,generated_or_dependency,True,False,50e5282b46bafe5e2c87a0f224a86876067694f0434c5b27c0ea2d5bbceba5d7,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/src,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/src/scopes.ts,file,7,9713,.ts,TypeScript,generated_or_dependency,True,False,1db13eedacbcb83d4c0ca6023379de51240be2b50cfe96b2d6513789a31ab9af,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/src/sourcemap-codec.ts,file,7,3203,.ts,TypeScript,generated_or_dependency,True,False,d3fe1debb387fc47fad36e4624eca9fe46928f14374d8ed749c94f0aaae9ef2e,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/src/strings.ts,file,7,1503,.ts,TypeScript,generated_or_dependency,True,False,d9c2ebe7557f5bd45a06a34d7e88d58d554f4a091a9384204f2933582e3ef390,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/src/vlq.ts,file,7,1387,.ts,TypeScript,generated_or_dependency,True,False,dd0d7471c014cb6b65d3bfd6b32bc9cfab8a1e3afcc5305d84cec8e12bdd4812,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/scopes.d.cts,file,7,1151,.cts,,generated_or_dependency,True,False,9215cd205d56527b92fe419ee695fc44aab8401725fa8bc6cb1415287689abdf,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/scopes.d.cts.map,file,7,1348,.map,,generated_or_dependency,True,False,4648b2216cf2dfa12eb81b786c62d6ae52c522e8861d8f7c2178470f3013be29,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/scopes.d.mts,file,7,1151,.mts,,generated_or_dependency,True,False,9215cd205d56527b92fe419ee695fc44aab8401725fa8bc6cb1415287689abdf,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/scopes.d.mts.map,file,7,1348,.map,,generated_or_dependency,True,False,4648b2216cf2dfa12eb81b786c62d6ae52c522e8861d8f7c2178470f3013be29,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/sourcemap-codec.d.cts,file,7,699,.cts,,generated_or_dependency,True,False,29fa06dc682489232f9dbb7aa841fe191a3a6db71fbcbd0acd08b8271bab61bc,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/sourcemap-codec.d.cts.map,file,7,705,.map,,generated_or_dependency,True,False,6ea45d22e586c07a1fa7a19ee5be8c73e44b6c5659eeab3d2b6fa2f9bdff65d4,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/sourcemap-codec.d.mts,file,7,699,.mts,,generated_or_dependency,True,False,5dd2f77f43dbcf9a146023c7df2b4b56b13a141741fb1840be99e879e908c2d2,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/sourcemap-codec.d.mts.map,file,7,705,.map,,generated_or_dependency,True,False,6ea45d22e586c07a1fa7a19ee5be8c73e44b6c5659eeab3d2b6fa2f9bdff65d4,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/strings.d.cts,file,7,361,.cts,,generated_or_dependency,True,False,28fae3d88328335f864e689b012e5d12c9dbe4df4b5537a3bd1bb4a3bab153cf,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/strings.d.cts.map,file,7,422,.map,,generated_or_dependency,True,False,01801f41a1f267a7fef5576710998d477ea647b27ae75b7c3e47ac87874f085f,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/strings.d.mts,file,7,361,.mts,,generated_or_dependency,True,False,28fae3d88328335f864e689b012e5d12c9dbe4df4b5537a3bd1bb4a3bab153cf,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/strings.d.mts.map,file,7,422,.map,,generated_or_dependency,True,False,01801f41a1f267a7fef5576710998d477ea647b27ae75b7c3e47ac87874f085f,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/vlq.d.cts,file,7,442,.cts,,generated_or_dependency,True,False,74aa834329a3a320abd9efb47f8496b5be0b557c2655dd18583e0d71cd7ff225,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/vlq.d.cts.map,file,7,449,.map,,generated_or_dependency,True,False,9e95ab088727ad7778086299e22bf0a3af9d641f1d0fbc26d712a974ed2c6868,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/vlq.d.mts,file,7,442,.mts,,generated_or_dependency,True,False,43504e7ab93cba4503fa62dfe8903fb0cc44e8812d586d8d6e47f985d3292fb5,0o644
desktop/frontend/node_modules/@jridgewell/sourcemap-codec/types/vlq.d.mts.map,file,7,449,.map,,generated_or_dependency,True,False,9e95ab088727ad7778086299e22bf0a3af9d641f1d0fbc26d712a974ed2c6868,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping,directory,5,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/trace-mapping/dist,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/trace-mapping/dist/trace-mapping.mjs,file,7,15335,.mjs,,generated_or_dependency,True,False,ddcf6097a82c7b16c267f6fb592578205c31e09adf54d3978b6250cca18ed86f,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/dist/trace-mapping.mjs.map,file,7,11208,.map,,generated_or_dependency,True,False,8d6c357eaa626e6809cde55d373b7d3bfa17d2d6fc6bc05d2ac0a36308163567,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/dist/trace-mapping.umd.js,file,7,18670,.js,JavaScript,generated_or_dependency,True,False,5ad4ec0709f78aa806c70965d4c162270e1df605f5572aa3a1ced31fe73dd07a,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/dist/trace-mapping.umd.js.map,file,7,11570,.map,,generated_or_dependency,True,False,deb2abbb333a3c55331d1e3cfbf31dadd68e4e2ea127f826501ba26edab47608,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/LICENSE,file,6,1080,,,generated_or_dependency,True,False,769d154fbde32a915af110b1123650bc79f4cbe675acc66e005265bf069c6c6c,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/package.json,file,6,2252,.json,JSON,generated_or_dependency,True,False,7f5eacc669d36013f9b792ab15721a97d48b26b093100122aa6c8691ebe656be,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/README.md,file,6,14417,.md,Markdown,generated_or_dependency,True,False,bc4a19f3e6ac9a3faeefa0687570a6d32ea925365a0705523c064b721c47c799,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/src,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/trace-mapping/src/binary-search.ts,file,7,2793,.ts,TypeScript,generated_or_dependency,True,False,ae7ae4c8879a66c98ab0b1197e8e4110d121ac21cf52482dd66f6a4788e6c933,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/src/by-source.ts,file,7,1244,.ts,TypeScript,generated_or_dependency,True,False,dc8a55d9a17dfbe75334c6f274d50e86677a334daa4c68c1c3ab1451ddb722ff,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/src/flatten-map.ts,file,7,5417,.ts,TypeScript,generated_or_dependency,True,False,5b1194dcdafd44aedfe0076c72e2ac6757e617c9a5e3bc8fd5712189a7de6491,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/src/resolve.ts,file,7,699,.ts,TypeScript,generated_or_dependency,True,False,c7e1c5732de10ed3801666733cc8130fa72e55a91a8d74d8ed7dabc114aba57f,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/src/sort.ts,file,7,1445,.ts,TypeScript,generated_or_dependency,True,False,afc9d966ec471f1be9f6e6843d009b30ce0a37853cbc31ec9834c8d273286403,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/src/sourcemap-segment.ts,file,7,665,.ts,TypeScript,generated_or_dependency,True,False,691633f8781f475dfe47b2c91d2ef0e253b0b58f004c6fc51b81fc903138cbcb,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/src/strip-filename.ts,file,7,253,.ts,TypeScript,generated_or_dependency,True,False,66f7d317bfda55df933db5a029f646cb25aebec305773edfc2d84605307492b7,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/src/trace-mapping.ts,file,7,15414,.ts,TypeScript,generated_or_dependency,True,False,f37d9db53896dd9adb199cb75b79ab33c8c588b5a25793b714e20dad2f77187b,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/src/types.ts,file,7,3166,.ts,TypeScript,generated_or_dependency,True,False,ee844c77a35506b757cd0bf21e8170b3422989c2cb13f2839cf6264e8bbef241,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types,directory,6,0,,,generated_or_dependency,True,False,,0o2755
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/binary-search.d.cts,file,7,1585,.cts,,generated_or_dependency,True,False,f6cff70e413f1e8f5b3b5649a08b05421dacb07b526f58f9fb8819d95a273f39,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/binary-search.d.cts.map,file,7,902,.map,,generated_or_dependency,True,False,eb1efc4186cc9692582372f788f5d7dddb0cd9f37e2e02e549d381dca7f75b76,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/binary-search.d.mts,file,7,1585,.mts,,generated_or_dependency,True,False,62fba7df9c1fef09dc568f43ada328e06161274b7ea0e2d14ccb65f852fe05c6,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/binary-search.d.mts.map,file,7,902,.map,,generated_or_dependency,True,False,eb1efc4186cc9692582372f788f5d7dddb0cd9f37e2e02e549d381dca7f75b76,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/by-source.d.cts,file,7,269,.cts,,generated_or_dependency,True,False,99d91012694196b2a4f793c4e94365fb71411678f510fb1238e65ba804eb7680,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/by-source.d.cts.map,file,7,332,.map,,generated_or_dependency,True,False,703132ce95a792475cfc9538210faedc6c54a789ce67688fb9d978a15fd13f66,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/by-source.d.mts,file,7,269,.mts,,generated_or_dependency,True,False,440b7897a0537788ba5b018bf8cabaa7287ba9012145134151d1e2f36bbe587a,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/by-source.d.mts.map,file,7,332,.map,,generated_or_dependency,True,False,703132ce95a792475cfc9538210faedc6c54a789ce67688fb9d978a15fd13f66,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/flatten-map.d.cts,file,7,384,.cts,,generated_or_dependency,True,False,db2e3685e0cd88f135134d9072b5fd684059b7bd9089fb19292853409af3b7f8,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/flatten-map.d.cts.map,file,7,471,.map,,generated_or_dependency,True,False,eb8e7f1763d0a16e2d25bda4a816cf1f7f346cf872fef28a829ddb74660e9bc0,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/flatten-map.d.mts,file,7,384,.mts,,generated_or_dependency,True,False,fabb88dfd85ea8b0224522c17011292454279f86d834c444f3346b5696ac192b,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/flatten-map.d.mts.map,file,7,471,.map,,generated_or_dependency,True,False,eb8e7f1763d0a16e2d25bda4a816cf1f7f346cf872fef28a829ddb74660e9bc0,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/resolve.d.cts,file,7,208,.cts,,generated_or_dependency,True,False,7aad6f4f525f3b80355197be0755b01023f7cf95dd15c1e4626d5461eb5395b8,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/resolve.d.cts.map,file,7,291,.map,,generated_or_dependency,True,False,b867e2ca531527332c0920fe87ad933af55047a3cce7bc2432d3b9a743771969,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/resolve.d.mts,file,7,208,.mts,,generated_or_dependency,True,False,db6f954c51cb59eb52aa03a44528879122fbe4c0c2ace3829c10736682ff28ae,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/resolve.d.mts.map,file,7,291,.map,,generated_or_dependency,True,False,b867e2ca531527332c0920fe87ad933af55047a3cce7bc2432d3b9a743771969,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/sort.d.cts,file,7,325,.cts,,generated_or_dependency,True,False,bdb5286f265f02985927b37222ea2493654dd62b6a53c482220fbeebc899d3fe,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/sort.d.cts.map,file,7,379,.map,,generated_or_dependency,True,False,5cddcbc6aedd6f1c99a3cd9a0000e2a44b7e432246732ccd9d250a87f2f56a1d,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/sort.d.mts,file,7,325,.mts,,generated_or_dependency,True,False,2b8bec35d40f910fec455f0e6dfd3716b9c10424e9b2176f4b519009b361311e,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/sort.d.mts.map,file,7,379,.map,,generated_or_dependency,True,False,5cddcbc6aedd6f1c99a3cd9a0000e2a44b7e432246732ccd9d250a87f2f56a1d,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/sourcemap-segment.d.cts,file,7,766,.cts,,generated_or_dependency,True,False,3889f1cc96a1a391148469172d625936f5382f3bd8241d0e7951739eec768d40,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/sourcemap-segment.d.cts.map,file,7,760,.map,,generated_or_dependency,True,False,40cbbb2ff7f7314ed9f006fa7f2a35b6bc1fc82fa5ea508851cefb93fba4872f,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/sourcemap-segment.d.mts,file,7,766,.mts,,generated_or_dependency,True,False,3889f1cc96a1a391148469172d625936f5382f3bd8241d0e7951739eec768d40,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/sourcemap-segment.d.mts.map,file,7,760,.map,,generated_or_dependency,True,False,40cbbb2ff7f7314ed9f006fa7f2a35b6bc1fc82fa5ea508851cefb93fba4872f,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/strip-filename.d.cts,file,7,196,.cts,,generated_or_dependency,True,False,4b9e87caf3d6ed692325b40815612243edf5bf9e0d435ad87b30fc54f7902b2f,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/strip-filename.d.cts.map,file,7,218,.map,,generated_or_dependency,True,False,e81ff1d320e8816ef15c94461c2892cb34a426095903ecd01b9ed1e91ec13f1e,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/strip-filename.d.mts,file,7,196,.mts,,generated_or_dependency,True,False,184f81c13671fc2b767bf04fa51d09e1ec3be21248713443f0f6d7949870a809,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/strip-filename.d.mts.map,file,7,218,.map,,generated_or_dependency,True,False,e81ff1d320e8816ef15c94461c2892cb34a426095903ecd01b9ed1e91ec13f1e,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/trace-mapping.d.cts,file,7,4193,.cts,,generated_or_dependency,True,False,961d5e56f27129f1f6181b43390b865d79e50d0408187d2c64aa869e1ff93ce2,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/trace-mapping.d.cts.map,file,7,2559,.map,,generated_or_dependency,True,False,c6b5346cf5fc3d1a8e15c3a9e97915318811e9d365e488dcf3a4f1496534622a,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/trace-mapping.d.mts,file,7,4193,.mts,,generated_or_dependency,True,False,b33ce07211389c7c95b50703770aed983f78d4193969886618d0da02ae1b993c,0o644
desktop/frontend/node_modules/@jridgewell/trace-mapping/types/trace-mapping.d.mts.map,file,7,2559,.map,,generated_or_dependency,True,False,c6b5346cf5fc3d1a8e15c3a9e97915318811e9d365e488dcf3a4f1496534622a,0o644
