donor,path,file_sha256,language,symbol
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_raw_address_builder_saturates_oversized_length
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_preserves_explicit_fields_through_compile_and_decode
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_preserves_intentionally_malformed_address_bytes
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_preserves_user_values_against_later_helper_defaults
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_override_of_helper_defaulted_lengths_and_types_is_honored
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_override_of_opcode_and_types_survives_who_has_helper
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_decode_variable_hardware_length_preserves_bytes
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_decode_variable_protocol_length_preserves_bytes
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_decode_unknown_type_combination_preserves_fields
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_decode_zero_length_addresses_does_not_overflow
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_decode_truncated_header_returns_structured_error
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_decode_truncated_address_fields_returns_structured_error
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_variable_lengths_decode_round_trips_byte_exact
libcrafter,crafter/src/protocols/link/arp/tests.rs,d56580bfce94e5540f8938557b8d3e0e9886e21ee514c8c61a18e9d1ec88a9c1,Rust,arp_variable_zero_protocol_length_with_ipv4_type_returns_none
