donor,path,sha256,language,kind,symbol,line,snippet,semantic_record_ids,post_refactor_229_review
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,caption_for,77,def caption_for(filename: str) -> str:,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,order_files,86,def order_files(files: list[Path]) -> list[Path]:,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,key,92,"def key(p: Path) -> tuple[int, str]:",PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,split_file,102,"def split_file(path: Path, chunk_bytes: int) -> list[Path]:",PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,part_name,111,def part_name(idx: int) -> str:,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,send_document,131,def send_document(,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,build_multipart,168,def build_multipart(,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,html_escape,199,def html_escape(s: str) -> str:,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,load_changelog,203,"def load_changelog(repo_root: Path, version: str) -> tuple[str | None, str | None]:",PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,brief_changelog,234,"def brief_changelog(text: str, max_total: int = 1500) -> str:",PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,md_to_tg_html,317,"def md_to_tg_html(md: str, max_len: int = TG_CHANGELOG_BUDGET) -> str:",PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,stash,346,def stash(html: str) -> str:,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,repo_root_from_script,407,def repo_root_from_script() -> Path:,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,sha256_hex,415,def sha256_hex(path: Path) -> str:,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,post_file,425,def post_file(,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,files_channel_post_link,535,"def files_channel_post_link(chat_id: str, message_id: int) -> str:",PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,post_main_channel_pointer,557,def post_main_channel_pointer(,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,.github/scripts/telegram_publish_files.py,fb14135e49ff5648f37a91fb32c3233979fb310f9fb79f543e4fca020fa632dc,python,function,main,653,def main() -> int:,PR229-F00697,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/build.gradle.kts,209550f26512242ef66b685a02172cfed31928e0f368ae8f7ee9340434b69ce2,kotlin-script,fun,normalizeTun2proxySo,165,fun normalizeTun2proxySo() {,PR229-F00709,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/github/shadowsocks/bg/Tun2proxy.kt,74741610e02df4118748ce0f964686ce60b464b0fc4ea57ed354a51641b1917c,kotlin,object,Tun2proxy,24,object Tun2proxy {,PR229-F00713,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,object,CaInstall,35,object CaInstall {,PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,caFile,40,"fun caFile(ctx: Context): File = File(ctx.filesDir, CA_FILENAME)",PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,export,49,fun export(ctx: Context): Boolean {,PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,readDer,56,fun readDer(ctx: Context): ByteArray? {,PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,fingerprint,64,fun fingerprint(ctx: Context): ByteArray? {,PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,fingerprintHex,70,fun fingerprintHex(bytes: ByteArray): String =,PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,buildInstallIntent,79,fun buildInstallIntent(ctx: Context): Intent? {,PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,saveToDownloads,100,"fun saveToDownloads(ctx: Context, displayName: String = ""mhrv-ca.crt""): String? {",PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,saveViaMediaStore,125,"private fun saveViaMediaStore(ctx: Context, displayName: String, bytes: ByteArray): Boolean? {",PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,buildSettingsIntent,169,fun buildSettingsIntent(): Intent = Intent(Settings.ACTION_SETTINGS),PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,isInstalled,178,fun isInstalled(targetFingerprint: ByteArray): Boolean {,PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,subjectCn,194,fun subjectCn(ctx: Context): String? {,PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,sha256,204,private fun sha256(data: ByteArray): ByteArray =,PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,derToPem,212,private fun derToPem(der: ByteArray): ByteArray {,PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/CaInstall.kt,c2b95d0ca994fe9ede0b8ff504acfa468ac7e2ebb7757d700bbf6d31b17ca601,kotlin,fun,pemToDer,223,private fun pemToDer(bytes: ByteArray): ByteArray? {,PR229-F00714,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,class,ConnectionMode,35,"enum class ConnectionMode { VPN_TUN, PROXY_ONLY }",PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,class,SplitMode,52,"enum class SplitMode { ALL, ONLY, EXCEPT }",PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,class,UiLang,60,"enum class UiLang { AUTO, FA, EN }",PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,class,Mode,78,"enum class Mode { APPS_SCRIPT, DIRECT, FULL }",PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,class,MhrvConfig,80,data class MhrvConfig(,PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,fun,extractId,185,private fun extractId(input: String): String {,PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,fun,toJson,200,fun toJson(): String {,PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,object,ConfigStore,294,object ConfigStore {,PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,fun,load,297,fun load(ctx: Context): MhrvConfig {,PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,fun,save,307,"fun save(ctx: Context, cfg: MhrvConfig) {",PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,fun,encode,317,fun encode(cfg: MhrvConfig): String {,PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,fun,inflateOrRaw,379,private fun inflateOrRaw(raw: ByteArray): String {,PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,fun,decode,388,fun decode(encoded: String): MhrvConfig? {,PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,fun,looksLikeConfig,412,fun looksLikeConfig(text: String): Boolean {,PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ConfigStore.kt,e74d8d1b2c3186a71811480d7cfe97fe50715c804cc3aff3cfc54b6f6b890dac,kotlin,fun,loadFromJson,423,private fun loadFromJson(obj: JSONObject): MhrvConfig {,PR229-F00715;PR229-S109,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MainActivity.kt,71f1b1b1114a17b94645a1c9b507cdbef3b1f806a41d6ede042fc48c02158792,kotlin,class,MainActivity,36,class MainActivity : AppCompatActivity() {,PR229-F00716,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MainActivity.kt,71f1b1b1114a17b94645a1c9b507cdbef3b1f806a41d6ede042fc48c02158792,kotlin,fun,attachBaseContext,38,override fun attachBaseContext(newBase: Context) {,PR229-F00716,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MainActivity.kt,71f1b1b1114a17b94645a1c9b507cdbef3b1f806a41d6ede042fc48c02158792,kotlin,fun,onCreate,64,override fun onCreate(savedInstanceState: Bundle?) {,PR229-F00716,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MainActivity.kt,71f1b1b1114a17b94645a1c9b507cdbef3b1f806a41d6ede042fc48c02158792,kotlin,fun,onNewIntent,93,override fun onNewIntent(intent: Intent) {,PR229-F00716,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MainActivity.kt,71f1b1b1114a17b94645a1c9b507cdbef3b1f806a41d6ede042fc48c02158792,kotlin,fun,handleDeepLink,101,private fun handleDeepLink(intent: Intent?) {,PR229-F00716,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MainActivity.kt,71f1b1b1114a17b94645a1c9b507cdbef3b1f806a41d6ede042fc48c02158792,kotlin,fun,AppRoot,110,private fun AppRoot() {,PR229-F00716,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MainActivity.kt,71f1b1b1114a17b94645a1c9b507cdbef3b1f806a41d6ede042fc48c02158792,kotlin,fun,startVpnService,257,private fun startVpnService() {,PR229-F00716,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MhrvApp.kt,393b71d71478dec201cc13b8c755e3c27eecb1c1d04bef26fd3bd79f87037cd5,kotlin,class,MhrvApp,22,class MhrvApp : Application() {,PR229-F00717,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MhrvApp.kt,393b71d71478dec201cc13b8c755e3c27eecb1c1d04bef26fd3bd79f87037cd5,kotlin,fun,onCreate,23,override fun onCreate() {,PR229-F00717,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MhrvVpnService.kt,e48121d5d839eaecc9dc9364a6f0184ec20a509888b8a89183a9d09c9bcfcce3,kotlin,class,MhrvVpnService,32,class MhrvVpnService : VpnService() {,PR229-F00718;PR229-S094;PR229-S111,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MhrvVpnService.kt,e48121d5d839eaecc9dc9364a6f0184ec20a509888b8a89183a9d09c9bcfcce3,kotlin,fun,onStartCommand,52,"override fun onStartCommand(intent: Intent?, flags: Int, startId: Int): Int {",PR229-F00718;PR229-S094;PR229-S111,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MhrvVpnService.kt,e48121d5d839eaecc9dc9364a6f0184ec20a509888b8a89183a9d09c9bcfcce3,kotlin,fun,startEverything,82,private fun startEverything() {,PR229-F00718;PR229-S094;PR229-S111,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MhrvVpnService.kt,e48121d5d839eaecc9dc9364a6f0184ec20a509888b8a89183a9d09c9bcfcce3,kotlin,fun,showDebugOverlay,322,private fun showDebugOverlay() {,PR229-F00718;PR229-S094;PR229-S111,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MhrvVpnService.kt,e48121d5d839eaecc9dc9364a6f0184ec20a509888b8a89183a9d09c9bcfcce3,kotlin,fun,teardown,379,private fun teardown() {,PR229-F00718;PR229-S094;PR229-S111,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MhrvVpnService.kt,e48121d5d839eaecc9dc9364a6f0184ec20a509888b8a89183a9d09c9bcfcce3,kotlin,fun,onDestroy,460,override fun onDestroy() {,PR229-F00718;PR229-S094;PR229-S111,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/MhrvVpnService.kt,e48121d5d839eaecc9dc9364a6f0184ec20a509888b8a89183a9d09c9bcfcce3,kotlin,fun,buildNotif,476,"private fun buildNotif(httpPort: Int, socks5Port: Int): Notification {",PR229-F00718;PR229-S094;PR229-S111,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/Native.kt,05eacb486690d1feb47cd8e403654cd2af26ff2e9b252684fb3ca04bf93a861f,kotlin,object,Native,14,object Native {,PR229-F00719,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/NetworkDetect.kt,b36f127afa011e50ea9add3b987e80d3bd60e0a47d61a00f99423c374c9eb952,kotlin,object,NetworkDetect,25,object NetworkDetect {,PR229-F00720,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/NetworkDetect.kt,b36f127afa011e50ea9add3b987e80d3bd60e0a47d61a00f99423c374c9eb952,kotlin,fun,resolveGoogleIp,34,"fun resolveGoogleIp(hostname: String = ""www.google.com""): String? {",PR229-F00720,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/PipelineDebugOverlay.kt,279e3718772ada7d497ed65440025f3f90f225b39b14c62a73f2e740bda6dbe6,kotlin,class,PipelineDebugOverlay,22,class PipelineDebugOverlay(private val context: Context) {,PR229-F00721,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/PipelineDebugOverlay.kt,279e3718772ada7d497ed65440025f3f90f225b39b14c62a73f2e740bda6dbe6,kotlin,fun,show,34,fun show() {,PR229-F00721,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/PipelineDebugOverlay.kt,279e3718772ada7d497ed65440025f3f90f225b39b14c62a73f2e740bda6dbe6,kotlin,fun,hide,115,fun hide() {,PR229-F00721,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/PipelineDebugOverlay.kt,279e3718772ada7d497ed65440025f3f90f225b39b14c62a73f2e740bda6dbe6,kotlin,fun,schedulePoll,123,private fun schedulePoll() {,PR229-F00721,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/PipelineDebugOverlay.kt,279e3718772ada7d497ed65440025f3f90f225b39b14c62a73f2e740bda6dbe6,kotlin,fun,poll,127,private fun poll() {,PR229-F00721,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/PipelineDebugOverlay.kt,279e3718772ada7d497ed65440025f3f90f225b39b14c62a73f2e740bda6dbe6,kotlin,fun,applyJson,138,private fun applyJson(json: String) {,PR229-F00721,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/VpnState.kt,082caaa37927b4db4f26e48e1c121f6182a2c0a5b21f21cfdd7214cd340107ad,kotlin,object,VpnState,27,object VpnState {,PR229-F00722,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/VpnState.kt,082caaa37927b4db4f26e48e1c121f6182a2c0a5b21f21cfdd7214cd340107ad,kotlin,fun,setRunning,40,fun setRunning(running: Boolean) {,PR229-F00722,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/VpnState.kt,082caaa37927b4db4f26e48e1c121f6182a2c0a5b21f21cfdd7214cd340107ad,kotlin,fun,setProxyHandle,44,fun setProxyHandle(handle: Long) {,PR229-F00722,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ui/AppPickerDialog.kt,234d16c4898e27d34806ceabf5412ccc1f08dc995a247a7ee5037ace629d1d74,kotlin,fun,AppPickerDialog,39,fun AppPickerDialog(,PR229-F00723,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ui/AppPickerDialog.kt,234d16c4898e27d34806ceabf5412ccc1f08dc995a247a7ee5037ace629d1d74,kotlin,fun,AppRow,142,"private fun AppRow(entry: AppEntry, checked: Boolean, onCheck: (Boolean) -> Unit) {",PR229-F00723,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ui/AppPickerDialog.kt,234d16c4898e27d34806ceabf5412ccc1f08dc995a247a7ee5037ace629d1d74,kotlin,class,AppEntry,161,"private data class AppEntry(val packageName: String, val label: String)",PR229-F00723,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ui/AppPickerDialog.kt,234d16c4898e27d34806ceabf5412ccc1f08dc995a247a7ee5037ace629d1d74,kotlin,fun,loadInstalledApps,163,private fun loadInstalledApps(,PR229-F00723,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ui/ConfigSharing.kt,f71391850ff93f6dca085ecf5fc90778dc9d97fbf8e2ee373d61b8943cf03cf7,kotlin,fun,ConfigSharingBar,43,fun ConfigSharingBar(,PR229-F00724,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ui/ConfigSharing.kt,f71391850ff93f6dca085ecf5fc90778dc9d97fbf8e2ee373d61b8943cf03cf7,kotlin,fun,ImportConfirmDialog,253,private fun ImportConfirmDialog(,PR229-F00724,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ui/ConfigSharing.kt,f71391850ff93f6dca085ecf5fc90778dc9d97fbf8e2ee373d61b8943cf03cf7,kotlin,fun,generateQr,304,"private fun generateQr(content: String, size: Int): Bitmap? {",PR229-F00724,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ui/HomeScreen.kt,51f0645dccbbf63af4d1dc1bb61493ad25be90f812559a5a479d0052816e6625,kotlin,class,CaInstallOutcome,64,sealed class CaInstallOutcome {,PR229-F00725,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ui/HomeScreen.kt,51f0645dccbbf63af4d1dc1bb61493ad25be90f812559a5a479d0052816e6625,kotlin,object,Installed,65,object Installed : CaInstallOutcome(),PR229-F00725,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ui/HomeScreen.kt,51f0645dccbbf63af4d1dc1bb61493ad25be90f812559a5a479d0052816e6625,kotlin,class,NotInstalled,71,data class NotInstalled(val downloadPath: String?) : CaInstallOutcome(),PR229-F00725,definition-indexed-on-fresh-bytes
MasterHttpRelayVPN-RUST-main,android/app/src/main/java/com/therealaleph/mhrv/ui/HomeScreen.kt,51f0645dccbbf63af4d1dc1bb61493ad25be90f812559a5a479d0052816e6625,kotlin,class,Failed,72,data class Failed(val message: String) : CaInstallOutcome(),PR229-F00725,definition-indexed-on-fresh-bytes
