donor,path,language,symbol,kind,line,surface_sha256,semantic_record_ids,resolution,notes
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,settings,var,69,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,streamSettings,var,70,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,sendThrough,val,71,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,mux,var,72,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,OutSettingsBean,class,74,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,address,var,76,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,port,var,77,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,level,var,78,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,email,var,79,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,user,var,81,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,pass,var,82,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,headers,var,83,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,id,var,85,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,security,var,86,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,encryption,var,87,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,flow,var,89,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,password,var,91,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,method,var,93,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,version,var,95,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,secretKey,var,97,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,peers,val,98,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,reserved,var,99,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,mtu,var,100,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,domainStrategy,var,101,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,WireGuardBean,class,103,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,publicKey,var,104,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,preSharedKey,var,105,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,endpoint,var,106,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,StreamSettingsBean,class,110,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,network,var,111,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,security,var,112,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,tcpSettings,var,113,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,kcpSettings,var,114,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,wsSettings,var,115,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,httpupgradeSettings,var,116,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,xhttpSettings,var,117,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,httpSettings,var,118,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,tlsSettings,var,119,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,quicSettings,var,120,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,realitySettings,var,121,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,grpcSettings,var,122,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,hysteriaSettings,var,123,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,finalmask,var,124,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,dsSettings,val,125,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,sockopt,var,126,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,TcpSettingsBean,class,129,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,header,var,130,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,acceptProxyProtocol,val,131,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,HeaderBean,class,133,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,type,var,134,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,request,var,135,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,response,var,136,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,RequestBean,class,138,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,path,var,139,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,headers,var,140,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,version,val,141,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,method,val,142,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,HeadersBean,class,144,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,Host,var,145,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,userAgent,val,147,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,acceptEncoding,val,149,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,Connection,val,150,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,Pragma,val,151,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,KcpSettingsBean,class,157,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,mtu,var,158,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,tti,var,159,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,uplinkCapacity,var,160,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,downlinkCapacity,var,161,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,congestion,var,162,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,readBufferSize,var,163,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,writeBufferSize,var,164,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,WsSettingsBean,class,167,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,path,var,168,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,host,var,169,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,headers,var,170,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,maxEarlyData,val,171,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,useBrowserForwarding,val,172,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,acceptProxyProtocol,val,173,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,HttpupgradeSettingsBean,class,176,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,path,var,177,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,host,var,178,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,acceptProxyProtocol,val,179,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,XhttpSettingsBean,class,182,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,path,var,183,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,host,var,184,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,mode,var,185,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,extra,var,186,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,HttpSettingsBean,class,189,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,host,var,190,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,path,var,191,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,SockoptBean,class,194,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,TcpNoDelay,var,195,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,tcpKeepAliveIdle,var,196,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,tcpFastOpen,var,197,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,tproxy,var,198,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,mark,var,199,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,dialerProxy,var,200,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,domainStrategy,var,201,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,happyEyeballs,var,202,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,HappyEyeballsBean,class,205,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,prioritizeIPv6,var,206,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,maxConcurrentTry,var,207,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,tryDelayMs,var,208,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,interleave,var,209,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,TlsSettingsBean,class,212,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/dto/V2rayConfig.kt,kotlin,allowInsecure,var,213,5218ac7fad8deca26d0f7f8ae48b536a67efa41a80a3c286b551a971c75e347c,TW-SEM033,resolved-by-third-wave-ledger,declaration inventory
