donor,path,sha256,language,kind,symbol,line,snippet
Hiddify-Manager-dev,common/package_manager.sh,d674f9ab8046ab4957fcaa56f01f679d0bb4c4ec6dc7b3039f2913c56b7cf974,shell,function,set_installed_version,143,set_installed_version() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,get_commit_version,3,function get_commit_version() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,get_pre_release_version,13,function get_pre_release_version() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,get_release_version,20,function get_release_version() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,hiddifypanel_path,37,function hiddifypanel_path() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,get_installed_panel_version,41,function get_installed_panel_version() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,get_installed_config_version,49,function get_installed_config_version() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,get_package_mode,58,function get_package_mode() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,error,62,function error() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,warning,66,function warning() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,success,70,function success() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,get_pretty_service_status,74,function get_pretty_service_status() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,add_DNS_if_failed,82,function add_DNS_if_failed() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,disable_ansii_modes,100,function disable_ansii_modes() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,update_progress,109,function update_progress() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,is_installed_pypi_package,116,function is_installed_pypi_package() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,install_pypi_package,136,function install_pypi_package() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,is_installed_package,148,function is_installed_package() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,install_package,161,install_package() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,remove_package,186,function remove_package() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,is_installed,194,function is_installed() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,msg_with_hiddify,201,function msg_with_hiddify() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,center_text,217,function center_text() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,msg,227,function msg() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,install_python,234,function install_python() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,create_python_venv,257,function create_python_venv() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,activate_python_venv,275,function activate_python_venv() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,install_python310,286,function install_python310() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,check_hiddify_panel,322,function check_hiddify_panel() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,add2iptables46,382,function add2iptables46(){
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,add2iptables,387,function add2iptables() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,add2ip6tables,391,function add2ip6tables() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,allow_port,394,"function allow_port() { #allow_port ""tcp"" ""80"""
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,block_port,402,"function block_port() { #allow_port ""tcp"" ""80"""
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,remove_port,406,"function remove_port() { #allow_port ""tcp"" ""80"""
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,allow_apps_ports,411,function allow_apps_ports() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,save_firewall,430,function save_firewall() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,show_progress_window,442,function show_progress_window() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,log_dir,454,function log_dir() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,log_file,460,function log_file() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,set_lock,464,function set_lock() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,remove_lock,475,function remove_lock() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,hconfig,482,function hconfig() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,checkOS,519,function checkOS() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,disable_panel_services,552,function disable_panel_services() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,vercomp,561,function vercomp () {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,check_venv_compatibility,597,function check_venv_compatibility() {
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,reload_all_configs,653,function reload_all_configs(){
Hiddify-Manager-dev,common/utils.sh,79478bf515e37fc16582eb0636a1ea1c0b27b586bb5c0f5cf0d2e640cfb4c0fa,shell,function,set_files_in_folder_readable_to_hiddify_common_group,668,set_files_in_folder_readable_to_hiddify_common_group() {
Hiddify-Manager-dev,hiddify-panel/backup.sh,bf0315b59020f0b56944a161ea1433c5b6bf37d2ae8771cf0a0e601c1bf49819,shell,function,main,5,function main(){
Hiddify-Manager-dev,hiddify-panel/temporary_access.sh,4945a665e05bd783f85222a94404a44729e9b44fc1ba71e297bbfd415849bde7,shell,function,main,4,function main() {
Hiddify-Manager-dev,hiddify-panel/update_usage.sh,a350eb790e9462ab54a3c185082ab56dc13ec25086809b6907053b63c76b55c0,shell,function,main,6,function main() {
Hiddify-Manager-dev,install.sh,ca1cbc9d4a4aef64f2711d9c324f296793b0da0f6f974eed1bd6359acb74994b,shell,function,main,21,function main() {
Hiddify-Manager-dev,install.sh,ca1cbc9d4a4aef64f2711d9c324f296793b0da0f6f974eed1bd6359acb74994b,shell,function,clean_files,139,function clean_files() {
Hiddify-Manager-dev,install.sh,ca1cbc9d4a4aef64f2711d9c324f296793b0da0f6f974eed1bd6359acb74994b,shell,function,cleanup,147,function cleanup() {
Hiddify-Manager-dev,install.sh,ca1cbc9d4a4aef64f2711d9c324f296793b0da0f6f974eed1bd6359acb74994b,shell,function,set_config_from_hpanel,157,function set_config_from_hpanel() {
Hiddify-Manager-dev,install.sh,ca1cbc9d4a4aef64f2711d9c324f296793b0da0f6f974eed1bd6359acb74994b,shell,function,install_run,168,function install_run() {
Hiddify-Manager-dev,install.sh,ca1cbc9d4a4aef64f2711d9c324f296793b0da0f6f974eed1bd6359acb74994b,shell,function,runsh,182,function runsh() {
Hiddify-Manager-dev,menu.sh,2ea59d2b6302f8252b45301491fe869e23ffdaa37d50f6f1368d6a90bf2d43c9,shell,function,menu,37,function menu() {
Hiddify-Manager-dev,operations/lxd/setup_lxc_container.sh,384dd2c0a4b68f3569ef6c11e04328db01a582738000283618d6e537b9ac549f,shell,function,install_lxd,22,install_lxd() {
Hiddify-Manager-dev,operations/lxd/setup_lxc_container.sh,384dd2c0a4b68f3569ef6c11e04328db01a582738000283618d6e537b9ac549f,shell,function,setup_container,73,setup_container() {
Hiddify-Manager-dev,operations/lxd/setup_lxc_container.sh,384dd2c0a4b68f3569ef6c11e04328db01a582738000283618d6e537b9ac549f,shell,function,verify_container,105,verify_container() {
Hiddify-Manager-dev,operations/lxd/utils/lxc_ports_to_host.sh,eef564cb8c63d07272323f3a29764f188a90468ed039e8ee24968bb7bb325886,shell,function,fetch_services_from_csv,15,fetch_services_from_csv() {
Hiddify-Manager-dev,operations/lxd/utils/lxc_ports_to_host.sh,eef564cb8c63d07272323f3a29764f188a90468ed039e8ee24968bb7bb325886,shell,function,remove_old_services,42,remove_old_services() {
Hiddify-Manager-dev,operations/lxd/utils/lxc_ports_to_host.sh,eef564cb8c63d07272323f3a29764f188a90468ed039e8ee24968bb7bb325886,shell,function,add_new_services,47,add_new_services() {
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,variable,appSVG,11,"var appSVG = document.getElementById(""OpenSpeedTest-UI"");"
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,variable,Callback,19,var Callback = function (callback) {
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,function,_,24,function _(el) {
Hiddify-Manager-dev,other/speedtest/assets/js/app-2.5.4.js,1c2abd138e9a4f662daace9ee1513a0e0f13fc0f24739db1b92fcb663281b0a5,javascript,variable,isIn,31,"var isIn = type === ""in"", opacity = isIn ? 0 : 1, interval = 14, duration = ms, gap = interval / duration, self = this;"
