donor,path,file_sha256,language,kind,name,line,snippet
mitmengine-master,loader/s3.go,9fa26e045a69be63156df1a0fa49ca8bffbab17c10255ddc6fed7f5e7f8fadc5,go,type,S3,16,type S3 struct {
mitmengine-master,loader/s3.go,9fa26e045a69be63156df1a0fa49ca8bffbab17c10255ddc6fed7f5e7f8fadc5,go,func,NewS3Instance,21,"func NewS3Instance() (*S3, error) {"
mitmengine-master,loader/s3.go,9fa26e045a69be63156df1a0fa49ca8bffbab17c10255ddc6fed7f5e7f8fadc5,go,func,LoadFile,59,"func (s3Instance *S3) LoadFile(fileName string) (io.ReadCloser, error) {"
mitmengine-master,processor.go,07868941d78e62fd64f0549fad0a14a9888de52475075735b02a5910a2dbba73,go,type,Processor,29,type Processor struct {
mitmengine-master,processor.go,07868941d78e62fd64f0549fad0a14a9888de52475075735b02a5910a2dbba73,go,type,Config,39,type Config struct {
mitmengine-master,processor.go,07868941d78e62fd64f0549fad0a14a9888de52475075735b02a5910a2dbba73,go,func,NewProcessor,47,"func NewProcessor(config *Config) (Processor, error) {"
mitmengine-master,processor.go,07868941d78e62fd64f0549fad0a14a9888de52475075735b02a5910a2dbba73,go,func,Load,54,func (a *Processor) Load(config *Config) error {
mitmengine-master,processor.go,07868941d78e62fd64f0549fad0a14a9888de52475075735b02a5910a2dbba73,go,func,LoadFile,92,"func LoadFile(fileName string, dbReader loader.Loader) (io.ReadCloser, error) {"
mitmengine-master,processor.go,07868941d78e62fd64f0549fad0a14a9888de52475075735b02a5910a2dbba73,go,func,Check,107,"func (a *Processor) Check(uaFingerprint fp.UAFingerprint, rawUa string, actualReqFin fp.RequestFingerprint) Report {"
mitmengine-master,processor.go,07868941d78e62fd64f0549fad0a14a9888de52475075735b02a5910a2dbba73,go,func,removeGrease,275,"func removeGrease(list fp.IntList) (bool, int) {"
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,TestProcessorConfigEmpty,22,func TestProcessorConfigEmpty(t *testing.T) {
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,TestProcessorConfigFile,27,func TestProcessorConfigFile(t *testing.T) {
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,TestProcessorConfigS3,45,func TestProcessorConfigS3(t *testing.T) {
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,uaSigToFin,81,"func uaSigToFin(signature fp.UASignature) (fp.UAFingerprint, error) {"
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,reqSigToFin,86,"func reqSigToFin(signature fp.RequestSignature) (fp.RequestFingerprint, error) {"
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,_TestProcessorKnownBrowserFingerprints,94,"func _TestProcessorKnownBrowserFingerprints(t *testing.T, config *mitmengine.Config) {"
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,_TestProcessorKnownMitmFingerprints,117,"func _TestProcessorKnownMitmFingerprints(t *testing.T, config *mitmengine.Config) {"
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,_TestProcessorCheckSequential,145,"func _TestProcessorCheckSequential(t *testing.T, config *mitmengine.Config) {"
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,_TestProcessorCheckConcurrent,185,"func _TestProcessorCheckConcurrent(t *testing.T, config *mitmengine.Config) {"
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,_TestProcessorGetByUASignatureBrowser,340,"func _TestProcessorGetByUASignatureBrowser(t *testing.T, config *mitmengine.Config) {"
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,_TestProcessorGetByRequestSignatureMitm,353,"func _TestProcessorGetByRequestSignatureMitm(t *testing.T, config *mitmengine.Config) {"
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,BenchmarkProcessorCheckSequential,373,func BenchmarkProcessorCheckSequential(b *testing.B) {
mitmengine-master,processor_test.go,a8ca999dd6a142d4af6d2dd42e0bc0674127b5784aa7e5aa7d1035a3de39c512,go,func,BenchmarkProcessorCheckConcurrent,385,func BenchmarkProcessorCheckConcurrent(b *testing.B) {
mitmengine-master,report.go,e58f4711fb0f16d409a926a4acb755fb0bd23be0a916a6279761b9ee1c789e1e,go,type,Report,8,type Report struct {
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,class,MitmFingerprint,114,class MitmFingerprint:
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,function,__init__,115,def __init__(self):
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,function,__str__,121,def __str__(self):
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,function,set_fields,127,"def set_fields(self, mitm_name, mitm_type, mitm_grade):"
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,class,UserAgentFingerprint,133,class UserAgentFingerprint:
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,function,__init__,134,def __init__(self):
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,function,__str__,143,def __str__(self):
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,function,set_fields,153,"def set_fields(self, device, os, os_version, browser, browser_version, platform):"
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,class,RequestFingerprint,234,class RequestFingerprint:
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,function,__init__,235,def __init__(self):
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,function,clear,238,def clear(self):
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,function,__str__,251,def __str__(self):
mitmengine-master,scripts/filename_to_fingerprint.py,56e26e02914c2e547ee7c906933497257498a23757cc804c9d2da0857324e822,python,function,parse,265,"def parse(self, filename):"
mitmengine-master,scripts/filename_to_metadata.py,acf859f3f25e6a3947ad2812216a6824410b60c6f92bc0933031af01dcf9d651,python,class,MitmFingerprint,10,class MitmFingerprint:
mitmengine-master,scripts/filename_to_metadata.py,acf859f3f25e6a3947ad2812216a6824410b60c6f92bc0933031af01dcf9d651,python,function,__init__,11,"def __init__(self, mitm_name, mitm_type):"
mitmengine-master,scripts/filename_to_metadata.py,acf859f3f25e6a3947ad2812216a6824410b60c6f92bc0933031af01dcf9d651,python,class,UserAgentFingerprint,19,class UserAgentFingerprint:
mitmengine-master,scripts/filename_to_metadata.py,acf859f3f25e6a3947ad2812216a6824410b60c6f92bc0933031af01dcf9d651,python,function,__init__,20,"def __init__(self, device, os, os_version, browser, browser_version, platform):"
mitmengine-master,scripts/pcap_to_request_fingerprint.py,346c7541a9001db4e9a1d40633ada1d0b7fe292078a002e2f616cd45226e8b6f,python,class,RequestFingerprint,8,class RequestFingerprint:
mitmengine-master,scripts/pcap_to_request_fingerprint.py,346c7541a9001db4e9a1d40633ada1d0b7fe292078a002e2f616cd45226e8b6f,python,function,__init__,9,def __init__(self):
mitmengine-master,scripts/pcap_to_request_fingerprint.py,346c7541a9001db4e9a1d40633ada1d0b7fe292078a002e2f616cd45226e8b6f,python,function,__str__,21,def __str__(self):
mitmengine-master,scripts/pcap_to_request_fingerprint.py,346c7541a9001db4e9a1d40633ada1d0b7fe292078a002e2f616cd45226e8b6f,python,function,parse,33,"def parse(self, filename):"
mitmengine-master,testutil/util.go,234593d46aaa6e797e650163aa87f4c98f056d401b9ec145745037ee5700c1c0,go,func,Assert,14,"func Assert(tb testing.TB, condition bool, msg string, v ...interface{}) {"
mitmengine-master,testutil/util.go,234593d46aaa6e797e650163aa87f4c98f056d401b9ec145745037ee5700c1c0,go,func,Ok,23,"func Ok(tb testing.TB, err error) {"
mitmengine-master,testutil/util.go,234593d46aaa6e797e650163aa87f4c98f056d401b9ec145745037ee5700c1c0,go,func,Equals,32,"func Equals(tb testing.TB, exp, act interface{}) {"
