donor,directory,direct_files,direct_dirs
firewalla-master,platform/all/hooks/before_bro,4,6
firewalla-master,platform/all/hooks/before_bro/bro-heartbeat,4,0
firewalla-master,platform/all/hooks/before_bro/zeek-ssl-clear-state,3,0
firewalla-master,platform/all/hooks/before_bro/well-known-server-ports,3,0
firewalla-master,platform/all/hooks/before_bro/zeek-conn-log-filter,3,0
firewalla-master,platform/all/hooks/before_bro/bro-long-connection,5,0
firewalla-master,platform/all/hooks/before_bro/heartbeat-flow,2,0
firewalla-master,platform/orange,2,3
firewalla-master,platform/orange/profile,3,0
firewalla-master,platform/orange/files,25,2
firewalla-master,platform/orange/files/kernel_modules,0,1
firewalla-master,platform/orange/files/kernel_modules/6.6.104,2,0
firewalla-master,platform/orange/files/shared_objects,0,2
firewalla-master,platform/orange/files/shared_objects/jammy,2,0
firewalla-master,platform/orange/files/shared_objects/focal,2,0
firewalla-master,platform/orange/hooks,0,3
firewalla-master,platform/orange/hooks/after_bro,1,0
firewalla-master,platform/orange/hooks/before_bro,3,0
firewalla-master,platform/orange/hooks/before_main_run,8,0
firewalla-master,platform/gold,2,3
firewalla-master,platform/gold/profile,2,0
firewalla-master,platform/gold/files,21,11
firewalla-master,platform/gold/files/executables,0,1
firewalla-master,platform/gold/files/executables/bionic,1,0
firewalla-master,platform/gold/files/957c2aabd77bb55028b4763f471ce9f9,1,0
firewalla-master,platform/gold/files/u22,1,0
firewalla-master,platform/gold/files/0aac4c4e7be1029495fb65c1cd1a1c58,1,0
firewalla-master,platform/gold/files/u18,1,0
firewalla-master,platform/gold/files/u20,2,0
firewalla-master,platform/gold/files/motd,1,0
firewalla-master,platform/gold/files/udev,2,0
firewalla-master,platform/gold/files/kernel_modules,0,4
firewalla-master,platform/gold/files/kernel_modules/5.15.0-27-generic,3,0
firewalla-master,platform/gold/files/kernel_modules/4.15.0-70-generic,3,0
firewalla-master,platform/gold/files/kernel_modules/6.5.0-25-generic,2,0
firewalla-master,platform/gold/files/kernel_modules/5.4.0-88-generic,2,0
firewalla-master,platform/gold/files/shared_objects,0,3
firewalla-master,platform/gold/files/shared_objects/jammy,2,0
firewalla-master,platform/gold/files/shared_objects/bionic,2,0
firewalla-master,platform/gold/files/shared_objects/focal,2,0
firewalla-master,platform/gold/files/da3c9a45687d8cdf75afcb5f58e27dcf,1,0
firewalla-master,platform/gold/hooks,0,2
firewalla-master,platform/gold/hooks/before_bro,4,0
firewalla-master,platform/gold/hooks/before_main_run,10,0
firewalla-master,alarm,11,0
firewalla-master,etc,42,4
firewalla-master,etc/suricata,4,1
firewalla-master,etc/suricata/rules,18,0
firewalla-master,etc/logrotate.d,11,0
firewalla-master,etc/rsyslog.d,9,0
firewalla-master,etc/keys,3,0
firewalla-master,test,89,2
firewalla-master,test/test_data,1,0
firewalla-master,test/sample_keys,3,0
firewalla-master,docker,3,0
firewalla-master,flow,4,0
firewalla-master,config,2,0
firewalla-master,sensor,135,1
firewalla-master,sensor/base,2,0
firewalla-master,monitor,2,0
firewalla-master,controllers,4,0
firewalla-master,net2,66,1
firewalla-master,net2/identity,4,0
firewalla-master,tools,4,1
firewalla-master,tools/cgroup_sock_mark,3,0
firewalla-master,.github,0,1
firewalla-master,.github/workflows,1,0
firewalla-master,.githooks,11,0
firewalla-master,locales,3,0
firewalla-master,extension,0,47
firewalla-master,extension/dnscrypt,9,0
firewalla-master,extension/vpnclient,13,1
firewalla-master,extension/vpnclient/docker,11,7
firewalla-master,extension/vpnclient/docker/hysteria,2,0
firewalla-master,extension/vpnclient/docker/nebula,1,0
firewalla-master,extension/vpnclient/docker/ssl,1,0
firewalla-master,extension/vpnclient/docker/trojan,2,0
firewalla-master,extension/vpnclient/docker/gost,2,0
firewalla-master,extension/vpnclient/docker/ipsec,1,0
firewalla-master,extension/vpnclient/docker/clash,2,0
firewalla-master,extension/detect,3,0
firewalla-master,extension/countryCodes,2,0
firewalla-master,extension/ssh,1,0
firewalla-master,extension/dockerdns,1,0
firewalla-master,extension/monkey,2,0
firewalla-master,extension/common,1,0
firewalla-master,extension/docker,1,0
firewalla-master,extension/dhcp,1,0
firewalla-master,extension/accounting,3,0
firewalla-master,extension/flow,2,0
firewalla-master,extension/routing,1,0
firewalla-master,extension/diag,1,2
firewalla-master,extension/diag/view,3,0
firewalla-master,extension/diag/static,8,0
firewalla-master,extension/dhcpdump,2,0
firewalla-master,extension/frp,9,0
firewalla-master,extension/alexarank,1,0
firewalla-master,extension/speedtest,2,0
firewalla-master,extension/cloudcache,1,0
firewalla-master,extension/cloud,11,0
firewalla-master,extension/dnsmasq,5,0
firewalla-master,extension/slack,1,0
firewalla-master,extension/portforward,1,0
firewalla-master,extension/sysinfo,1,0
firewalla-master,extension/xml2json,6,0
firewalla-master,extension/bitbridge,1,0
firewalla-master,extension/shadowsocks,3,3
firewalla-master,extension/shadowsocks/bin.armv7l,1,0
firewalla-master,extension/shadowsocks/bin.aarch64,1,0
firewalla-master,extension/shadowsocks/bin.x86_64,1,0
firewalla-master,extension/scheduler,1,0
firewalla-master,extension/upnp,5,1
firewalla-master,extension/upnp/nat-upnp,4,0
firewalla-master,extension/clash_tun,4,0
firewalla-master,extension/ratelimit,1,0
firewalla-master,extension/netconsole,1,0
firewalla-master,extension/country,1,1
firewalla-master,extension/country/data,2,0
firewalla-master,extension/ping,2,0
firewalla-master,extension/wireguard,1,0
firewalla-master,extension/metrics,2,0
firewalla-master,extension/nmap,3,1
firewalla-master,extension/nmap/scripts,3,0
firewalla-master,extension/bro,1,0
firewalla-master,extension/freeradius,2,0
firewalla-master,extension/clash,4,0
firewalla-master,extension/ipv6in4,3,0
firewalla-master,extension/install,1,0
firewalla-master,extension/unbound,3,0
firewalla-master,extension/ept,1,0
firewalla-master,extension/bf,1,0
firewalla-master,extension/samba,1,0
firewalla-master,extension/wifi,3,0
firewalla-master,cli,3,0
firewalla-master,scripts,188,8
firewalla-master,scripts/event_collectors,5,0
firewalla-master,scripts/post_upgrade.d,1,0
firewalla-master,scripts/cron,2,0
firewalla-master,scripts/firereset,4,0
firewalla-master,scripts/prep,28,0
firewalla-master,scripts/sbin,1,0
firewalla-master,scripts/ops,1,0
firewalla-master,scripts/misc,2,0
firewalla-master,control,23,0
firewalla-master,.webpack,6,0
firewalla-master,run,1,0
firewalla-master,hook,8,0
firewalla-master,event,4,0
firewalla-master,sample,6,0
firewalla-master,diagnostic,3,0
firewalla-master,mgmt,2,0
firewalla-master,lib,7,1
firewalla-master,lib/whois,3,1
firewalla-master,lib/whois/parser,5,0
firewalla-master,testLegacy,45,0
firewalla-master,api,3,8
firewalla-master,api/public,0,5
firewalla-master,api/public/ss,3,0
firewalla-master,api/public/dashboard,1,4
firewalla-master,api/public/dashboard/css,4,0
firewalla-master,api/public/dashboard/js,4,0
firewalla-master,api/public/dashboard/json,1,0
firewalla-master,api/public/dashboard/img,2,0
firewalla-master,api/public/time_limits,4,2
firewalla-master,api/public/time_limits/assets,2,0
firewalla-master,api/public/time_limits/img,3,0
firewalla-master,api/public/network,3,3
firewalla-master,api/public/network/css,3,0
firewalla-master,api/public/network/js,4,0
firewalla-master,api/public/network/img,257,0
firewalla-master,api/public/stylesheets,1,0
firewalla-master,api/bin,2,0
firewalla-master,api/views,2,0
firewalla-master,api/db,2,0
firewalla-master,api/routes,22,1
firewalla-master,api/routes/pro,5,0
firewalla-master,api/dist,6,5
firewalla-master,api/dist/fonts,2,0
firewalla-master,api/dist/images,10,0
firewalla-master,api/dist/css,5,0
firewalla-master,api/dist/lib,16,0
firewalla-master,api/dist/lang,14,0
firewalla-master,api/middlewares,2,0
firewalla-master,api/lib,4,0
firewalla-master,imports,1,0
firewalla-master,util,35,0
firewalla-master,log,1,0
firewalla-master,vendor,3,2
firewalla-master,vendor/traceroute,3,0
firewalla-master,vendor/uboot,2,0
firewalla-master,encipher,2,2
firewalla-master,encipher/lib,4,0
firewalla-master,encipher/util,1,0
firewalla-master,vendor_lib,5,8
firewalla-master,vendor_lib/publicsuffixlist,3,0
firewalla-master,vendor_lib/geoip-lite,3,0
firewalla-master,vendor_lib/node-device-detector,8,3
firewalla-master,vendor_lib/node-device-detector/lib,2,0
firewalla-master,vendor_lib/node-device-detector/parser,7,4
firewalla-master,vendor_lib/node-device-detector/parser/device,12,0
firewalla-master,vendor_lib/node-device-detector/parser/client,10,1
firewalla-master,vendor_lib/node-device-detector/parser/client/hints,2,0
firewalla-master,vendor_lib/node-device-detector/parser/const,8,0
firewalla-master,vendor_lib/node-device-detector/parser/os,2,0
firewalla-master,vendor_lib/node-device-detector/misc,3,0
firewalla-master,vendor_lib/bonjour,3,2
firewalla-master,vendor_lib/bonjour/node_modules,0,7
firewalla-master,vendor_lib/bonjour/node_modules/ip,1,1
firewalla-master,vendor_lib/bonjour/node_modules/ip/lib,1,0
firewalla-master,vendor_lib/bonjour/node_modules/multicast-dns,4,1
firewalla-master,vendor_lib/bonjour/node_modules/multicast-dns/node_modules,0,2
firewalla-master,vendor_lib/bonjour/node_modules/multicast-dns/node_modules/thunky,2,0
firewalla-master,vendor_lib/bonjour/node_modules/multicast-dns/node_modules/dns-packet,9,0
firewalla-master,vendor_lib/bonjour/node_modules/array-flatten,5,0
firewalla-master,vendor_lib/bonjour/node_modules/deep-equal,3,1
firewalla-master,vendor_lib/bonjour/node_modules/deep-equal/lib,2,0
firewalla-master,vendor_lib/bonjour/node_modules/dns-txt,3,1
firewalla-master,vendor_lib/bonjour/node_modules/dns-txt/node_modules,0,1
firewalla-master,vendor_lib/bonjour/node_modules/dns-txt/node_modules/buffer-indexof,4,0
firewalla-master,vendor_lib/bonjour/node_modules/dns-equal,7,0
firewalla-master,vendor_lib/bonjour/node_modules/multicast-dns-service-types,7,0
firewalla-master,vendor_lib/bonjour/lib,4,0
firewalla-master,vendor_lib/async-lock,3,1
firewalla-master,vendor_lib/async-lock/lib,1,0
firewalla-master,vendor_lib/dnscache,2,0
firewalla-master,vendor_lib/rate-limiter-flexible,6,0
firewalla-master,vendor_lib/yaml,5,2
firewalla-master,vendor_lib/yaml/browser,2,1
firewalla-master,vendor_lib/yaml/browser/dist,7,6
firewalla-master,vendor_lib/yaml/browser/dist/parse,7,0
firewalla-master,vendor_lib/yaml/browser/dist/nodes,9,0
firewalla-master,vendor_lib/yaml/browser/dist/stringify,8,0
firewalla-master,vendor_lib/yaml/browser/dist/compose,15,0
firewalla-master,vendor_lib/yaml/browser/dist/doc,5,0
firewalla-master,vendor_lib/yaml/browser/dist/schema,2,4
firewalla-master,vendor_lib/yaml/browser/dist/schema/common,4,0
firewalla-master,vendor_lib/yaml/browser/dist/schema/core,4,0
firewalla-master,vendor_lib/yaml/browser/dist/schema/json,1,0
firewalla-master,vendor_lib/yaml/browser/dist/schema/yaml-1.1,9,0
firewalla-master,vendor_lib/yaml/dist,16,6
firewalla-master,vendor_lib/yaml/dist/parse,14,0
firewalla-master,vendor_lib/yaml/dist/nodes,18,0
firewalla-master,vendor_lib/yaml/dist/stringify,16,0
firewalla-master,vendor_lib/yaml/dist/compose,30,0
firewalla-master,vendor_lib/yaml/dist/doc,10,0
firewalla-master,vendor_lib/yaml/dist/schema,5,4
firewalla-master,vendor_lib/yaml/dist/schema/common,8,0
firewalla-master,vendor_lib/yaml/dist/schema/core,8,0
firewalla-master,vendor_lib/yaml/dist/schema/json,2,0
firewalla-master,vendor_lib/yaml/dist/schema/yaml-1.1,18,0
firewalla-master,intel,14,0
firewalla-master,sys,2,0
ftpscan-master,.,10,0
godnsagent-master(1),.,16,2
godnsagent-master(1),.github,0,1
godnsagent-master(1),.github/workflows,2,0
godnsagent-master(1),autocomplete,3,0
gologin-main,.,11,12
gologin-main,oauth2,6,0
gologin-main,facebook,7,0
gologin-main,google,6,0
gologin-main,tumblr,4,0
gologin-main,twitter,6,0
gologin-main,github,6,0
gologin-main,bitbucket,7,0
gologin-main,.github,1,1
gologin-main,.github/workflows,1,0
gologin-main,examples,2,3
gologin-main,examples/google,3,0
gologin-main,examples/twitter,3,0
gologin-main,examples/github,3,0
gologin-main,oauth1,6,0
gologin-main,internal,1,0
gologin-main,testutils,2,0
incy-platforms-main,.,2,0
lossyconn-master,.,9,0
nahan-main(1),.,12,1
nahan-main(1),.github,0,1
nahan-main(1),.github/ISSUE_TEMPLATE,2,0
openssl-cffi-master,.,4,0
sing-geoip-main,.,7,1
sing-geoip-main,.github,4,1
sing-geoip-main,.github/workflows,2,0
sing-geosite-main,.,7,1
sing-geosite-main,.github,4,1
sing-geosite-main,.github/workflows,2,0
snowbox-master,.,11,0
sysproxy-main,.,5,2
sysproxy-main,.github,0,1
sysproxy-main,.github/workflows,1,0
sysproxy-main,sample,1,0
torrequest-master,.,5,0
unique-queue-master,.,8,0
v2rayng-panel-main(1),.,1,0
vps-warp-main(1),.,3,0
x-ui-pro-master,.,2,1
x-ui-pro-master,media,23,0
zeus-main(1),.,4,1
zeus-main(1),photos,5,0
MullvadVPN-Tricks-main,.,0,1
MullvadVPN-Tricks-main,MullvadVPN-Tricks-main,9,0
RealiTLScanner-main,.,0,1
RealiTLScanner-main,RealiTLScanner-main,10,0
aces-main,.,0,1
aces-main,aces-main,5,2
aces-main,aces-main/.github,0,1
aces-main,aces-main/.github/workflows,1,0
aces-main,aces-main/src,5,0
bldfrm-vpn-main,.,0,1
bldfrm-vpn-main,bldfrm-vpn-main,1,0
dns_over_tls_over_tor-master,.,0,1
dns_over_tls_over_tor-master,dns_over_tls_over_tor-master,7,0
fptn-manager-master,.,0,1
fptn-manager-master,fptn-manager-master,4,0
fswatch-main,.,0,1
fswatch-main,fswatch-main,9,1
fswatch-main,fswatch-main/.github,1,1
fswatch-main,fswatch-main/.github/workflows,2,0
iptables-mod-randmap-master,.,0,1
iptables-mod-randmap-master,iptables-mod-randmap-master,7,2
iptables-mod-randmap-master,iptables-mod-randmap-master/include,0,1
iptables-mod-randmap-master,iptables-mod-randmap-master/include/randmap,1,0
iptables-mod-randmap-master,iptables-mod-randmap-master/usrmod,2,0
mullvad-browser-main,.,0,1
mullvad-browser-main,mullvad-browser-main,1,2
mullvad-browser-main,mullvad-browser-main/.github,0,2
mullvad-browser-main,mullvad-browser-main/.github/ISSUE_TEMPLATE,5,0
mullvad-browser-main,mullvad-browser-main/.github/workflows,1,0
mullvad-browser-main,mullvad-browser-main/scripts,2,0
mullvad-closest-main,.,0,1
mullvad-closest-main,mullvad-closest-main,7,1
mullvad-closest-main,mullvad-closest-main/mullvad_closest,3,0
mullvad-proxy-main,.,0,1
mullvad-proxy-main,mullvad-proxy-main,7,3
mullvad-proxy-main,mullvad-proxy-main/mullvad,1,0
mullvad-proxy-main,mullvad-proxy-main/proxy,2,0
mullvad-proxy-main,mullvad-proxy-main/socks5,2,0
onionsphinkter-production,.,0,1
onionsphinkter-production,onionsphinkter-production,6,2
onionsphinkter-production,onionsphinkter-production/dist,0,1
onionsphinkter-production,onionsphinkter-production/dist/lib,0,1
onionsphinkter-production,onionsphinkter-production/dist/lib/systemd,0,1
onionsphinkter-production,onionsphinkter-production/dist/lib/systemd/system,1,0
onionsphinkter-production,onionsphinkter-production/sphincter,6,0
php-proxy-app-master,.,0,1
php-proxy-app-master,php-proxy-app-master,8,3
php-proxy-app-master,php-proxy-app-master/.github,0,1
php-proxy-app-master,php-proxy-app-master/.github/workflows,1,0
php-proxy-app-master,php-proxy-app-master/plugins,2,0
php-proxy-app-master,php-proxy-app-master/templates,2,0
ptnettools-main,.,0,1
ptnettools-main,ptnettools-main,9,0
smart-vpn-ec2-manager-main,.,0,2
smart-vpn-ec2-manager-main,__nested_lambda,1,0
smart-vpn-ec2-manager-main,smart-vpn-ec2-manager-main,7,0
the-onion-diaries-master,.,0,1
the-onion-diaries-master,the-onion-diaries-master,3,0
tor-relay-bootstrap-master,.,0,1
tor-relay-bootstrap-master,tor-relay-bootstrap-master,4,1
tor-relay-bootstrap-master,tor-relay-bootstrap-master/etc,0,4
tor-relay-bootstrap-master,tor-relay-bootstrap-master/etc/apt,0,1
tor-relay-bootstrap-master,tor-relay-bootstrap-master/etc/apt/apt.conf.d,1,0
tor-relay-bootstrap-master,tor-relay-bootstrap-master/etc/iptables,2,0
tor-relay-bootstrap-master,tor-relay-bootstrap-master/etc/monit,0,1
tor-relay-bootstrap-master,tor-relay-bootstrap-master/etc/monit/conf.d,1,0
tor-relay-bootstrap-master,tor-relay-bootstrap-master/etc/tor,1,0
tor.rb-master,.,0,1
tor.rb-master,tor.rb-master,11,4
tor.rb-master,tor.rb-master/bin,3,0
tor.rb-master,tor.rb-master/doc,1,0
tor.rb-master,tor.rb-master/lib,1,1
tor.rb-master,tor.rb-master/lib/tor,4,0
tor.rb-master,tor.rb-master/spec,5,0
tor_box-master,.,0,1
tor_box-master,tor_box-master,3,0
torget-main,.,0,1
torget-main,torget-main,5,0
