donor,path,direct_surface_count,recursive_surface_count,semantic_record_ids,notes
strongswan-master,testing/tests/ikev2/net2net-route/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-route/hosts/sun,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-route/hosts/sun/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-route/hosts/sun/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-route-narrow,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-route-narrow/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-route-narrow/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-route-narrow/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-route-narrow/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-route-narrow/hosts/sun,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-route-narrow/hosts/sun/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-route-narrow/hosts/sun/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-same-nets,5,10,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-same-nets/hosts,0,5,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-same-nets/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-same-nets/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-same-nets/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-same-nets/hosts/sun,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-same-nets/hosts/sun/etc,2,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-same-nets/hosts/sun/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-sha3-rsa-cert,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-sha3-rsa-cert/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-sha3-rsa-cert/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-sha3-rsa-cert/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-sha3-rsa-cert/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-sha3-rsa-cert/hosts/sun,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-sha3-rsa-cert/hosts/sun/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-sha3-rsa-cert/hosts/sun/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-start,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-start/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-start/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-start/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-start/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-start/hosts/sun,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-start/hosts/sun/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/net2net-start/hosts/sun/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-disabled,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-disabled/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-disabled/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-disabled/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-disabled/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-disabled/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-disabled/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-disabled/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert,5,10,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert/hosts,0,5,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert/hosts/winnetou,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert/hosts/winnetou/etc,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert/hosts/winnetou/etc/ca,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-local-cert/hosts/winnetou/etc/ca/ocsp,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert,5,10,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert/hosts,0,5,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert/hosts/winnetou,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert/hosts/winnetou/etc,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert/hosts/winnetou/etc/ca,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-no-signer-cert/hosts/winnetou/etc/ca/ocsp,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-revoked,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-revoked/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-revoked/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-revoked/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-revoked/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-revoked/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-revoked/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-revoked/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-both,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-both/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-both/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-both/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-both/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-both/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-both/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-both/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local,5,10,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local/hosts,0,5,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local/hosts/winnetou,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local/hosts/winnetou/etc,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local/hosts/winnetou/etc/ca,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-local/hosts/winnetou/etc/ca/ocsp,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-signer,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-signer/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-signer/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-signer/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-signer/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-signer/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-signer/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-rfc4806-signer/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert,5,10,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert/hosts,0,5,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert/hosts/winnetou,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert/hosts/winnetou/etc,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert/hosts/winnetou/etc/ca,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-root-cert/hosts/winnetou/etc/ca/ocsp,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-signer-cert,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-signer-cert/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-signer-cert/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-signer-cert/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-signer-cert/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-signer-cert/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-signer-cert/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-signer-cert/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good,5,10,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good/hosts,0,5,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good/hosts/winnetou,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good/hosts/winnetou/etc,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good/hosts/winnetou/etc/ca,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-good/hosts/winnetou/etc/ca/ocsp,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown,5,10,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown/hosts,0,5,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown/hosts/winnetou,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown/hosts/winnetou/etc,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown/hosts/winnetou/etc/ca,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-timeouts-unknown/hosts/winnetou/etc/ca/ocsp,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert,5,10,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert/hosts,0,5,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert/hosts/winnetou,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert/hosts/winnetou/etc,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert/hosts/winnetou/etc/ca,0,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/ocsp-untrusted-cert/hosts/winnetou/etc/ca/ocsp,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas/hosts/sun,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas/hosts/sun/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas/hosts/sun/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap/hosts/sun,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap/hosts/sun/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap/hosts/sun/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap-transport,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap-transport/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap-transport/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap-transport/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap-transport/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap-transport/hosts/sun,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap-transport/hosts/sun/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/per-cpu-sas-encap-transport/hosts/sun/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-dual,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-dual/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-dual/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-dual/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-dual/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-dual/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-dual/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-dual/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-range,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-range/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-range/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-range/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-range/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-range/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-range/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-range/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-trap,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-trap/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-trap/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-trap/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-trap/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-trap/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-trap/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/protoport-trap/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-early,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-early/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-early/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-early/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-early/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-early/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-early/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-early/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-late,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-late/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-late/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-late/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-late/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-late/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-late/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-late/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-revoked,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-revoked/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-revoked/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-revoked/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-revoked/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-revoked/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-revoked/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-revoked/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-virtual-ip,5,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-virtual-ip/hosts,0,4,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-virtual-ip/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-virtual-ip/hosts/carol/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-virtual-ip/hosts/carol/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-virtual-ip/hosts/moon,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-virtual-ip/hosts/moon/etc,1,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/reauth-mbb-virtual-ip/hosts/moon/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/redirect-active,5,14,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/redirect-active/hosts,0,9,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/redirect-active/hosts/alice,0,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/redirect-active/hosts/alice/etc,2,3,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/redirect-active/hosts/alice/etc/swanctl,1,1,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/redirect-active/hosts/carol,0,2,S7-010,descendant-accountability
strongswan-master,testing/tests/ikev2/redirect-active/hosts/carol/etc,1,2,S7-010,descendant-accountability
