donor,path,line,kind,symbol,surface_sha256,semantic_record_ids
kcp-go-master,entropy.go,61,function,SetEntropy,b41553e00793f623d2761002b1585293d5176e839997618f9e375ad8c98a7f9c,BASE05;KCPGO005
kcp-go-master,entropy.go,66,function,fillRand,b41553e00793f623d2761002b1585293d5176e839997618f9e375ad8c98a7f9c,BASE05;KCPGO005
kcp-go-master,entropy.go,74,type,rngAES,b41553e00793f623d2761002b1585293d5176e839997618f9e375ad8c98a7f9c,BASE05;KCPGO005
kcp-go-master,entropy.go,82,function,NewEntropyAES,b41553e00793f623d2761002b1585293d5176e839997618f9e375ad8c98a7f9c,BASE05;KCPGO005
kcp-go-master,entropy.go,98,function,updateSeed,b41553e00793f623d2761002b1585293d5176e839997618f9e375ad8c98a7f9c,BASE05;KCPGO005
kcp-go-master,entropy.go,117,function,Read,b41553e00793f623d2761002b1585293d5176e839997618f9e375ad8c98a7f9c,BASE05;KCPGO005
kcp-go-master,entropy.go,131,type,rngChacha8,b41553e00793f623d2761002b1585293d5176e839997618f9e375ad8c98a7f9c,BASE05;KCPGO005
kcp-go-master,entropy.go,138,function,NewEntropyChacha8,b41553e00793f623d2761002b1585293d5176e839997618f9e375ad8c98a7f9c,BASE05;KCPGO005
kcp-go-master,entropy.go,148,function,updateSeed,b41553e00793f623d2761002b1585293d5176e839997618f9e375ad8c98a7f9c,BASE05;KCPGO005
kcp-go-master,entropy.go,162,function,Read,b41553e00793f623d2761002b1585293d5176e839997618f9e375ad8c98a7f9c,BASE05;KCPGO005
kcp-go-master,entropy_test.go,11,function,TestEntropyAES,51d4bf557fc287d7fe8bc3abf7df3491ebce05a7068f793c51a1090d812c5f61,BASE05;KCPGO005
kcp-go-master,entropy_test.go,32,function,TestEntropyChacha8,51d4bf557fc287d7fe8bc3abf7df3491ebce05a7068f793c51a1090d812c5f61,BASE05;KCPGO005
kcp-go-master,entropy_test.go,53,function,TestSetEntropy,51d4bf557fc287d7fe8bc3abf7df3491ebce05a7068f793c51a1090d812c5f61,BASE05;KCPGO005
kcp-go-master,entropy_test.go,72,function,TestFillRand,51d4bf557fc287d7fe8bc3abf7df3491ebce05a7068f793c51a1090d812c5f61,BASE05;KCPGO005
kcp-go-master,entropy_test.go,92,type,mockReader,51d4bf557fc287d7fe8bc3abf7df3491ebce05a7068f793c51a1090d812c5f61,BASE05;KCPGO005
kcp-go-master,entropy_test.go,94,function,Read,51d4bf557fc287d7fe8bc3abf7df3491ebce05a7068f793c51a1090d812c5f61,BASE05;KCPGO005
kcp-go-master,entropy_test.go,101,function,TestSetEntropyMock,51d4bf557fc287d7fe8bc3abf7df3491ebce05a7068f793c51a1090d812c5f61,BASE05;KCPGO005
kcp-go-master,entropy_test.go,115,function,BenchmarkCsprngSystem,51d4bf557fc287d7fe8bc3abf7df3491ebce05a7068f793c51a1090d812c5f61,BASE05;KCPGO005
kcp-go-master,entropy_test.go,124,function,BenchmarkCsprngAES128,51d4bf557fc287d7fe8bc3abf7df3491ebce05a7068f793c51a1090d812c5f61,BASE05;KCPGO005
kcp-go-master,entropy_test.go,134,function,BenchmarkCsprngChacha8,51d4bf557fc287d7fe8bc3abf7df3491ebce05a7068f793c51a1090d812c5f61,BASE05;KCPGO005
kcp-go-master,examples/echo.go,13,function,main,3c5bac4bacff6aa5aa5df0075cf9a3d6034a4d471b306c588f7fd012c8d71238,BASE05;KCPGO005
kcp-go-master,examples/echo.go,38,function,handleEcho,3c5bac4bacff6aa5aa5df0075cf9a3d6034a4d471b306c588f7fd012c8d71238,BASE05;KCPGO005
kcp-go-master,examples/echo.go,55,function,client,3c5bac4bacff6aa5aa5df0075cf9a3d6034a4d471b306c588f7fd012c8d71238,BASE05;KCPGO005
kcp-go-master,fec.go,61,type,fecPacket,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,63,function,seqid,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,64,function,flag,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,65,function,data,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,68,type,shardHeap,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,73,function,newShardHeap,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,81,function,Len,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,83,function,Less,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,87,function,Swap,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,88,function,Push,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,93,function,Pop,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,101,function,Has,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,107,type,fecDecoder,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,130,function,newFECDecoder,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,156,function,decode,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,318,function,getShardId,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,323,function,discardShards,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,363,function,newFECEncoder,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,392,function,encode,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,471,function,sealData,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,477,function,sealParity,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,484,function,encodeOOB,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,490,function,sealOOB,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec.go,496,function,skipParity,54211060dc3a02d8f355e7079b8255152980cdc1d4bb1e53b57041cb2544a6c8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec_test.go,32,function,TestFECEncodeConsecutive,55922ae7c79b0cbab76019277cdb0f39abc1fa378d147fcb3948f8e64f8a02d8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec_test.go,74,function,TestFECDecodeLoss,55922ae7c79b0cbab76019277cdb0f39abc1fa378d147fcb3948f8e64f8a02d8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec_test.go,142,function,BenchmarkFECDecode,55922ae7c79b0cbab76019277cdb0f39abc1fa378d147fcb3948f8e64f8a02d8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec_test.go,164,function,BenchmarkFECEncode,55922ae7c79b0cbab76019277cdb0f39abc1fa378d147fcb3948f8e64f8a02d8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec_test.go,178,function,TestFECPAWS,55922ae7c79b0cbab76019277cdb0f39abc1fa378d147fcb3948f8e64f8a02d8,BASE05;KCPGO001;KCPGO005
kcp-go-master,fec_test.go,308,function,TestFECRTOAndSkipParity,55922ae7c79b0cbab76019277cdb0f39abc1fa378d147fcb3948f8e64f8a02d8,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,57,type,PacketType,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,64,type,FlushType,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,71,type,KCPLogType,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,98,function,currentMs,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,101,type,output_callback,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,104,type,logoutput_callback,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,107,function,ikcp_encode8u,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,113,function,ikcp_decode8u,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,119,function,ikcp_encode16u,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,125,function,ikcp_decode16u,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,131,function,ikcp_encode32u,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,137,function,ikcp_decode32u,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,142,function,_imin_,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,149,function,_imax_,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,156,function,_ibound_,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,160,function,_itimediff,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,165,type,segment,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,182,function,encode,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,196,type,segmentHeap,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,201,function,newSegmentHeap,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,209,function,Len,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,211,function,Less,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,215,function,Swap,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,216,function,Push,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,221,function,Pop,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,229,function,Has,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,235,type,KCP,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,265,type,ackItem,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,275,function,NewKCP,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,299,function,newSegment,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,305,function,recycleSegment,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,313,function,PeekSize,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,344,function,Recv,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,399,function,Send,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,468,function,update_ack,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,493,function,shrink_buf,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,501,function,parse_ack,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,523,function,parse_fastack,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,546,function,parse_una,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,562,function,ack_push,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,567,function,parse_data,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,607,function,Input,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,760,function,wnd_unused,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,768,function,flush,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,1020,function,Update,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,1054,function,Check,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,1103,function,SetMtu,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,1120,function,NoDelay,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,1147,function,WndSize,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,1158,function,WaitSnd,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp.go,1163,function,SetLogger,80e9c5c4e1f8a30b14e095ce9f03ae17097a37072ef7f6882772e3491763bc5d,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp_test.go,39,function,TestLossyConn1,78fb1e0bad418f9d8cf38ec24ba5a6a7a0015d09c48f61e1dee155db5a3e430a,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp_test.go,56,function,TestLossyConn2,78fb1e0bad418f9d8cf38ec24ba5a6a7a0015d09c48f61e1dee155db5a3e430a,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp_test.go,73,function,TestLossyConn3,78fb1e0bad418f9d8cf38ec24ba5a6a7a0015d09c48f61e1dee155db5a3e430a,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp_test.go,90,function,TestLossyConn4,78fb1e0bad418f9d8cf38ec24ba5a6a7a0015d09c48f61e1dee155db5a3e430a,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp_test.go,107,function,testlink,78fb1e0bad418f9d8cf38ec24ba5a6a7a0015d09c48f61e1dee155db5a3e430a,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp_test.go,152,function,BenchmarkFlush,78fb1e0bad418f9d8cf38ec24ba5a6a7a0015d09c48f61e1dee155db5a3e430a,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp_test.go,169,function,TestSegmentHeap,78fb1e0bad418f9d8cf38ec24ba5a6a7a0015d09c48f61e1dee155db5a3e430a,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp_test.go,202,function,BenchmarkDebugLog,78fb1e0bad418f9d8cf38ec24ba5a6a7a0015d09c48f61e1dee155db5a3e430a,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp_trace_off.go,6,function,debugLog,8bf3c85de84c35ed183129cc1bb7e8185219c1c0f5b17cdb9b134be3693adfac,BASE05;KCPGO001;KCPGO005
kcp-go-master,kcp_trace_on.go,6,function,debugLog,4c15c4ccddc5d9faa2b575f732061ee21a6d17e7f8b64d8d73217ea203f7e75c,BASE05;KCPGO001;KCPGO005
kcp-go-master,platform_generic.go,27,type,platform,32e5513174d4c92fa1fabf7e09bd3a88b3b47f22c8d67e7843e5ea1988b8a44c,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,platform_generic.go,29,function,initPlatform,32e5513174d4c92fa1fabf7e09bd3a88b3b47f22c8d67e7843e5ea1988b8a44c,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,platform_linux.go,60,function,newBatchConn,ff580e970c6421eaac55d27d5789f0568dd3eb39e13776b857d15f75d007908e,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,platform_linux.go,76,function,initPlatform,ff580e970c6421eaac55d27d5789f0568dd3eb39e13776b857d15f75d007908e,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,readloop.go,30,function,defaultReadLoop,a52c2ad1758882ef0304fa3e04b33a132c4c244dbb69fd7d53c7473032a91bf0,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,readloop.go,61,function,defaultMonitor,a52c2ad1758882ef0304fa3e04b33a132c4c244dbb69fd7d53c7473032a91bf0,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,readloop_generic.go,27,function,readLoop,ad867697f73e24f1911ea9503aaa62a9becd8fb41ba2bfedbd4a9bbf5a44e247,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,readloop_generic.go,31,function,monitor,ad867697f73e24f1911ea9503aaa62a9becd8fb41ba2bfedbd4a9bbf5a44e247,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,readloop_linux.go,38,function,readLoop,debef7b3f759dfb9d2a6266b0578c7ee215d3c6e1c1c5756532e02958dd99a67,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,readloop_linux.go,84,function,monitor,debef7b3f759dfb9d2a6266b0578c7ee215d3c6e1c1c5756532e02958dd99a67,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,52,function,Len,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,62,function,Push,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,72,function,Pop,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,86,function,Peek,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,95,function,Discard,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,114,function,ForEach,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,143,function,ForEachReverse,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,170,function,Clear,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,181,function,IsEmpty,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,186,function,MaxLen,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,191,function,IsFull,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer.go,200,function,grow,1d0cb426613c7c414b6d4dc2b3049672fcab92070f130a1861634ed637384b70,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer_test.go,8,function,TestRingSize,c79bc928097c4158bf387df09425c334d6f0af32ad8ca5837f0ab37f5c0ce54b,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer_test.go,51,function,TestRingSize2,c79bc928097c4158bf387df09425c334d6f0af32ad8ca5837f0ab37f5c0ce54b,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer_test.go,101,function,TestRingBuffer,c79bc928097c4158bf387df09425c334d6f0af32ad8ca5837f0ab37f5c0ce54b,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer_test.go,158,function,TestRingBufferGrow,c79bc928097c4158bf387df09425c334d6f0af32ad8ca5837f0ab37f5c0ce54b,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer_test.go,207,function,TestRingForEach,c79bc928097c4158bf387df09425c334d6f0af32ad8ca5837f0ab37f5c0ce54b,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,ringbuffer_test.go,239,function,TestRingForEachReverse,c79bc928097c4158bf387df09425c334d6f0af32ad8ca5837f0ab37f5c0ce54b,BASE05;KCPGO001;KCPGO004;KCPGO005
kcp-go-master,sess.go,101,type,timeoutError,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,103,function,Error,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,104,function,Timeout,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,105,function,Temporary,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,108,type,sendRequest,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,114,type,OOBCallBackType,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,189,function,newUDPSession,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,272,function,Read,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,345,function,Write,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,348,function,WriteBuffers,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,420,function,isClosed,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,430,function,Close,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,461,function,LocalAddr,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,464,function,RemoteAddr,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
kcp-go-master,sess.go,467,function,SetDeadline,84d29f7e02b8fe636e23dd6ae0379636ea4fefcad8d8faff604c6623060cfd18,BASE05;KCPGO001;KCPGO002;KCPGO005
