donor,path,line,kind,symbol,surface_sha256,semantic_record_ids
libXray-main,dns/dns_windows.go,17,function,InitDns,813950cab5dbadd5bbf326e78d48e062f64a58bb912b10179f8b27db12f442bc,BASE11;LIBXRAY005
libXray-main,dns/dns_windows.go,27,function,makeDialer,813950cab5dbadd5bbf326e78d48e062f64a58bb912b10179f8b27db12f442bc,BASE11;LIBXRAY005
libXray-main,dns_wrapper.go,13,type,InitDnsRequest,a722e7b77ba590d27ab93d7c29125c43acd19789df4a1a8692208d41ebdb6fd2,BASE11;LIBXRAY005
libXray-main,dns_wrapper.go,19,function,NewInitDnsRequest,a722e7b77ba590d27ab93d7c29125c43acd19789df4a1a8692208d41ebdb6fd2,BASE11;LIBXRAY005
libXray-main,dns_wrapper.go,34,function,InitDns,a722e7b77ba590d27ab93d7c29125c43acd19789df4a1a8692208d41ebdb6fd2,BASE11;LIBXRAY005
libXray-main,dns_wrapper.go,49,function,ResetDns,a722e7b77ba590d27ab93d7c29125c43acd19789df4a1a8692208d41ebdb6fd2,BASE11;LIBXRAY005
libXray-main,download_geo/main.go,18,function,ensureDir,17f7206d8c920b64493abf69961697f48554662f276a4276ae47cb1d5cc6080d,BASE11;LIBXRAY005
libXray-main,download_geo/main.go,27,function,downloadFileIfNotExists,17f7206d8c920b64493abf69961697f48554662f276a4276ae47cb1d5cc6080d,BASE11;LIBXRAY005
libXray-main,download_geo/main.go,48,function,saveTimestamp,17f7206d8c920b64493abf69961697f48554662f276a4276ae47cb1d5cc6080d,BASE11;LIBXRAY005
libXray-main,download_geo/main.go,55,function,parseCallResponse,17f7206d8c920b64493abf69961697f48554662f276a4276ae47cb1d5cc6080d,BASE11;LIBXRAY005
libXray-main,download_geo/main.go,65,function,makeLoadGeoDataRequest,17f7206d8c920b64493abf69961697f48554662f276a4276ae47cb1d5cc6080d,BASE11;LIBXRAY005
libXray-main,download_geo/main.go,78,function,downloadDat,17f7206d8c920b64493abf69961697f48554662f276a4276ae47cb1d5cc6080d,BASE11;LIBXRAY005
libXray-main,download_geo/main.go,100,function,main,17f7206d8c920b64493abf69961697f48554662f276a4276ae47cb1d5cc6080d,BASE11;LIBXRAY005
libXray-main,geo/count.go,15,type,geoList,1b954dd7c2971700761d8b69cff03608a5475ad57dae209bb044abb535a548e0,BASE11;LIBXRAY005
libXray-main,geo/count.go,20,type,geoCountryCode,1b954dd7c2971700761d8b69cff03608a5475ad57dae209bb044abb535a548e0,BASE11;LIBXRAY005
libXray-main,geo/count.go,34,function,CountGeoData,1b954dd7c2971700761d8b69cff03608a5475ad57dae209bb044abb535a548e0,BASE11;LIBXRAY005
libXray-main,geo/count.go,50,function,countGeoSite,1b954dd7c2971700761d8b69cff03608a5475ad57dae209bb044abb535a548e0,BASE11;LIBXRAY005
libXray-main,geo/count.go,102,function,countGeoIP,1b954dd7c2971700761d8b69cff03608a5475ad57dae209bb044abb535a548e0,BASE11;LIBXRAY005
libXray-main,geo/count.go,141,function,findAttrCode,1b954dd7c2971700761d8b69cff03608a5475ad57dae209bb044abb535a548e0,BASE11;LIBXRAY005
libXray-main,geo/count.go,150,function,sortCodes,1b954dd7c2971700761d8b69cff03608a5475ad57dae209bb044abb535a548e0,BASE11;LIBXRAY005
libXray-main,geo/read.go,13,function,ReadGeoFiles,185d1c77a9fdca1b238ab90a83ad1fe63004a467c4ee33c30abe8a5b6253872d,BASE11;LIBXRAY005
libXray-main,geo/read.go,30,function,loadXrayConfig,185d1c77a9fdca1b238ab90a83ad1fe63004a467c4ee33c30abe8a5b6253872d,BASE11;LIBXRAY005
libXray-main,geo/read.go,51,function,filterRouting,185d1c77a9fdca1b238ab90a83ad1fe63004a467c4ee33c30abe8a5b6253872d,BASE11;LIBXRAY005
libXray-main,geo/read.go,65,type,RawRule,185d1c77a9fdca1b238ab90a83ad1fe63004a467c4ee33c30abe8a5b6253872d,BASE11;LIBXRAY005
libXray-main,geo/read.go,86,function,filterDns,185d1c77a9fdca1b238ab90a83ad1fe63004a467c4ee33c30abe8a5b6253872d,BASE11;LIBXRAY005
libXray-main,geo/read.go,110,function,filterAndStrip,185d1c77a9fdca1b238ab90a83ad1fe63004a467c4ee33c30abe8a5b6253872d,BASE11;LIBXRAY005
libXray-main,geo/read.go,126,function,appendMap,185d1c77a9fdca1b238ab90a83ad1fe63004a467c4ee33c30abe8a5b6253872d,BASE11;LIBXRAY005
libXray-main,memory/memory_ios.go,17,function,forceFree,b5fb3c779d66148bd6848070aa9ef92c7648456b9a0ebaacf6fd005a6c622bdd,BASE11;LIBXRAY005
libXray-main,memory/memory_ios.go,26,function,InitForceFree,b5fb3c779d66148bd6848070aa9ef92c7648456b9a0ebaacf6fd005a6c622bdd,BASE11;LIBXRAY005
libXray-main,memory/memory_other.go,5,function,InitForceFree,e4b44e18ae106727b2e5a85260248a841243d795fd6f2f6c1c681322eeafeeba,BASE11;LIBXRAY005
libXray-main,nodep/file.go,7,function,WriteBytes,f334a9816778be5b0f8b67c5f2f4968dbaa08c058229871e0b6561e6b0f4e08f,BASE11;LIBXRAY002
libXray-main,nodep/file.go,21,function,WriteText,f334a9816778be5b0f8b67c5f2f4968dbaa08c058229871e0b6561e6b0f4e08f,BASE11;LIBXRAY002
libXray-main,nodep/measure.go,19,function,MeasureDelay,7ca7eb5f0c2a8cfcb4053fa5dc6e0c784563987ae752ea8c1bfdd6d507500f98,BASE11;LIBXRAY002
libXray-main,nodep/measure.go,33,function,CoreHTTPClient,7ca7eb5f0c2a8cfcb4053fa5dc6e0c784563987ae752ea8c1bfdd6d507500f98,BASE11;LIBXRAY002
libXray-main,nodep/measure.go,52,function,PingHTTPRequest,7ca7eb5f0c2a8cfcb4053fa5dc6e0c784563987ae752ea8c1bfdd6d507500f98,BASE11;LIBXRAY002
libXray-main,nodep/model.go,14,function,EncodeToBase64,1be7ad623e87463fa17e94aad2fef5a52c4a6ab5c978d6e975c99cbc7afd6526,BASE11;LIBXRAY001
libXray-main,nodep/port.go,10,function,GetFreePorts,4bdbce7430462dcfc5096299dfce391b3489cbc3f85283afc56107d500bc7ed2,BASE11;LIBXRAY002
libXray-main,nodep_wrapper.go,11,type,getFreePortsResponse,950ca87db679344fb23901930b12b8f0edf35e5009b09b1cc34620bd775f5849,BASE11;LIBXRAY002
libXray-main,nodep_wrapper.go,17,function,GetFreePorts,950ca87db679344fb23901930b12b8f0edf35e5009b09b1cc34620bd775f5849,BASE11;LIBXRAY002
libXray-main,nodep_wrapper.go,30,function,ConvertShareLinksToXrayJson,950ca87db679344fb23901930b12b8f0edf35e5009b09b1cc34620bd775f5849,BASE11;LIBXRAY002
libXray-main,nodep_wrapper.go,42,function,ConvertXrayJsonToShareLinks,950ca87db679344fb23901930b12b8f0edf35e5009b09b1cc34620bd775f5849,BASE11;LIBXRAY002
libXray-main,share/clash_meta.go,13,type,ClashYaml,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,17,type,ClashProxy,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,58,type,ClashProxyEchOpts,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,63,type,ClashProxyRealityOpts,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,68,type,ClashProxyPluginOpts,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,79,type,ClashProxyWsOpts,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,84,type,ClashProxyWsOptsHeaders,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,88,type,ClashProxyGrpcOpts,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,92,type,ClashProxyXhttpOpts,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,104,type,ClashProxyXhttpOptsXMUX,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,112,type,ClashProxyXhttpOptsDownloadSettings,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,134,function,tryToParseClashYaml,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,142,function,toXrayConfig,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,154,function,outbound,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,199,function,shadowsocksOutbound,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,259,function,vmessOutbound,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,287,function,vlessOutbound,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,320,function,socksOutbound,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,348,function,trojanOutbound,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,375,function,hysteria2Outbound,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,401,function,streamSettings,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,461,function,parseSecurity,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,514,function,parseXHTTPOpts,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,562,function,parseInt32RangeString,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,575,function,parseXHTTPXMUX,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,615,function,parseXHTTPDownloadSettings,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta.go,660,function,parseXHTTPDownloadSettingsSecurity,74618171a2422150fdb5737da376ca55d885c7a5053635f05c61f38d917af9d4,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,13,function,clashHysteria2YAML,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,23,function,parseClashHy2,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,31,function,parseClashYAML,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,38,function,TestClashHysteria2_WithBandwidthPortHoppingSalamander,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,88,function,TestClashHysteria2_BandwidthOnly,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,116,function,TestClashHysteria2_SalamanderOnly,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,138,function,TestClashHysteria2_Minimal,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,161,function,TestClashShadowsocks_Plain,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,183,function,TestClashShadowsocks_V2rayPluginWebsocketTLS,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,209,function,TestClashVmess_WsTLS,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,239,function,TestClashVless_Grpc,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,259,function,TestClashVless_XhttpExtraDownloadAndRanges,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,324,function,TestClashSocks5_WithAuth,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,340,function,TestClashTrojan_TlsFromType,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/clash_meta_test.go,358,function,TestClashVless_Reality,c0604552e6fe324466e58a7348f456e8102ef972941c5959fcf2cd4c4a48ccef,BASE11;LIBXRAY004
libXray-main,share/generate_share.go,16,function,ConvertXrayJsonToShareLinks,a21d74d4c794b0e0223dd88a18bcac20232c31abe4d25912905e80c6ad7cb837,BASE11;LIBXRAY004
libXray-main,share/generate_share.go,43,function,shareLink,a21d74d4c794b0e0223dd88a18bcac20232c31abe4d25912905e80c6ad7cb837,BASE11;LIBXRAY004
libXray-main,share/generate_share.go,83,function,shadowsocksLink,a21d74d4c794b0e0223dd88a18bcac20232c31abe4d25912905e80c6ad7cb837,BASE11;LIBXRAY004
libXray-main,share/generate_share.go,101,function,vmessLink,a21d74d4c794b0e0223dd88a18bcac20232c31abe4d25912905e80c6ad7cb837,BASE11;LIBXRAY004
libXray-main,share/generate_share.go,120,function,vlessLink,a21d74d4c794b0e0223dd88a18bcac20232c31abe4d25912905e80c6ad7cb837,BASE11;LIBXRAY004
libXray-main,share/generate_share.go,142,function,socksLink,a21d74d4c794b0e0223dd88a18bcac20232c31abe4d25912905e80c6ad7cb837,BASE11;LIBXRAY004
libXray-main,share/generate_share.go,160,function,trojanLink,a21d74d4c794b0e0223dd88a18bcac20232c31abe4d25912905e80c6ad7cb837,BASE11;LIBXRAY004
libXray-main,share/generate_share.go,176,function,hysteriaLink,a21d74d4c794b0e0223dd88a18bcac20232c31abe4d25912905e80c6ad7cb837,BASE11;LIBXRAY004
libXray-main,share/generate_share.go,195,function,streamSettingsQuery,a21d74d4c794b0e0223dd88a18bcac20232c31abe4d25912905e80c6ad7cb837,BASE11;LIBXRAY004
libXray-main,share/generate_share.go,480,function,addQuery,a21d74d4c794b0e0223dd88a18bcac20232c31abe4d25912905e80c6ad7cb837,BASE11;LIBXRAY004
libXray-main,share/generate_share_test.go,14,function,buildHy2Outbound,de1420bd0beacca447626e3f0a6d52555cebd82cb5e8f22e0d70b6e81dc7ffa5,BASE11;LIBXRAY004
libXray-main,share/generate_share_test.go,29,function,buildHy2StreamSettings,de1420bd0beacca447626e3f0a6d52555cebd82cb5e8f22e0d70b6e81dc7ffa5,BASE11;LIBXRAY004
libXray-main,share/generate_share_test.go,43,function,TestGenerate_Hy2_WithBandwidth,de1420bd0beacca447626e3f0a6d52555cebd82cb5e8f22e0d70b6e81dc7ffa5,BASE11;LIBXRAY004
libXray-main,share/generate_share_test.go,65,function,TestGenerate_Hy2_WithSalamanderBandwidthPortHopping,de1420bd0beacca447626e3f0a6d52555cebd82cb5e8f22e0d70b6e81dc7ffa5,BASE11;LIBXRAY004
libXray-main,share/generate_share_test.go,104,function,TestGenerate_Hy2_WithFullTLSParams,de1420bd0beacca447626e3f0a6d52555cebd82cb5e8f22e0d70b6e81dc7ffa5,BASE11;LIBXRAY004
libXray-main,share/generate_share_test.go,123,function,TestGenerate_Hy2_RoundTrip,de1420bd0beacca447626e3f0a6d52555cebd82cb5e8f22e0d70b6e81dc7ffa5,BASE11;LIBXRAY004
libXray-main,share/generate_share_test.go,151,function,TestConvertXrayJsonToShareLinks_RoundTripProtocols,de1420bd0beacca447626e3f0a6d52555cebd82cb5e8f22e0d70b6e81dc7ffa5,BASE11;LIBXRAY004
libXray-main,share/generate_share_test.go,176,function,TestConvertXrayJsonToShareLinks_Errors,de1420bd0beacca447626e3f0a6d52555cebd82cb5e8f22e0d70b6e81dc7ffa5,BASE11;LIBXRAY004
libXray-main,share/generate_share_test.go,184,function,TestConvertXrayJsonToShareLinks_PrefersTagWhenSendThroughEmpty,de1420bd0beacca447626e3f0a6d52555cebd82cb5e8f22e0d70b6e81dc7ffa5,BASE11;LIBXRAY004
libXray-main,share/hysteria_mask.go,10,function,buildHy2FinalMask,3b96c7db03465be73988b6a143253945f2e3918992c7912d142bd3556f04b45c,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,15,function,FixWindowsReturn,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,20,function,decodeBase64Text,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,51,function,ConvertShareLinksToXrayJson,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,63,function,parseXrayJSONConfig,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,79,function,leadingLineHasShareScheme,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,93,function,parsePlainShareLines,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,118,function,tryParseEncodedOrClash,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,126,type,xrayShareLink,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,131,function,outbound,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,150,function,shadowsocksOutbound,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,189,function,vmessOutbound,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,231,function,vlessOutbound,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,273,function,socksOutbound,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,313,function,trojanOutbound,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share.go,346,function,hysteriaOutbound,a70de02d7adde9b8af7f03a11d427427754b3ea746425a1cab8047408eac7d0b,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,16,function,ssUserB64,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,20,function,parseHy2Link,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,28,function,TestHysteria2_Minimal,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,52,function,TestHysteria2_WithBandwidth,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,69,function,TestHysteria2_WithSalamander,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,88,function,TestHysteria2_WithEverything,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,112,function,TestHysteria2_WithTLSParams,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,125,function,TestHysteria2_PortsOnlyNoCongestion,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,145,function,TestHysteria2_TLSDefaultWhenSecurityOmitted,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,155,function,TestFixWindowsReturn,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,160,function,TestConvertShareLinksToXrayJson_XrayJSONRoundTrip,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,176,function,TestConvertShareLinksToXrayJson_XrayJSONInvalid,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,181,function,TestConvertShareLinksToXrayJson_XrayJSONNoOutbounds,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,187,function,TestConvertShareLinksToXrayJson_Base64EncodedLines,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,199,function,TestConvertShareLinksToXrayJson_Base64URLSafeBlob,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,208,function,TestConvertShareLinksToXrayJson_Shadowsocks,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,222,function,TestConvertShareLinksToXrayJson_VlessWSAndTLS,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,241,function,TestConvertShareLinksToXrayJson_VlessReality,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,258,function,TestConvertShareLinksToXrayJson_Trojan,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,271,function,TestConvertShareLinksToXrayJson_SocksWithAuth,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,282,function,TestConvertShareLinksToXrayJson_VmessPlainURL,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,295,function,TestConvertShareLinksToXrayJson_VmessBase64QR,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,313,function,TestConvertShareLinksToXrayJson_TransportKcpGrpcHttpUpgradeXhttp,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,358,function,TestConvertShareLinksToXrayJson_FinalMaskQuery,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,369,function,TestConvertShareLinksToXrayJson_Hysteria2InvalidHop,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,374,function,TestConvertShareLinksToXrayJson_MultiLineSkipsBad,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,383,function,TestConvertShareLinksToXrayJson_RawClashYAML,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,397,function,TestConvertShareLinksToXrayJson_VmessQRGrpcAndKcp,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/parse_share_test.go,421,function,TestConvertShareLinksToXrayJson_ShadowsocksWithStreamQuery,489d76d8daa546662dd6c6573f4b9d70763961a7b3fbbb9b6801040a734663e5,BASE11;LIBXRAY004
libXray-main,share/stream.go,10,function,streamSettings,ca0fa2dc1dc607480972f8b3120a2beab27db38b4bb4a7f426d5d8c6c8cc2664,BASE11;LIBXRAY004
libXray-main,share/stream.go,28,function,parseSecurityFromURL,ca0fa2dc1dc607480972f8b3120a2beab27db38b4bb4a7f426d5d8c6c8cc2664,BASE11;LIBXRAY004
libXray-main,share/transport_build.go,12,type,shareTransportFields,159b35892a7db76a552fa7cdd69ccff6b3120ddf52cd83348e9f8909453c99b5,BASE11;LIBXRAY004
libXray-main,share/transport_build.go,26,function,transportFieldsFromURLQuery,159b35892a7db76a552fa7cdd69ccff6b3120ddf52cd83348e9f8909453c99b5,BASE11;LIBXRAY004
libXray-main,share/transport_build.go,46,function,transportFieldsFromVmessQR,159b35892a7db76a552fa7cdd69ccff6b3120ddf52cd83348e9f8909453c99b5,BASE11;LIBXRAY004
libXray-main,share/transport_build.go,71,function,buildStreamFromTransportFields,159b35892a7db76a552fa7cdd69ccff6b3120ddf52cd83348e9f8909453c99b5,BASE11;LIBXRAY004
libXray-main,share/vmess.go,13,type,vmessQrCode,aa5b9f2e315988d6c49d2fc6b7267cc4a78cb206170d673b745d84bfbede1d41,BASE11;LIBXRAY004
libXray-main,share/vmess.go,29,function,parseVMessQrCode,aa5b9f2e315988d6c49d2fc6b7267cc4a78cb206170d673b745d84bfbede1d41,BASE11;LIBXRAY004
libXray-main,share/vmess.go,37,function,outbound,aa5b9f2e315988d6c49d2fc6b7267cc4a78cb206170d673b745d84bfbede1d41,BASE11;LIBXRAY004
libXray-main,share/vmess.go,70,function,parseSecurity,aa5b9f2e315988d6c49d2fc6b7267cc4a78cb206170d673b745d84bfbede1d41,BASE11;LIBXRAY004
