donor,path,sha256,size_bytes,mode,kind,authority,language,high_signal,ui_product,module_record_id,semantic_record_ids,disposition,unresolved
chutney,tools/bootstrap-network.sh,2fc45a9500fea27eb2e97475c2775c74711a4f3a0de372d313cce7f1e3782db7,2958,0o755,script,authoritative-source,Shell,1,0,PR236-M024,PR236-S003,resolved,0
chutney,tools/diagnostics.sh,bd11c9648c74b37c1b379f67ac8e1c72dfc058eecb634c350747368f3818b22a,5276,0o755,script,authoritative-source,Shell,1,0,PR236-M024,PR236-S003,resolved,0
chutney,tools/hsaddress.sh,c05e0aae3c2848c7cd413242e59e1d5be68036f786ef9e32c1ba1a0e9ab98da8,2036,0o755,script,authoritative-source,Shell,1,0,PR236-M024,PR236-S003,resolved,0
chutney,tools/ignore.warnings,39c49b7a517b0eff3fb4743f3fc680e38fcfcf8cfd17da4a8e0b3606e0491032,3864,0o644,fixture,derived-or-reference,n/a,0,0,PR236-M024,PR236-S003,resolved,0
chutney,tools/test-network-impl.sh,459484f9f4404ece69a5a84b9739c3fefccfb72dad17a1f587411853641a99fa,2216,0o755,test,authoritative-source,Shell,1,0,PR236-M024,PR236-S003,resolved,0
chutney,tools/test-network.sh,20d79c8f9ae418a26241ffddf07be31b409068e9779a44e23d0d3d696d88d605,16101,0o755,test,authoritative-source,Shell,1,0,PR236-M024,PR236-S003,resolved,0
chutney,tools/truncate-logs.sh,db192f37d15cb239c5c1778a31e701ad9a3d6432cfc5f8d2085ee505d16a552e,2048,0o755,script,authoritative-source,Shell,1,0,PR236-M024,PR236-S003,resolved,0
chutney,tools/warnings.sh,60fc385ce743bb0e7a0572abb79f18d6432e24568be55db44ac31bdc4124acab,5011,0o755,script,authoritative-source,Shell,1,0,PR236-M024,PR236-S003,resolved,0
clienthellod,.deepsource.toml,5d64f16602c50062a43db0e7afc44e4aa37830533a68b5b9ccab3f5226bd86b1,192,0o644,configuration,authoritative-source,n/a,1,0,PR236-M026,PR236-S004,resolved,0
clienthellod,.github/workflows/conformance.yml,a3636869082814ebe6b061736f9698944c1ae74dcc25b7d14317da8527c9e60c,1582,0o644,configuration,authoritative-source,n/a,1,0,PR236-M025,PR236-S004,resolved,0
clienthellod,.github/workflows/go.yml,462debd25cfce01b6e0e79b93da04f88a89106d8fdf4652ddf5d4fe23b11c56a,857,0o644,configuration,authoritative-source,n/a,1,0,PR236-M025,PR236-S004,resolved,0
clienthellod,.gitignore,b7dc40d325714c785ebd78f21e159cf2d11ba85bd0f05824217031faa43bf902,1828,0o644,repository-administration,derived-or-reference,n/a,0,0,PR236-M026,PR236-S004,resolved,0
clienthellod,.gitmodules,76bb631c53cfb1ec4b4ab7e5774b6f6e43cd1623bbbdbae3c16cc63b3375fe10,141,0o644,fixture,derived-or-reference,n/a,0,0,PR236-M026,PR236-S004,resolved,0
clienthellod,LICENSE,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,11357,0o644,fixture,derived-or-reference,n/a,0,0,PR236-M026,PR236-S004,resolved,0
clienthellod,README.md,5c203034af8e201c114a8dbad017c6d6c78d0b808665bc91c69d22a916987b2c,5228,0o644,documentation,authoritative-source,n/a,1,0,PR236-M026,PR236-S004,resolved,0
clienthellod,SECURITY.md,754f5253e37e09b2ad7dff190d2de5d3f64d3482736f3806dde9fff6c9b3be41,325,0o644,documentation,authoritative-source,n/a,1,0,PR236-M026,PR236-S004,resolved,0
clienthellod,clienthello.go,d5f9a1e8ffed8c66a5fa98d7f78f557fae0d760a0980f0dd8e951b6ae7d7c7d4,11944,0o644,implementation,authoritative-source,Go,1,1,PR236-M026,PR236-S004;PR236-S030,resolved,0
clienthellod,corpus_conformance_test.go,5ef8752c5bd0d11ae2896f6279576e8f73275f9a15dc794da7c2506b0248571b,6652,0o644,test,authoritative-source,Go,1,0,PR236-M026,PR236-S004;PR236-S032,resolved,0
clienthellod,fingerprint_hash.go,0a81fee82037af795c0d8459b35ec65fcc43766bf8b19529e80be7c241b536b9,7827,0o644,implementation,authoritative-source,Go,1,0,PR236-M026,PR236-S004,resolved,0
clienthellod,go.mod,2e96c6521365b8512e2ea081708944ca7b8f78b79aef87114fcd6378d3187132,5640,0o644,configuration,authoritative-source,n/a,1,0,PR236-M026,PR236-S004,resolved,0
clienthellod,go.sum,6b82bd9874d74175059dbaf46fba3287d94b1bc91b7deb23c2575c74875a8089,56128,0o644,configuration,authoritative-source,n/a,1,0,PR236-M026,PR236-S004,resolved,0
clienthellod,internal/testdata/QUIC_ClientHello_Chrome_124.bin,5cd58faf117a94418050ee2e6818f68ec001213d1ca8cd8556ef0d72215d04a1,1749,0o644,fixture,derived-or-reference,n/a,0,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/testdata/QUIC_Frame_Chrome_124_CRYPTO_0.bin,0e3f5df2d8b81bb6bf1fbcf82dd1676d198e6a118fad6a7adcddb90b97cd68a2,1191,0o644,fixture,derived-or-reference,n/a,0,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/testdata/QUIC_Frame_Chrome_124_CRYPTO_1191.bin,60bd3f842c79d5e9a6e2a5ba2950255cc2c3567f54a98cb05298e64f90903769,96,0o644,fixture,derived-or-reference,n/a,0,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/testdata/QUIC_Frame_Chrome_124_CRYPTO_1287.bin,dc5752085e5beb09862f555dd2a80d14d3afdf6b45894cbc2ee656db4151b7da,274,0o644,fixture,derived-or-reference,n/a,0,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/testdata/QUIC_Frame_Chrome_124_CRYPTO_1561.bin,bf60822a891798d6a28ed3423d171aa14ad0c0835feba44fe58e73c72a3d196a,102,0o644,fixture,derived-or-reference,n/a,0,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/testdata/QUIC_Frame_Chrome_124_CRYPTO_1663.bin,c2e152e35efcff179338204a6bb64f3f771aa1df6bde8caa5a9014c8e98a563d,86,0o644,fixture,derived-or-reference,n/a,0,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/testdata/QUIC_IETF_Chrome_125_PKN1.bin,58c12266b554123a8c45c4e85f33f53a8a5d066df5516f5f1a5f9207fdb2c586,1250,0o644,fixture,derived-or-reference,n/a,0,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/testdata/QUIC_IETF_Chrome_125_PKN2.bin,9f65fc2c6b83ae01c9c0e57534687fc791a52d3455dcfd7cceb20fc7be2e9fc2,1250,0o644,fixture,derived-or-reference,n/a,0,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/testdata/QUIC_IETF_Firefox_126.bin,d703ddc04be1f3e83413bc8d16019cb9a966d9e068485dc22ba9ca84716f0d82,1357,0o644,fixture,derived-or-reference,n/a,0,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/testdata/QUIC_IETF_Firefox_126_0-RTT.bin,ca5967bef765dd823451bb3ca959962a951556a893fe8cd94c400ac1e239e632,1357,0o644,fixture,derived-or-reference,n/a,0,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/testdata/TLS_ClientHello_Firefox_126.bin,6b96f8678727425ce01c826dc45b872ee9b9207f27a955d982439140a7740cb0,672,0o644,fixture,derived-or-reference,n/a,0,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/utils/arr_dedup.go,b7bb21bf1022ae6c957ac0b21cf74f4a91b907a094eb15c6ff9b5018c1062b18,474,0o644,implementation,authoritative-source,Go,1,0,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/utils/rewindconn.go,f770ee8db2cebeb111cd9b2105ca87acc298696ebf93ea7e9d0785e4238d9a8a,939,0o644,implementation,authoritative-source,Go,1,0,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/utils/rewindreader.go,91ae573e212c071a7f2cab774727e165272e98e764db748ef48e623fe0f8170e,688,0o644,implementation,authoritative-source,Go,1,0,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/utils/typeconv.go,e2ac0523fb9925ee6c4e4188317d9e3f8c57c2818c1146c80f06142b9f9acfcc,156,0o644,implementation,authoritative-source,Go,1,0,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/utils/udppacket.go,da8c362c05d77cfb42f7245b3a53ca5b0541fe7bc122a72a046fe0eee521c885,343,0o644,implementation,authoritative-source,Go,1,0,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/utils/uint8_not_string.go,311e72b9d4e6b885ec9980bfc4a2d5cb6f63078f0e4e44b400df4cd333ceab5b,401,0o644,implementation,authoritative-source,Go,1,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/utils/uint8_not_string_test.go,2c2c431ac446a78570d43f0400ffb03e94ff0c0d9806a20d931cd07906bf160b,520,0o644,test,authoritative-source,Go,1,1,PR236-M027,PR236-S004,resolved,0
clienthellod,internal/utils/utls.go,0f77a3eb593cec2a575284f6b89bbea30f71e9b49ac1b80ab419f21e95e068d9,166,0o644,implementation,authoritative-source,Go,1,0,PR236-M027,PR236-S004,resolved,0
clienthellod,modcaddy/Caddyfile,640d91448cfc01d0f3c702c06dc97992db08ad5aaa6dd57fa11b2fb4f3095a39,1669,0o644,fixture,derived-or-reference,n/a,0,0,PR236-M028,PR236-S004,resolved,0
clienthellod,modcaddy/README.md,9adb845e49a3728033c3d0c072553248b1900edf6e215365f95e276147c13d0e,2815,0o644,documentation,authoritative-source,n/a,1,0,PR236-M028,PR236-S004,resolved,0
clienthellod,modcaddy/app/caddyfile.go,059fd3872e3c65efd7228abe399b053694e87fcaf157d3745f50a81dc9c920f1,1883,0o644,implementation,authoritative-source,Go,1,0,PR236-M028,PR236-S004,resolved,0
clienthellod,modcaddy/app/reservoir.go,b8dcb55af031dfa8dd05dea4c63105d55c905f115cdde83e5498ce50e9ceee81,4154,0o644,implementation,authoritative-source,Go,1,0,PR236-M028,PR236-S004,resolved,0
clienthellod,modcaddy/handler/handler.go,2393c869ffcd820bc8214459600036f4d8f03976ebaa1446eee9dd371cd4739d,9542,0o644,implementation,authoritative-source,Go,1,0,PR236-M028,PR236-S004,resolved,0
clienthellod,modcaddy/listener/listener.go,9ee5214c3bbd6ecd356f969427656818bf7d4487c58fe1f0dfa4de8959974814,5517,0o644,implementation,authoritative-source,Go,1,0,PR236-M028,PR236-S004,resolved,0
clienthellod,modcaddy/mod_caddy.go,cd69257e5585deb2e130f9fdee1cbbabd9faad29540ffaed307fd378e5976082,230,0o644,implementation,authoritative-source,Go,1,0,PR236-M028,PR236-S004,resolved,0
clienthellod,quic_client_initial.go,f6d9a1b7e0a0a8f4aa0f9fedb944ffb5f240d61b66248f72b704b823d1deb560,7579,0o644,implementation,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_client_initial_test.go,5ea6f1693f3c559fced85ae05d5a0fee4fdef866b35c842bae5d7d961165ec5b,1554,0o644,test,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_clienthello.go,c28371fe244239fd31a1556d91eecd408cb4786c5590c9bad5d20d1a2a2e77b6,1155,0o644,implementation,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_clienthello_reconstructor.go,22670943319ea27d8ce5e7ce43eb10a0828d324d4552c343d546de0b1d9c6386,4478,0o644,implementation,authoritative-source,Go,1,1,PR236-M026,PR236-S004;PR236-S031,resolved,0
clienthellod,quic_clienthello_reconstructor_test.go,7b21f5c249ab9dd4cfde95ce56ba3f69d2b24ebc669c25f6a3e988431ef5efc7,1946,0o644,test,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_clienthello_test.go,2ad2cb47c8ab107498e7582ce61823e0273b8c656a046f7f2e2b2f5a830d5b9c,4579,0o644,test,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_common.go,ba2531fadce6de294240f4eaeb6a74ab60ded4d5ce73a87ace20414263935099,6994,0o644,implementation,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_common_test.go,ac4fd436ac0ea08db4459ab73cb624ecfca4bc5fdd9e11b2d8351e0ab1857e2c,4228,0o644,test,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_crypto.go,81032a6addd14e4288698c964d4e0b14feb5796298198e7819bcd266517edcdf,3250,0o644,implementation,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_crypto_test.go,b927ee698ad70f75c19f14ed9e83e3ece85f9fc6f2c92730d4ec6b09e3269898,3044,0o644,test,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_fingerprint.go,231fc2de258243fcef63bb1c1af5b1173fb58085c43bfb244460545720d5b3dc,7436,0o644,implementation,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_frame.go,09efd15e4aa613397265146f449a5d0b8b37b19617222d588745d1ada6613a45,5613,0o644,implementation,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_frame_test.go,3b041eab77647b5072f9a6dcdf6bbe51b6f4c1571e52952ea09e83e1b428df8a,15218,0o644,test,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_header.go,054e131a01b2948ff3894605725230b113adc4e1d5bee68a0838df2c049a07aa,783,0o644,implementation,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_header_test.go,69327532d5823ef7345d5e2ed5522f99b256ccb4c5294110e903672af645fd44,1698,0o644,test,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_transport_parameters.go,c5082576c70fba5c7c806499885ef25112ab40132a23539d69b5c0e05193c212,6030,0o644,implementation,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_transport_parameters_test.go,6a2666db8f326fca2aee27ceef5e11059a419914c41e104c8657db4a262d86ad,3404,0o644,test,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,quic_version_test.go,ee2ba860f11e8e5b14c8b3f9bbe04dce8897b2968a0c763189e1e38445c3e95c,1260,0o644,test,authoritative-source,Go,1,1,PR236-M026,PR236-S004,resolved,0
clienthellod,tls_fingerprint.go,c4d334433f15d2cf4752a6fd5419903990c9c0995e373c57d1181a53aa3a47d7,3265,0o644,implementation,authoritative-source,Go,1,0,PR236-M026,PR236-S004;PR236-S076,resolved,0
doh_server,.github/FUNDING.yml,c7031e964e8b241947071d9a7d9bc4ce55beb8f225df692683121629e4a168fd,26,0o644,configuration,authoritative-source,n/a,1,0,PR236-M029,PR236-S005,resolved,0
doh_server,.github/dependabot.yml,9dc3030fc87139b49c283e6fafe1d1f46b2002659ab4eea26350f67d0367b491,145,0o644,configuration,authoritative-source,n/a,1,0,PR236-M029,PR236-S005,resolved,0
doh_server,.github/workflows/issues.yml,e2daa7f282a37d1bc5736f937fb28c3cebe4a90f99c5c48e17cc41702e879cc0,526,0o644,configuration,authoritative-source,n/a,1,0,PR236-M029,PR236-S005,resolved,0
doh_server,.github/workflows/release.yml,d6d4173ca9587212ae5b12e9d919b189389e495fe75535b1b498fbbdf012994c,4383,0o644,configuration,authoritative-source,n/a,1,0,PR236-M029,PR236-S005,resolved,0
doh_server,.github/workflows/test.yml,00d17e9fe07f0d78a343572d9f2e0d8e752bcf245c1b370fc616f9449c6ebbff,598,0o644,test,authoritative-source,n/a,1,0,PR236-M029,PR236-S005,resolved,0
doh_server,.gitignore,91d1cdf7676bde1831386f4b42a06601f597913c3468fb9f9475455cc375bfe0,74,0o644,repository-administration,derived-or-reference,n/a,0,0,PR236-M030,PR236-S005,resolved,0
doh_server,Cargo.toml,39f2ebe46314c5e93198e784354d9b74ac63fb62c381ac2a28ef348aad013223,1433,0o644,configuration,authoritative-source,n/a,1,0,PR236-M030,PR236-S005,resolved,0
doh_server,LICENSE,b465133a876cf434a1a9cc0f8bb9d86b317d5e174c97590e47a213b712873a7e,1073,0o644,fixture,derived-or-reference,n/a,0,0,PR236-M030,PR236-S005,resolved,0
doh_server,README.md,08596b8243eef5aa9ee4b27520e45729334f92f69996bdd82854624c0f059420,21874,0o644,documentation,authoritative-source,n/a,1,0,PR236-M030,PR236-S005,resolved,0
doh_server,localhost.pem,28eb1ca4726f5a1699e9c0f9730c1f59c9b7ac105ca1da3a0070b9b483f7c62e,2807,0o644,fixture,derived-or-reference,n/a,0,0,PR236-M030,PR236-S005,resolved,0
doh_server,logo.png,4164b674a6141693fcd804066a0c01ad0d225b6fc9d8efd01d0cab2bae77c5da,59408,0o644,media,derived-or-reference,n/a,0,0,PR236-M030,PR236-S005,resolved,0
doh_server,src/config.rs,6766d4766aa7660d5fb70cb733e9be22a89df302f5e87bf115c92450fa01d471,15330,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005,resolved,0
doh_server,src/constants.rs,d1be66b53f69543bebf142d4ce41646397889b9d7d8fda3513995729770ce571,405,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005,resolved,0
doh_server,src/libdoh/Cargo.toml,d2f68be6b0875f84eaca3c81d31393dedb42ceda88377caee27a960c66b1f567,1194,0o644,configuration,authoritative-source,n/a,1,0,PR236-M031,PR236-S005,resolved,0
doh_server,src/libdoh/LICENSE,b465133a876cf434a1a9cc0f8bb9d86b317d5e174c97590e47a213b712873a7e,1073,0o644,fixture,derived-or-reference,n/a,0,0,PR236-M031,PR236-S005,resolved,0
doh_server,src/libdoh/src/constants.rs,6fb794da032d29f5db7e27bc334173b4748ad9163c0fa243c52ffd93e0f469fc,394,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005,resolved,0
doh_server,src/libdoh/src/dns.rs,d61da0cf08fc3d3da0ee6aefc2332ff84acad7f0abf54156b7eb0146f23bd224,9327,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005;PR236-S024,resolved,0
doh_server,src/libdoh/src/dns_json.rs,ebba0f412ad9a640fa88e9abb37a2faf0243b310f01ea3696443acc0a6ef9f0e,13303,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005,resolved,0
doh_server,src/libdoh/src/edns_ecs.rs,7c7516338bf6c7e7ac28751d478fbb62181790cbd6615b86f467146f59a2cac3,12217,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005;PR236-S025,resolved,0
doh_server,src/libdoh/src/errors.rs,3e502ab9f0cbee60407b33c105f6a00ec9fbe57563e7c09b2784dec0c3501091,1971,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005,resolved,0
doh_server,src/libdoh/src/globals.rs,783eadee9f3a5598030573b676a24c13ecb297953b620aff6f5a5c6bd7d6bc98,1647,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005,resolved,0
doh_server,src/libdoh/src/lib.rs,9423195b9770158a0303f4786773df53a476d331b7d6d8de6a81327dbad32680,25818,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005,resolved,0
doh_server,src/libdoh/src/odoh.rs,1d53cbefd23f56da12c85dcce3bbc27f8dc30a3523dbc28bd3a605ad1ccfdf72,4151,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005;PR236-S026,resolved,0
doh_server,src/libdoh/src/tls.rs,9d8c607a2499a9263e9d401a40a1e6ece576be1f772a57076215fcd164c01166,6960,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005,resolved,0
doh_server,src/main.rs,1fbf5bda40edef2ded7af5d05b4be7733d746cfa1d31965010782063f9827abb,2764,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005,resolved,0
doh_server,src/utils.rs,a9d8c9e4108e19305d870c0779fc0eab33abb0136c488004e8e9f5fa2b9c85ea,797,0o644,implementation,authoritative-source,Rust,1,0,PR236-M031,PR236-S005,resolved,0
encrypted_dns_server,.github/FUNDING.yml,c7031e964e8b241947071d9a7d9bc4ce55beb8f225df692683121629e4a168fd,26,0o644,configuration,authoritative-source,n/a,1,0,PR236-M032,PR236-S006,resolved,0
encrypted_dns_server,.github/dependabot.yml,9dc3030fc87139b49c283e6fafe1d1f46b2002659ab4eea26350f67d0367b491,145,0o644,configuration,authoritative-source,n/a,1,0,PR236-M032,PR236-S006,resolved,0
encrypted_dns_server,.github/workflows/issues.yml,b7f30a2a870d09450e0111f7fb5b3cf08a2fb369ccbd8e97e95b2286e5b8aa9b,522,0o644,configuration,authoritative-source,n/a,1,0,PR236-M032,PR236-S006,resolved,0
encrypted_dns_server,.github/workflows/release.yml,7f0c9187e7276d1498c30de28799c87af1dd16b99948d8e54085870bb5514f89,3071,0o644,configuration,authoritative-source,n/a,1,0,PR236-M032,PR236-S006,resolved,0
encrypted_dns_server,.github/workflows/test.yml,4fa6c022071c139e9aad3f71c0521ba35bd413f49638196d7f27f80ff7068cb2,649,0o644,test,authoritative-source,n/a,1,0,PR236-M032,PR236-S006,resolved,0
encrypted_dns_server,.gitignore,873e212e305c1e973e0884644d84b7b5c6d627e36d9a96cbfd78930fce4b1028,85,0o644,repository-administration,derived-or-reference,n/a,0,0,PR236-M033,PR236-S006,resolved,0
encrypted_dns_server,Cargo.lock,08d14a55eee6b495b7c18ea1a66fc9441d6f78a60a4673f8e039f23f4b7b8c3a,38738,0o644,fixture,derived-or-reference,n/a,0,0,PR236-M033,PR236-S006,resolved,0
encrypted_dns_server,Cargo.toml,b75e88fc2d6dded8925a2d6d3468921e564994db08f13bb8fd2636e1e465226d,2648,0o644,configuration,authoritative-source,n/a,1,0,PR236-M033,PR236-S006,resolved,0
encrypted_dns_server,LICENSE,a97fe8773cdf1ff036440fcac1f92ce87ce4969084725cb50c181948687d92ad,1073,0o644,fixture,derived-or-reference,n/a,0,0,PR236-M033,PR236-S006,resolved,0
encrypted_dns_server,README.md,f1259da93922032aebf0f01aa76fe459ed6e099c32b4bf1d27c738e79d684a7e,5329,0o644,documentation,authoritative-source,n/a,1,0,PR236-M033,PR236-S006,resolved,0
encrypted_dns_server,dashboard.png,56fded3b38f5a7bb9bf02f7726e6713ff2afd2ff0dadf777090f2216451a06cc,18353,0o644,media,derived-or-reference,n/a,0,0,PR236-M033,PR236-S006,resolved,0
encrypted_dns_server,example-encrypted-dns.toml,7ca0100ed052aa1ec5f9f31afe076555a96359923a727a25f4950e149e0e1c53,6667,0o644,configuration,authoritative-source,n/a,1,0,PR236-M033,PR236-S006,resolved,0
encrypted_dns_server,logo.png,fabcedd7f10903a6ee603f487ff8cc8807e2c41db67f83977c6da901fb4cbc8f,4002,0o644,media,derived-or-reference,n/a,0,0,PR236-M033,PR236-S006,resolved,0
encrypted_dns_server,src/anonymized_dns.rs,ad89199c13d33a2c8ae698ba3ec728d7ae42414381f086dcfa02fe46041676de,6967,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006;PR236-S037,resolved,0
encrypted_dns_server,src/blacklist.rs,d5ac3ddeae01b14bb394ffc116bc57c759c1509c76de3191f44b2402b7bcad26,3823,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/cache.rs,1febca0b31bf9b30cb8ac91594b9663aadc2e1d80c1a3813a3234992f8396014,1824,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006;PR236-S036,resolved,0
encrypted_dns_server,src/config.rs,1aeb5edbb9447c37500f1f8ee18b441d714611f024d8898d570b4c25ab4b50bb,6479,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006;PR236-S077,resolved,0
encrypted_dns_server,src/crypto.rs,297fbd7a747708512c2e0a716833bd76023d985c309b7eb138305f24391c1398,9449,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/dns.rs,09c59872d87e6b7643df953dfbdf4d94bffab62299ebf745fcd6ebb6aa15dc10,26289,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/dnscrypt.rs,320fc08e848d919d84534f946517954cb873ea13d7ec88b3dfe9bba2641c7df3,12027,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/dnscrypt_certs.rs,b8919ad815b694b3d6a2b607930c2a4e563e06ced322cf4654c3f3ecc514aee9,13367,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/errors.rs,a7c94d6e010de0346db609c2f305ab1d0f49cf134c22929d90a06edf488d936f,47,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/globals.rs,e06b3b9bb320995f4c5b8c441208837f56dd41749dc46175b39d010ad26dfe78,2241,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/main.rs,fcca92b627863503317e425152659d886d9522cdae07962cfcb3a97a92f28f0f,39559,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/metrics.rs,1bfd797e933f5c2ccb7bcee07ae82fe4a26ef3bf1b16c2e55aa1d34eea830949,3770,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/pq.rs,bba4b79dc4e72f5f12df9df32dc30f8d90eb761944c143f10fc74feff683da61,19032,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006;PR236-S038,resolved,0
encrypted_dns_server,src/quic_proxy.rs,ce86aa85ffa278428f338dc019fd5b23830b577a4361cfba5700e3fa6b90f608,13278,0o644,implementation,authoritative-source,Rust,1,1,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/rate_limiter.rs,00688b54f09f0305751a0ab93e1221f7eee9a9fec0abe93c31d399c47deb377e,3376,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/resolver.rs,8aecdb0176db76b4f04d4578088f12afbad85c26d9371226228bf6f5fd54ce96,12076,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,src/varz.rs,4ffe687fb7e7fac67b83fc463b2c61d3791a0c02328e4006ca82e811070fbbd8,6973,0o644,implementation,authoritative-source,Rust,1,0,PR236-M034,PR236-S006,resolved,0
encrypted_dns_server,undelegated.txt,3941ac48f71466279ca1833117d296d82d0a843564204cb9ca63564ccc113ace,2497,0o644,fixture,derived-or-reference,n/a,0,0,PR236-M033,PR236-S006,resolved,0
exitmap,.coveragerc,fd135a8f5d86849ea21e7636b7a6fb6eabc4d06b0d53c88506e2def5d817390e,67,0o644,repository-administration,derived-or-reference,n/a,0,0,PR236-M035,PR236-S007,resolved,0
exitmap,.gitignore,1d622f437a4fb3d3e69bef350a547ded2b5e20f22830dc7461b3ec1e38c788fd,34,0o644,repository-administration,derived-or-reference,n/a,0,0,PR236-M035,PR236-S007,resolved,0
exitmap,.travis.yml,4955f9e0e029ff7d9067e56c2dad79e4aff67f94653b7b5e5805d383970cb0d8,287,0o644,configuration,authoritative-source,n/a,1,0,PR236-M035,PR236-S007,resolved,0
exitmap,COPYING,8ceb4b9ee5adedde47b31e975c1d90c73ad27b6b165a1dcd80c7c545eb65b903,35147,0o644,fixture,derived-or-reference,n/a,0,0,PR236-M035,PR236-S007,resolved,0
exitmap,ChangeLog,795f6b829f99b4b910988e778974b6d87f7249a082cffb49f623c39fc0dee358,1291,0o644,documentation,authoritative-source,n/a,0,0,PR236-M035,PR236-S007,resolved,0
exitmap,README.md,ab7905d56a5a44deb66f97e7ab3faae369fb1f83d3cf25a6375f8116a72b918f,4982,0o644,documentation,authoritative-source,n/a,1,0,PR236-M035,PR236-S007,resolved,0
