donor,path,sha256,size_bytes,classification,authority_status,language,semantic_record_ids,resolution,notes
PattNG,V2rayNG/app/src/main/res/drawable/ic_action_done.xml,8c9c4c0499c870336435829a240a54fd5fa0113efa613646bee01cf4ae84d821,326,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_add_24dp.xml,a60e539eaba2d0e9c2872b0cbf995d4413e3323f6dbc20d0ba4b32bbd3b855a6,310,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_arrow_back_24dp.xml,9e9e7dabc59e33fe7abb155408648c84cd210640a5f774f73e7ef4aac1c3b439,343,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_backup_24dp.xml,6e8a87536563458d8213f0d3c0d9502a96d06313fd540bae87c71a2aa00c6197,785,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_check_update_24dp.xml,87b84fd47d389b66fdabfe593f5edb3a66aaf72fb58868452133b8419d095c3d,554,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_cloud_download_24dp.xml,484f1fc1e77a719f7a0d11d31a3d34cd7b2a0f95a51ef84e48ba2b395ea7ad72,458,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_copy.xml,4d8c3133c9a3c8e4d1aae7970987e1367b98fc33bae6e9d62f5b315e81005ec4,438,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_delete_24dp.xml,34c41b2121f6a6899897b97a144a34192fb1474c6c6251d06d14328aeb3a71b3,501,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_description_24dp.xml,e255375735f59ce40ee1e11a55a49e312e278cba407f4fefd0d494c94ec8b89b,433,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_edit_24dp.xml,3c6d0ab4e8b4a58a9e2b86090ce2b27e0972b965d148734a7c5aadbbffea546c,441,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_expand_more_24dp.xml,e2724e7072fb4914781d93e8cc4db1f93c9592bd2efa3d58b904c1e836aebc46,330,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_fab_check.xml,ee72353694519bf4115307598da9ff09aa5b687f4c69ddc2e88bcf0577011240,320,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_feedback_24dp.xml,d424d65111fa41de16453374c75cb3e4e464d92b0fe297319ecdaddfae55a679,859,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_file_24dp.xml,02c29ce7eba7481ef8fc00f9f0be3de729c189d89a06192a27c156e5510e8785,812,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_flash_off_24dp.xml,fc5696e5906bac91cbf63fd2d86f0c7819e27d87ce04bed544f9f707a075b543,381,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_flash_on_24dp.xml,dda20b8ad5ebf65db405317c25c7965a572e9bba6a5cd426c1bcac47c2238165,307,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_image_24dp.xml,b1b4384a9f82d9aa6f63b13c7e6459a7fdcda20a825d23421bd42bfd409afe73,1153,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_lock_24dp.xml,295a33d217f3f998e08a34874a1aec66938fbe1eefbbc59c73c2664d86b00b02,770,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_logcat_24dp.xml,23b9fbd03715a1c931fda0b7e81df5ce15b4840c90a29f601b2e5f25eb6edc79,674,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_menu_24dp.xml,5b0045776bf7e7bdaa7020432eca3389ff6a87559701e45b9781ae8847c2cec1,327,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_more_vert_24dp.xml,8df003c30ad630a75f980bc3162d391c0bd2a703468b12e772088bc603b37b77,457,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_outline_filter_alt_24.xml,fd64330b225e500f5cb0e9f316317fb28727fd96415227df9de70857db0f3cd8,492,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_per_apps_24dp.xml,c60c2f0a666224c944c911f3f01040b5b323ea83b34e588c2a9b0163f56b76d3,430,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_play_24dp.xml,8c18a2dd668ce6f9b9aa68d865a66f075ff9b7f537693c3eca21e771abd0a215,532,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_privacy_24dp.xml,277aba867fe9171057b5a9a05820932c5b969a4f2d87a5e0ca343e363179d721,1253,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_promotion_24dp.xml,7d978bde0a86820c5cacbe6dbd7cfb7e6b586ef5b5c93c7dcc7d5cd095aea9a5,1840,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_qu_scan_24dp.xml,c55a1dde30c89d524dd6b886040baedaac317d92c6e23271f329a68c613e273f,1323,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_qu_start_24dp.xml,5cfa7ae95a5ddf57243fcdf47ebb13bb77f450a82b0e6a0345364acb60aeec0e,732,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_qu_stop_24dp.xml,0a578c8ff6da1f38a0a2d15e5080737de1c9376623c44b22556a01ba01825ebb,601,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_qu_switch_24dp.xml,87a976098604f1d4dba8a6c55399650e52e42fdbb6419cbc57ab19a25ae8e2b4,1295,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_restore_24dp.xml,e13d6e6e35017ea1a24fe5416542c3e8f16b6e5b5ff78c9c9cb1bd7dae3debf0,681,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_rounded_corner_active.xml,22a8045dab1fdaa640914fd57d610c6702a2da5cd8c79cd9d5e127c4fe361e29,316,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_rounded_corner_inactive.xml,e0925c8e1d75ef7eb2696f5c392b68284b2ab0444cda9508e9391ba9059c4995,316,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_routing_24dp.xml,86886fa514a005eae7284d674246f6027aa0fe1e6872abd09064003fa6f70acd,707,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_save_24dp.xml,c9fe16af959df4afdbacec01938c61bf4bcc0341046bd157f2721c0748ed1805,443,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_scan_24dp.xml,6ff84bfcf80d64915bba83fc0f5afbbef1d43dbf40c5620a8093551bd807ade7,915,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_search_24dp.xml,c6f327d026526be6e747db9f8338f5390f156f9570f6e60e2c5f5eec4cb7771b,529,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_select_all_24dp.xml,53ec86e26ef965b7360896df584c5a6e5b199e8f6364b7a26e01efc061684b20,698,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_settings_24dp.xml,011797169477798a262716fd70e88675e34846cad5f52c616f805baa07122def,2413,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_share_24dp.xml,c722e077a9d3463f473b7e24cba992f7a72d3b5aec743d8d5ff1d2dccf4965b6,706,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_source_code_24dp.xml,01881fc9134e798efbae2e0fe716764b1ec0d8803a175f292e9684c9c67f791c,500,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_stop_24dp.xml,9a92718024a3d445ff77db840d0b3a05999b86945199ab38b5e217207650a469,401,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_subscriptions_24dp.xml,b591168ea7edf64f4aa8775aa9859d1a854c7e6b810277c9bce5bf0f264f7cb4,567,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_telegram_24dp.xml,1f262951f7845539329dc7ed8d7acb388e487ab16c41ccf14b56696192d09ea7,1075,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/license_24px.xml,279c480142d27f9ff62657ebbcfeeb4447e82e1b011ce7fcbfe97c71bddc2169,934,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/nav_header_bg.png,cacb2b75c0ad6d6865339e83c8f20ea91d09d42724670c3b2ab6ac47b0db87ad,12134,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-hdpi/ic_stat_direct.png,8ce7312649b3c852ef28697b8350e9e5b8d4773ee4cf6351d52b6b5a1e6621f1,964,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-hdpi/ic_stat_name.png,fd5e1f8fcba4c6b27554bd77f6fe6118e797da1e302f58f84bba78649f6c0e76,389,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-hdpi/ic_stat_proxy.png,fc195ac1f5b793e4d9833d96a384b5ad24115e56ab66a819221e2e503e810900,1216,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-mdpi/ic_stat_direct.png,a623732351d7bf529a0dda6df570977a224a9d56cf048f02fa0755d2f1abd975,739,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-mdpi/ic_stat_name.png,e71f2a17efed495b7c033017fc6da7e4958713c79632d2c90cbb038dc8718dc4,279,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-mdpi/ic_stat_name_black.png,9da37a725e7ef283ad0f69a02ef0a053d942178e03c4b8a53738d1b0cbf408cd,386,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-mdpi/ic_stat_proxy.png,9b53b3a2a4f46e6cf0f83e76122b2ee04adbf5b8eae69c0705f445494ec27309,882,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_about_24dp.xml,f4af284e33b05938f118b5ab06e7346df28db481f19cf797264c59edc10ae027,938,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_action_done.xml,e4e9d0d8ef4c4e2cf0d701e7597611bfe79323209c359b8241f46916ca7dffdb,326,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_add_24dp.xml,703f61f9b49898edad21cbb5f0a59ae904a9ffe2f74d62c660b03c5c2474938e,310,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_backup_24dp.xml,d58d309b3e3ff0de23f162f17cc5124b236f6437cfbffcc4b9b1c6b580714033,785,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_check_update_24dp.xml,7105d444e75c4a0be495aab3e3e4393ab4bcf25e41fea4224e5f8e50c5073960,582,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_cloud_download_24dp.xml,9e827eda6457cf0c7815a51d243fac7c89854f11df924995136d7dff314500a0,458,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_copy.xml,dd31c3e98d17580ee0cceab4aae12b80a0ed66ab130bffe77a83cdd6e80cce6a,438,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_delete_24dp.xml,ecdc5a58b144fb55178d1d7fe7508179fd9ec8c78689d0d3b5570223a38693a9,501,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_description_24dp.xml,ea074e1b72a8cc1deeaf65077e9c6268cd63fafdad6f2a94c2c2414371500d50,433,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_edit_24dp.xml,31eba144926d9eb2b2323c56286d10762f09881179b565477f9910e1e2453706,441,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_fab_check.xml,d0c8690205d987434b8659b31e21a4506ff7deb80d81914cfadd12a458bf4831,320,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_feedback_24dp.xml,76ebb5a88898003ea48f1e0564c6b0c3058933f02570f4bfbf34de60aa4530c6,859,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_file_24dp.xml,439c2145b1e5a1c0b6cf6b1d4fdaab2b0e0c39dc5b6a26dfc1f232873cd63659,812,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_image_24dp.xml,620bc7dc1c0e2d3e57a94160d2e1053b2afd1b1a45155f8d48ae962e79c0c8a2,1153,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_lock_24dp.xml,46c9c0d1cc3b31828e98e86299f7528a8395f2ae4e5b79f258105e2442688d22,770,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_logcat_24dp.xml,a5b040fcf9208f0183c461c6c57d92143eae23d47f1d33199a85a4de633843cb,674,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_more_vert_24dp.xml,48c5bd102e412e0c194cda9b6dafbfa24d2cb1be58231b149ccefddf3ba5a791,457,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_outline_filter_alt_24.xml,5139c9695137d71c6ae4c96eb3acaf9aefe460ef9d35b30ceafc8e4bfe9f6238,492,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_per_apps_24dp.xml,6b212dcf4c64941921b577a752e1f9913cda52e0d3872d8c70b1c0d29566ba50,430,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_play_24dp.xml,8c18a2dd668ce6f9b9aa68d865a66f075ff9b7f537693c3eca21e771abd0a215,532,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_privacy_24dp.xml,fda6ed656be4b2ba76d60664bee09a2af05477fda0522dc567aedb478644ce71,1253,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_promotion_24dp.xml,c0860aef5a467e437eabd4069af1963898053d0ab4306703967432a15b25ab5b,1840,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_restore_24dp.xml,19095a90a4782e50eda571093b607cd6d3bad8a4a162476d355395f98b6e213a,681,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_routing_24dp.xml,d39ee43cdcdfc5a9def5019866a561828748526e8a23cd2a8763710e67aa48c7,707,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_save_24dp.xml,309ebe9d490ebceb4c23fae67408b6ec9c6e7d13cd19c3e9be955bd7ac7c6fc6,443,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_scan_24dp.xml,7d948ed3f242ef89c7695b43b1da23d756d020402fe8e17d6f0a5386f0947673,915,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_select_all_24dp.xml,e23e802c40ee3577ca09f181e1e8a6f11612e8d1c278c7567034b82765ca9a29,698,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_settings_24dp.xml,21357b956e90406fadbdde904707cf3baa8c73ab53c8dae5bb1525fe5a02ce3e,2417,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_share_24dp.xml,2a9882c5b864b1e1945046f3e6c84ae695609ea1dc7979cda26ecd0a19beb18f,706,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_source_code_24dp.xml,ab3bdc9e8780e2c1b20bcd3457edf5d28deb1b9c2315c5a76b5cb460a40b94dc,500,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_stop_24dp.xml,9a92718024a3d445ff77db840d0b3a05999b86945199ab38b5e217207650a469,401,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_subscriptions_24dp.xml,01dc54ab8d18e43ff6f2af28ee067c3de6aa6e69abb7be6d659ae8d33da212ea,567,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/ic_telegram_24dp.xml,f83479167a50bed7f2e458bedef422f591e4ca2c8809fbcbd2d45300755edd88,1075,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-night/nav_header_bg.png,a47d2557ee88786bac33a8f81623f4a91cddd17b68ce9620a15006b09093bc59,11934,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xhdpi/ic_stat_direct.png,65dba23739fa687e4cc43170791e9c3ea7e4ea8bdefdbfcf441b5be8e69258b2,1144,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xhdpi/ic_stat_name.png,be4b438bfe1901b995c6d2f8b298e75058a18ebdd59f6bd5c679cb20a99e3a7f,494,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xhdpi/ic_stat_name_black.png,f9b7cb5f6c536ff564c563f0926939ef994e73bfd92c06fe4b592e246763b836,679,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xhdpi/ic_stat_proxy.png,5d97b305891a45cc8e4599eaa3dba26a55e5163884439c90a8e8b9405c87941d,1535,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xxhdpi/ic_stat_direct.png,8d4861acdc9ba13231e422f44b048214b176ee363c4ed9d918f67e7c8ce91eff,1507,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xxhdpi/ic_stat_name.png,a3c3479d6a35ec309cfc14b5657e461fcf7ef8f508092df7a21a3369fb001c38,698,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xxhdpi/ic_stat_name_black.png,3c37295db122fdd073e04c7747aae25a2f95b11be82fa6be56406d12b6f84694,984,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xxhdpi/ic_stat_proxy.png,c586cd9c8f11be2cf53917d1ce6185863cbdabe0ce4d938d246edb2c70d52f48,2333,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xxxhdpi/ic_stat_direct.png,18a3312aa5472b96d90ae953d061be37dd0f3ab83300772725496a46bab544e0,1915,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xxxhdpi/ic_stat_name.png,bfbbb0e18c461f62845fd0e6241f1eb4f0fc26a9928415066deafcdc48eb751a,867,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xxxhdpi/ic_stat_name_black.png,3d430b3950220d401c249f8d0c18e6985ef01e2e0a9aa7757d2dab1653a12a2b,1380,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable-xxxhdpi/ic_stat_proxy.png,31c7d125bf5e66ed4eb894d4845597dabebeeaf4b249b96864691a2c01476e02,3199,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/font/montserrat_thin.ttf,13b843ab4d5acd6d99d06a88bbc492bd3ffb0d55b01f159c34a0a6237cb2f148,151968,operational,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/layout/widget_switch.xml,4f628e5aa97b553bfd4bb925bd8a54545f4327b2baf7d52de508d8b4e2179f87,1129,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/mipmap-anydpi-v26/ic_banner.xml,a58e4f71d6611aba17cba04b93ee07a6baa347211e1590f687fd730d6d4e3604,341,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,c06d3ba767ff8aa8bce751d09474dc52ba7b70bf1084e76a5526beeab10f8e66,336,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml,715b6a560bb886bf9f4923502f556eaf83ceb076c5f99df492047e6685b71f31,267,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/mipmap-hdpi/ic_launcher.png,6c84ad747cdf50d8f694fdc5a643749456bb6f583d3b551f567c9b5e3befe31f,1236,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/mipmap-hdpi/ic_launcher_foreground.png,51b066b9cf67df3ba03d3f4fb7a144c95f7fe342c2e11e5c4e028a2dd985393b,877,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/mipmap-mdpi/ic_launcher.png,51b7d060e1fdcc7bd7f6f2a1c6dae29113422d408a560d4c354b3b171fe7bfa4,910,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/mipmap-mdpi/ic_launcher_foreground.png,4e269ea9ebc3b84b9fa7e0cd5c7e2eb0d64e6fb65db52f54f27d8b86ef4d8bed,582,media,authoritative,,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
