donor,path,sha256,size_bytes,classification,authority_status,language,semantic_record_ids,resolution,notes
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/receiver/BootReceiver.kt,a4a3aff3779d82fc98837e79b183339f4b06b8d85bce3f7213ced1727f644d81,2187,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/receiver/TaskerReceiver.kt,6cb47bf1fd6360ec949ece2d0de698fffd7e85bb22bd436b6b27b3fda64dc96c,1612,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/receiver/WidgetProvider.kt,6bfefebab8ad1bb6f9953df370303ba4984fcac921b9bff823ae436be105a4e3,4450,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/root/RootLanSharing.kt,f2f93d69e2d728af1dc26f24ace68655e67a9ac4b8d802dfb0078f828e963578,1789,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/root/RootManager.kt,6daa444691131e9a821d91fffe17bfd8a27b4e4678029df494e4ee71c7f0a53e,2326,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/root/RootProxyManager.kt,e006ae40f76b91a9a06cf0332bcd09444c558e3f43538987225c5cc2c689a447,28892,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/root/RootShell.kt,43310378af9f65f0eb07207e8786182604450fd7762ebfa712cee9fc93da81d1,2053,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/CoreProxyOnlyService.kt,5eb5196e89dba6a38ff88d27e20c6ab9a9a4358a2d721adc7f0c317a90bbf4cf,2641,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/CoreRootService.kt,0b93d79b4f08a30544aefb663226ac8949a9c3faf89a6512e65b436d4375143f,3620,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/CoreTestService.kt,16b5d30fac35611c21e05dcefcb0ac8ca6bd783407d9f83e537cde17b508ae83,6813,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/CoreVpnService.kt,7edd00dc869b516d0c0f0a4bfcbfa022d73e307f2bfee9b7e526002dc8ba754b,13561,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/DialerNativeService.kt,080d80ed4cb12fe0c250fa026e96aa7e0b7bf9c72a0f6fb8408fa162468e2821,31636,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/DialerWebviewService.kt,ee34d5066656b3ebf572609c456109e354fd4f3aad46ec6b4e2d99cc58b89adb,2201,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/NetworkMonitor.kt,ab86fff0f5609cd12aa93c2198b09805988e4e20c7171ef9b3493fbb8e6c5480,4472,implementation,authoritative,kotlin,TW-SEM018;TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/ProcessService.kt,07cbad98c188ef8decb57611168b20e9ff7cae751273fb8e9f722910e078a85e,1489,implementation,authoritative,kotlin,TW-SEM023;TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/QSTileService.kt,83f0af569bfb29b2774e4c3ee131069d6b1d08674ec4b9f771cd4b2f56b1d5d0,4105,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/RealPingWorkerService.kt,7116c7d0011c9c3effc0933b2debb2c51295106c9e8820d3c5559d1c57721171,4839,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/SubscriptionUpdateService.kt,36fe3df81c84d7687ed2104360657165df90a0fe326e152e9d0735debd6cb9c7,8478,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/service/TProxyService.kt,a29b2e18f1c60b928d5fab6500ae3c0d86a8ff5d408c8a993e3e265f146b5312,4282,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/AboutActivity.kt,21350f3a97be64fb78905aa938a9b0a61fc1927c744bffab161d27c2fff0a216,4949,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/AppSelection.kt,f2f4d5ecb26244deb09d71252b49d59bce84fd9c1eda2305b610b72cba8739f5,1765,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/ScannerActivity.kt,ef191bde4464328fe02d0e0bb00833c2a5868f90b5f471e355f8e636be2f525a,16685,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/UrlSchemeActivity.kt,56ac94fbe5cc5e10ae84946720dbff6e151ae8b8e2471f0578a96268ce473d7b,3159,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/apppicker/AppPickerActivity.kt,54aae4a56bd98348e4f384c690bcc40bfc5bcb901b76119cd8d85e76f067df69,7666,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/apppicker/AppPickerViewModel.kt,5c1b5180ecd3760643ecf2f70d3b639ddb3b3120dfa0e91166993ee0b68cf954,5283,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/backup/BackupActivity.kt,091ef7240103269c169aaf4691ee76c8bc50ea24328d39523d221492ae20c61f,12116,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/backup/BackupViewModel.kt,f81a2f679e75084498bce1d85de6bc2f552cda92d3bee074d12db46f36706a73,6372,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/base/BaseComponentActivity.kt,c402ae4be4dc418b070b24160944e75d8d4cc3c4f1de7399b1f7d63bd888b20e,726,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/base/BaseViewModel.kt,0cb0c657307a1c3014d48cb4e94c348005623f1882529043b9719dd23d4935cc,3159,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/base/HelperBaseComponentActivity.kt,72cee48f4c64df7e69f91ef6e7842cd398b88e19a0f72797d532bb306671ae77,3276,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/base/ViewModelEvent.kt,1f2eb498501cce076d2104f19e4fac7dda22e58807616812984222b5c330349d,253,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/checkupdate/CheckUpdateActivity.kt,ff7eaa4aa9d682485b45398426a60f9a49b7ffac05ea9e320101124f5bdb187d,4451,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/checkupdate/CheckUpdateViewModel.kt,f7e84391e7539c82a1759036db2f09daddb67a1ae1b99aa4d50b1d9cd28ef783,2151,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/compose/Components.kt,15722c39772a91f87043874a413ba0cb5b356638d46c54ba0be03fa158a12fbb,10908,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/compose/Dialog.kt,ac6602c52ddedf2f92940004608091a146e1bed11937138e4dc32f0a4d1cf88c,8914,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/compose/FormFields.kt,71037adbc8f11754bcc8f74518fa8c3c5e8587cf7b8fe7280ff064843d6f81f0,5754,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/compose/Menu.kt,2c9e843397532af44e5cf4098504ae7b0c67c5cfbb9513f865afcecae153968a,510,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/compose/Scrollbar.kt,0023f9dad42fded0a3d79f5166ee4767aeaa5bcf6ca7d61efcc40e950697dcfb,8443,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/compose/SettingsItem.kt,b2ebef82fe7a996fbfc1d4a83161291c2a345873a4a84627e5d271e700858b23,8091,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/compose/SnackBar.kt,fa2fffbc0da46d0f4c389314e7d5f3348ba4bafd60ba910b5dd08b9a344d6768,7731,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/compose/Theme.kt,73795b1c0b36c00707961c37cc6f537db1fffb92890148be20eb0373b2ad2774,7348,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/logcat/LogcatActivity.kt,7bb5dec5b362ad2ae84029bc195752cb61719744cf342ce2d511b69850aa9b84,9037,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/logcat/LogcatViewModel.kt,dedb330bc9cfcb352bbfb205513e076a97bf6c585d2adca56782b412265e00e4,2437,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainActivity.kt,7c7790943dc81eeec1a2f7071da2faadb1e254edc4ad0bdaf299442b4aca5a88,12810,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainBottomBar.kt,a4beb8a70458883f3cce47e05757c613e395871bbd38a9252f665f0ca41a4e9d,3475,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainContract.kt,6c163e73dae4e865b9bce20fa94a296619d3632648b0ac051d4fb8966f1b34a7,2254,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainDataSource.kt,a5449076483f089c543b24106532a6e44ec8bb149f7e63b55740ba1160fc5a01,2228,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainDialogs.kt,74b8739e49972bebb750070da7994c006049785ba52efafda172c7ff3121f176,1677,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainDrawer.kt,5260f84d4cd10964e5d61df06e39a92e675637096b3baf584257d70ee5276f7e,4611,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainGroupTab.kt,1256e12b185a9239987c38b7d649223338ed78e4594081879a334e953105ede0,3024,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainImportMenu.kt,00ffb1b65260139b8e4733fe1d42c608d2fe0f4c1f63d0c57b719552af497d6c,4890,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainRepository.kt,9fa16c984d700c6b256479121eb652e20b43c7c25ac02cb0231000ecd196272c,8633,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainScreen.kt,1fea232d7cdc0534902fe6a8ca6248489ebcdfb6bc1809d4c468d4a7938e7da7,13389,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainServerPager.kt,2e6c6a9135b6d115c71c8e85010c8007ad34656de5feab70b89d880c522292ce,16901,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainServiceEvent.kt,8afe8d9f71c4960f790818a28611376ac362026e8788770503c1bc425d4bf436,654,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainTopBar.kt,47b3ab432d786d567a391c7eed269cdfe429b4cb4036025af86f00e113130def,5138,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/main/MainViewModel.kt,48e0b16429a561cae0e6b818736b99b2fbfaa17c98f578d805bd71a80652dfdf,30939,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/perappproxy/PerAppProxyActivity.kt,3ba19dff7ecc532ae677270f798d68e95c3e162ec21a629bb3bfb4787634d42d,11982,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/perappproxy/PerAppProxyViewModel.kt,eaaf326b7714bd33ecaff056d66702008ccd50c2ae4acf48cdeda449e5529e82,9387,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/routing/RoutingEditActivity.kt,2beb00e44fe014d326dc355f02364e207d0efc52fbea3bc4ad3fecaed8aaab34,12484,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/routing/RoutingSettingActivity.kt,8fc75b67772f5bede9d6b4c5b6951deff9584ac7714960a4d75b820a905ee370,15888,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/routing/RoutingSettingsViewModel.kt,4e24372acff8c043dd0da519d7ca70d4948ad90177d086ec08a1fef3f2fdc497,1828,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/BaseServerActivity.kt,33a915131d52aa34d14a28c7d2469d17998278f28a2a544e8c6bd5aecf2f1757,20667,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ProfileEditorResult.kt,a4a8371f88469a82dca43c551d72f027224727a6fcb56d2b7bff3ac397b93b4d,1169,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerActivity.kt,4f868bac09266f7c6a4294a040081a39605d27a83f5af42ee130dcb270e0c8d5,26748,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerCustomConfigActivity.kt,8533898fdb5f405af498a9609e2cae8ad2f909bf845cbc81353c9fbc3bce440c,19150,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerGroupActivity.kt,22d643b495cfe7d7e14557908636e08a1c5df0257c8ba54be9fc2ba5b0c84dda,11865,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerHttpActivity.kt,f9e4589bf6a711f0010b6d30d1756e7f151d1413f18cbfe21559956b8d577224,1418,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerHysteria2Activity.kt,5d1185b089d2ba9a937e67f54540d8c2ae2122402e1feb0ac7a6b5d07573b265,3303,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerProxyChainActivity.kt,d8626a4ed6561332b7017400e2d376c7da060dded97039bbcc8c333b6fd2e7da,13469,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerShadowsocksActivity.kt,f326a01379e56b40dbfa011443b733a49e1f54d889e9c99e2db36acc1c01db3b,2177,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerSocksActivity.kt,e8d7ce93289ef1b9c9088ca160ec84c561879113bf90db1c092abb3b1ff3ddb8,1422,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerTrojanActivity.kt,ea8f1e9fc48b15b6793530f6d04f6bd9d49e7fee4a9bd238a2d773a3d30a53ec,2040,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerUiState.kt,4a01488d308a393700a3ef8d32b06ce00a637efbaa9ef07dce61f078e77be5e2,10890,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerVlessActivity.kt,59396fe28ac70d245521e7f8afa46dafa2d744a4c1acba35ad4ab4fe554d2e67,2461,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerVmessActivity.kt,4bb7bf9aa288d7b22533cc9aee0ef260c02fa5ad05bb1f32ae5200f4d799a81d,2324,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/server/ServerWireguardActivity.kt,54349bc2eeeb1e0901a92cf80aa0baa7d67db6b2aca0bc138cbb921cd8bbc567,2352,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/settings/SettingsActivity.kt,7ada03046ab0759a9d4bce619cbc7355dafe247fd05e035f6371aca4d262362e,32645,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/settings/SettingsViewModel.kt,86bd208461cc30e959d3a13be8b1d9a92371dfe1921fac1676745b306d4fc161,1832,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/shortcut/ScScannerActivity.kt,e9ac71bdd7b3c6e95dcc8ca98791630ae7e831069d4bc92a47380c42362646bf,1263,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/shortcut/ScStartActivity.kt,95a6e690b7e4c83e93717ef0cd089af94892c8c24ed29808f3673e28d8d1140f,743,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/shortcut/ScStopActivity.kt,0a2dbf829d142db240eea391735bd4604ab05d86381d100a5caa9cfac772a200,729,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/shortcut/ScSwitchActivity.kt,d780eaa4b05ca1c2dde66fbf320fd86a3f080bf6d6f080162831cebf03c9e75f,832,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/shortcut/TaskerActivity.kt,1cead87d611fa61464416519be6a31346c82983aa6e920623f543d393a304dce,6279,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/subscription/SubEditActivity.kt,27dc41cd22e00754f6edb5e7f574beb44cd96be53e8ff3652829065ba930424d,10162,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/subscription/SubSettingActivity.kt,f8e14eece746b469bb778dab74dfe66166114bd1977b4b997ead8ac533922b22,15048,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/subscription/SubscriptionsViewModel.kt,c8991feefb266187b6cec53e851458a967c10b2a253173b54c20d2b87529c468,4703,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/userasset/UserAssetActivity.kt,5bdc0fc4a6a6356c68f04db5d41f084e5b558fa3a5c57b97798dff0070fb0974,15750,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/userasset/UserAssetUrlActivity.kt,9cafd977b56d21c94e05b4e1e2627c7bdf681052f34442ba00a3254cb799db6b,6502,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/ui/userasset/UserAssetViewModel.kt,c3b479280aa0eecab2347a85dbf83fb7d62e7a234a5a5f5c7c09dd4c1bf68129,4446,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/util/AppIconFetcher.kt,66a262141180f1041b86189e0e6b7c62163292d55fe3a57735834b50eb59a502,1446,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/util/AppManagerUtil.kt,ec4065ed32135e016bef34bed3f995716a8afba82deb0a4cd70d1308af85dd86,1375,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/util/HttpUtil.kt,869bea0890b97cc1224d2e72fbe22bf54a72da22e44c7ddc772512f6616ce933,12009,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/util/JsonUtil.kt,4be2f98436db0ff90ec5208b2d1aa1a23d61b42e9418f274a4c850dea81dae9d,3772,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/util/LogUtil.kt,efb529f496906ca083828d696654fec1114851a9b7523473dcd2ef651b6981e8,2906,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/util/PackageUidResolver.kt,e1624ccc870d1b992b1c3389a63573c2db1a2dc62deef37ad02a4e54eabd89e8,1771,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/util/QRCodeDecoder.kt,bbc59e53ffe3c7f6a39fb3a96a283b03e80968e26a48e7369170e0faec470ba0,4129,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/util/Utils.kt,8abfaacffc53e8f8b18db760e742a49d65a712c3a85926c5412cc96e34b87f1a,17037,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/java/com/v2ray/ang/util/ZipUtil.kt,3962431f74bc0c6ca3c76ab37bf0f21d1bae68f34f3705d25dbf2e69169c81eb,3993,implementation,authoritative,kotlin,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
PattNG,V2rayNG/app/src/main/res/drawable/ic_about_24dp.xml,80889bd83752b97b0686b003e2262fa3aa48892a9afdb2d501e9cedbc140c09a,938,configuration,authoritative,xml,TW-SEM033,resolved-by-third-wave-ledger,exhaustively inventoried
