donor,path,sha256,symbol,line,signature,language,symbol_id,semantic_record_ids,resolution
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,applyParams,219,function applyParams(params) {,JavaScript,S7-SYM-00202,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,s,220,const s = state.settings;,JavaScript,S7-SYM-00203,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,sortRank,237,function sortRank(result) {,JavaScript,S7-SYM-00204,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,sortResults,243,function sortResults(list) {,JavaScript,S7-SYM-00205,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,rank,245,const rank = sortRank(a) - sortRank(b);,JavaScript,S7-SYM-00206,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,healthyResults,255,function healthyResults() { return sortResults(state.results.filter((result) => result.healthy)); },JavaScript,S7-SYM-00207,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,greenEndpoints,256,function greenEndpoints() { return unique(healthyResults().map(endpointOf)); },JavaScript,S7-SYM-00208,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,top20IPs,257,"function top20IPs() { return unique(healthyResults().map((result) => result.ip)).slice(0, 20); }",JavaScript,S7-SYM-00209,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,appendCell,259,"function appendCell(row, text, className = """") {",JavaScript,S7-SYM-00210,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,cell,260,"const cell = document.createElement(""td"");",JavaScript,S7-SYM-00211,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,renderResults,266,function renderResults() {,JavaScript,S7-SYM-00212,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,query,267,const query = state.resultSearch.trim().toLowerCase();,JavaScript,S7-SYM-00213,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,rows,268,"let rows = state.resultFilter === ""healthy"" ? healthyResults() : sortResults(state.results);",JavaScript,S7-SYM-00214,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,cap,270,const cap = 500;,JavaScript,S7-SYM-00215,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,visible,271,"const visible = rows.slice(0, cap);",JavaScript,S7-SYM-00216,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,fragment,272,const fragment = document.createDocumentFragment();,JavaScript,S7-SYM-00217,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,row,274,"const row = document.createElement(""tr"");",JavaScript,S7-SYM-00218,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,greenCount,287,const greenCount = greenEndpoints().length;,JavaScript,S7-SYM-00219,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,renderSpeedResults,294,function renderSpeedResults() {,JavaScript,S7-SYM-00220,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,outcomes,295,"const outcomes = [...state.validation.values()].sort((a, b) => Number(b.success) - Number(a.success) || (b.throughput || 0) - (a.throughput || 0));",JavaScript,S7-SYM-00221,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,fragment,296,const fragment = document.createDocumentFragment();,JavaScript,S7-SYM-00222,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,row,298,"const row = document.createElement(""tr"");",JavaScript,S7-SYM-00223,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,renderStats,314,function renderStats() {,JavaScript,S7-SYM-00224,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,phase2Active,319,const phase2Active = state.scan.phase === 2 && state.phase2.total > 0;,JavaScript,S7-SYM-00225,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,current,320,const current = phase2Active ? state.phase2.done : state.stats.tested;,JavaScript,S7-SYM-00226,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,total,321,const total = phase2Active ? state.phase2.total : state.stats.total;,JavaScript,S7-SYM-00227,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,ratio,322,"const ratio = total > 0 ? Math.min(1, current / total) : 0;",JavaScript,S7-SYM-00228,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,percent,323,const percent = Math.round(ratio * 100);,JavaScript,S7-SYM-00229,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,canGenerateConfigs,333,"function canGenerateConfigs() { return els.configUrl.value.trim() !== """" && state.workingEndpoints.length > 0; }",JavaScript,S7-SYM-00230,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,syncActions,334,function syncActions() {,JavaScript,S7-SYM-00231,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,greenCount,335,const greenCount = greenEndpoints().length;,JavaScript,S7-SYM-00232,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,hasGreen,336,const hasGreen = greenCount > 0;,JavaScript,S7-SYM-00233,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,running,337,const running = state.scan.running;,JavaScript,S7-SYM-00234,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,generate,345,const generate = canGenerateConfigs();,JavaScript,S7-SYM-00235,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,renderExport,359,function renderExport() {,JavaScript,S7-SYM-00236,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,bundle,360,const bundle = state.exportBundle;,JavaScript,S7-SYM-00237,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,renderDirty,368,function renderDirty() {,JavaScript,S7-SYM-00238,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,bits,370,const bits = dirty;,JavaScript,S7-SYM-00239,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,switchTab,379,function switchTab(tab) {,JavaScript,S7-SYM-00240,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,active,382,const active = button.dataset.tab === tab;,JavaScript,S7-SYM-00241,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,active,388,const active = panel.dataset.panel === tab;,JavaScript,S7-SYM-00242,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,setSession,395,"function setSession(status, title, hint) {",JavaScript,S7-SYM-00243,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,resetRun,402,function resetRun(params) {,JavaScript,S7-SYM-00244,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,startScan,414,async function startScan(params = readSettings()) {,JavaScript,S7-SYM-00245,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,response,415,"const response = await invoke(App?.StartScan, params);",JavaScript,S7-SYM-00246,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,retryLast,421,async function retryLast() {,JavaScript,S7-SYM-00247,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,response,422,const response = await invoke(App?.RetryLastScan);,JavaScript,S7-SYM-00248,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,stopScan,429,async function stopScan() {,JavaScript,S7-SYM-00249,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,speedTestGreen,436,async function speedTestGreen() {,JavaScript,S7-SYM-00250,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,response,447,"const response = await invoke(App?.StartSpeedTest, readSettings());",JavaScript,S7-SYM-00251,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,onScanDone,457,async function onScanDone(payload = {}) {,JavaScript,S7-SYM-00252,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,copyText,476,"async function copyText(text, successMessage) {",JavaScript,S7-SYM-00253,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,response,478,"const response = await invoke(App?.CopyText, text);",JavaScript,S7-SYM-00254,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,buildExport,482,async function buildExport(showToast = true) {,JavaScript,S7-SYM-00255,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,response,484,"const response = await invoke(App?.GenerateConfigs, els.configUrl.value.trim(), state.workingEndpoints);",JavaScript,S7-SYM-00256,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,wireEvents,491,function wireEvents() {,JavaScript,S7-SYM-00257,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,details,496,const details = [];,JavaScript,S7-SYM-00258,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,direct,512,"const direct = phase.mode === ""direct"";",JavaScript,S7-SYM-00259,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,wireControls,541,function wireControls() {,JavaScript,S7-SYM-00260,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,tabs,546,"const tabs = $$("".tab"");",JavaScript,S7-SYM-00261,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,next,547,"const next = (tabs.indexOf(tab) + (event.key === ""ArrowRight"" ? 1 : -1) + tabs.length) % tabs.length;",JavaScript,S7-SYM-00262,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,copyGreen,568,"const copyGreen = () => copyText(greenEndpoints().join(""\n""), `Copied ${greenEndpoints().length} green endpoints.`);",JavaScript,S7-SYM-00263,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,copyTop,569,"const copyTop = () => copyText(top20IPs().join(""\n""), `Copied ${top20IPs().length} top IPs.`);",JavaScript,S7-SYM-00264,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,text,575,"const text = greenEndpoints().join(""\n"");",JavaScript,S7-SYM-00265,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,response,577,"const response = await invoke(App?.SaveText, ""senpaiscanner-green-endpoints.txt"", text);",JavaScript,S7-SYM-00266,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,copyLivePath,580,"const copyLivePath = () => copyText(state.scan.livePath, ""Copied the live results path."");",JavaScript,S7-SYM-00267,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,response,585,"const response = await invoke(App?.ExportAllToDisk, els.configUrl.value.trim(), state.workingEndpoints);",JavaScript,S7-SYM-00268,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,formats,589,const formats = [,JavaScript,S7-SYM-00269,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,response,598,"const response = await invoke(App?.SaveText, filename, els[field].value);",JavaScript,S7-SYM-00270,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,init,605,async function init() {,JavaScript,S7-SYM-00271,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,fallbackPresets,606,const fallbackPresets = {,JavaScript,S7-SYM-00272,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/dist/app.js,1a2820970d0454e6f9685b4e63c5ee757ba8dc2fcf4abf3ef2ef1275a3687502,previewTab,631,const previewTab = location.hash.slice(1);,JavaScript,S7-SYM-00273,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.d.ts,e2808066e2020df22ff9152a71bd2182ddf03d255af643913dfa1acb8e57f4b8,CopyText,5,export function CopyText(arg1:string):Promise<void>;,TypeScript,S7-SYM-00274,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.d.ts,e2808066e2020df22ff9152a71bd2182ddf03d255af643913dfa1acb8e57f4b8,ExportAllToDisk,7,"export function ExportAllToDisk(arg1:string,arg2:Array<string>):Promise<string>;",TypeScript,S7-SYM-00275,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.d.ts,e2808066e2020df22ff9152a71bd2182ddf03d255af643913dfa1acb8e57f4b8,GenerateConfigs,9,"export function GenerateConfigs(arg1:string,arg2:Array<string>):Promise<main.ExportBundle>;",TypeScript,S7-SYM-00276,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.d.ts,e2808066e2020df22ff9152a71bd2182ddf03d255af643913dfa1acb8e57f4b8,GetVersion,11,export function GetVersion():Promise<string>;,TypeScript,S7-SYM-00277,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.d.ts,e2808066e2020df22ff9152a71bd2182ddf03d255af643913dfa1acb8e57f4b8,Presets,13,export function Presets():Promise<main.PresetData>;,TypeScript,S7-SYM-00278,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.d.ts,e2808066e2020df22ff9152a71bd2182ddf03d255af643913dfa1acb8e57f4b8,RetryLastScan,15,export function RetryLastScan():Promise<main.ScanParams>;,TypeScript,S7-SYM-00279,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.d.ts,e2808066e2020df22ff9152a71bd2182ddf03d255af643913dfa1acb8e57f4b8,SaveText,17,"export function SaveText(arg1:string,arg2:string):Promise<string>;",TypeScript,S7-SYM-00280,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.d.ts,e2808066e2020df22ff9152a71bd2182ddf03d255af643913dfa1acb8e57f4b8,StartScan,19,export function StartScan(arg1:main.ScanParams):Promise<void>;,TypeScript,S7-SYM-00281,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.d.ts,e2808066e2020df22ff9152a71bd2182ddf03d255af643913dfa1acb8e57f4b8,StartSpeedTest,21,export function StartSpeedTest(arg1:main.ScanParams):Promise<void>;,TypeScript,S7-SYM-00282,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.d.ts,e2808066e2020df22ff9152a71bd2182ddf03d255af643913dfa1acb8e57f4b8,StopScan,23,export function StopScan():Promise<void>;,TypeScript,S7-SYM-00283,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.js,85988bb9f5e7ffbe5075d5409d91c62af76607e5e6deedde818c938012d09869,CopyText,5,export function CopyText(arg1) {,JavaScript,S7-SYM-00284,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.js,85988bb9f5e7ffbe5075d5409d91c62af76607e5e6deedde818c938012d09869,ExportAllToDisk,9,"export function ExportAllToDisk(arg1, arg2) {",JavaScript,S7-SYM-00285,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.js,85988bb9f5e7ffbe5075d5409d91c62af76607e5e6deedde818c938012d09869,GenerateConfigs,13,"export function GenerateConfigs(arg1, arg2) {",JavaScript,S7-SYM-00286,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.js,85988bb9f5e7ffbe5075d5409d91c62af76607e5e6deedde818c938012d09869,GetVersion,17,export function GetVersion() {,JavaScript,S7-SYM-00287,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.js,85988bb9f5e7ffbe5075d5409d91c62af76607e5e6deedde818c938012d09869,Presets,21,export function Presets() {,JavaScript,S7-SYM-00288,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.js,85988bb9f5e7ffbe5075d5409d91c62af76607e5e6deedde818c938012d09869,RetryLastScan,25,export function RetryLastScan() {,JavaScript,S7-SYM-00289,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.js,85988bb9f5e7ffbe5075d5409d91c62af76607e5e6deedde818c938012d09869,SaveText,29,"export function SaveText(arg1, arg2) {",JavaScript,S7-SYM-00290,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.js,85988bb9f5e7ffbe5075d5409d91c62af76607e5e6deedde818c938012d09869,StartScan,33,export function StartScan(arg1) {,JavaScript,S7-SYM-00291,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.js,85988bb9f5e7ffbe5075d5409d91c62af76607e5e6deedde818c938012d09869,StartSpeedTest,37,export function StartSpeedTest(arg1) {,JavaScript,S7-SYM-00292,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/main/App.js,85988bb9f5e7ffbe5075d5409d91c62af76607e5e6deedde818c938012d09869,StopScan,41,export function StopScan() {,JavaScript,S7-SYM-00293,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/models.ts,ebdc01f69dd582c8ff696a6d9cc029ed1d4cb73003c1534b0d7a52e8b34f9ea8,ExportBundle,3,export class ExportBundle {,TypeScript,S7-SYM-00294,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/models.ts,ebdc01f69dd582c8ff696a6d9cc029ed1d4cb73003c1534b0d7a52e8b34f9ea8,PresetData,23,export class PresetData {,TypeScript,S7-SYM-00295,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/go/models.ts,ebdc01f69dd582c8ff696a6d9cc029ed1d4cb73003c1534b0d7a52e8b34f9ea8,ScanParams,59,export class ScanParams {,TypeScript,S7-SYM-00296,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/runtime/runtime.d.ts,a72050d440f60298d697b79fbf000300245b43c237d8fa4f7d87fc1b7eb42987,Position,11,export interface Position {,TypeScript,S7-SYM-00297,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/runtime/runtime.d.ts,a72050d440f60298d697b79fbf000300245b43c237d8fa4f7d87fc1b7eb42987,Size,16,export interface Size {,TypeScript,S7-SYM-00298,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/runtime/runtime.d.ts,a72050d440f60298d697b79fbf000300245b43c237d8fa4f7d87fc1b7eb42987,Screen,21,export interface Screen {,TypeScript,S7-SYM-00299,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/runtime/runtime.d.ts,a72050d440f60298d697b79fbf000300245b43c237d8fa4f7d87fc1b7eb42987,EnvironmentInfo,29,export interface EnvironmentInfo {,TypeScript,S7-SYM-00300,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/runtime/runtime.d.ts,a72050d440f60298d697b79fbf000300245b43c237d8fa4f7d87fc1b7eb42987,EventsEmit,38,"export function EventsEmit(eventName: string, ...data: any): void;",TypeScript,S7-SYM-00301,S7-045,resolved-by-seventh-order-ledger
SenPaiScanner-main,desktop/frontend/wailsjs/runtime/runtime.d.ts,a72050d440f60298d697b79fbf000300245b43c237d8fa4f7d87fc1b7eb42987,EventsOn,41,"export function EventsOn(eventName: string, callback: (...data: any) => void): () => void;",TypeScript,S7-SYM-00302,S7-045,resolved-by-seventh-order-ledger
