wave,donor,directory,direct_files,direct_dirs
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/linux,2,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/linux-armv5,2,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/linux-armv6,3,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/linux-armv7,2,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/linux64,2,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/linux64-armv8,2,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/macosx,5,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/patches,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/patches/org,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/patches/org/tanukisoftware,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/patches/org/tanukisoftware/wrapper,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/patches/org/tanukisoftware/wrapper/bootstrap,1,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/win-all,1,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/win32,2,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/win64,4,0
post-refactor-4d,i2p.i2p-master,installer/resources,45,12
post-refactor-4d,i2p.i2p-master,installer/resources/Start I2P Router.app,0,1
post-refactor-4d,i2p.i2p-master,installer/resources/Start I2P Router.app/Contents,1,2
post-refactor-4d,i2p.i2p-master,installer/resources/Start I2P Router.app/Contents/MacOS,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/Start I2P Router.app/Contents/Resources,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/bash-completion,3,0
post-refactor-4d,i2p.i2p-master,installer/resources/certificates,0,6
post-refactor-4d,i2p.i2p-master,installer/resources/certificates/family,6,0
post-refactor-4d,i2p.i2p-master,installer/resources/certificates/news,3,0
post-refactor-4d,i2p.i2p-master,installer/resources/certificates/plugin,4,0
post-refactor-4d,i2p.i2p-master,installer/resources/certificates/reseed,16,0
post-refactor-4d,i2p.i2p-master,installer/resources/certificates/router,4,0
post-refactor-4d,i2p.i2p-master,installer/resources/certificates/ssl,3,0
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite,4,6
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite-jetty9.3,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite/cgi-bin,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite/contexts,2,0
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite/docroot,2,2
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite/docroot/.resources,6,0
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite/docroot/help,26,1
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite/docroot/help/lib,7,1
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite/docroot/help/lib/resources,14,0
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite/etc,2,0
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite/logs,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/eepsite/webapps,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/icons,0,1
post-refactor-4d,i2p.i2p-master,installer/resources/icons/flags,239,0
post-refactor-4d,i2p.i2p-master,installer/resources/locale,2,1
post-refactor-4d,i2p.i2p-master,installer/resources/locale-man,25,0
post-refactor-4d,i2p.i2p-master,installer/resources/locale/po,29,0
post-refactor-4d,i2p.i2p-master,installer/resources/man,75,0
post-refactor-4d,i2p.i2p-master,installer/resources/package-lists,0,5
post-refactor-4d,i2p.i2p-master,installer/resources/package-lists/java,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/package-lists/javaee,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/package-lists/jetty,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/package-lists/junit,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/package-lists/wrapper,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/portable,0,2
post-refactor-4d,i2p.i2p-master,installer/resources/portable/configs,7,1
post-refactor-4d,i2p.i2p-master,installer/resources/portable/configs/addressbook,1,0
post-refactor-4d,i2p.i2p-master,installer/resources/portable/win32,3,0
post-refactor-4d,i2p.i2p-master,installer/resources/small,8,0
post-refactor-4d,i2p.i2p-master,installer/tools,0,1
post-refactor-4d,i2p.i2p-master,installer/tools/java,1,1
post-refactor-4d,i2p.i2p-master,installer/tools/java/src,0,1
post-refactor-4d,i2p.i2p-master,installer/tools/java/src/net,0,1
post-refactor-4d,i2p.i2p-master,installer/tools/java/src/net/i2p,0,2
post-refactor-4d,i2p.i2p-master,installer/tools/java/src/net/i2p/router,0,1
post-refactor-4d,i2p.i2p-master,installer/tools/java/src/net/i2p/router/networkdb,0,1
post-refactor-4d,i2p.i2p-master,installer/tools/java/src/net/i2p/router/networkdb/kademlia,1,0
post-refactor-4d,i2p.i2p-master,installer/tools/java/src/net/i2p/util,1,0
post-refactor-4d,i2p.i2p-master,licenses,39,0
post-refactor-4d,i2p.i2p-master,reproducible,1,0
post-refactor-4d,i2p.i2p-master,router,1,4
post-refactor-4d,i2p.i2p-master,router/doc,1,0
post-refactor-4d,i2p.i2p-master,router/java,2,4
post-refactor-4d,i2p.i2p-master,router/java/.externalToolBuilders,1,0
post-refactor-4d,i2p.i2p-master,router/java/nbproject,1,0
post-refactor-4d,i2p.i2p-master,router/java/src,0,3
post-refactor-4d,i2p.i2p-master,router/java/src/com,0,2
post-refactor-4d,i2p.i2p-master,router/java/src/com/maxmind,0,3
post-refactor-4d,i2p.i2p-master,router/java/src/com/maxmind/db,10,0
post-refactor-4d,i2p.i2p-master,router/java/src/com/maxmind/geoip,7,0
post-refactor-4d,i2p.i2p-master,router/java/src/com/maxmind/geoip2,2,0
post-refactor-4d,i2p.i2p-master,router/java/src/com/southernstorm,0,1
post-refactor-4d,i2p.i2p-master,router/java/src/com/southernstorm/noise,0,2
post-refactor-4d,i2p.i2p-master,router/java/src/com/southernstorm/noise/crypto,2,0
post-refactor-4d,i2p.i2p-master,router/java/src/com/southernstorm/noise/protocol,13,0
post-refactor-4d,i2p.i2p-master,router/java/src/net,0,1
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p,0,2
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/data,0,2
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/data/i2np,29,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/data/router,7,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router,43,14
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/app,2,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/client,16,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/crypto,4,2
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/crypto/pqc,2,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/crypto/ratchet,25,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/dummy,7,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/message,13,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/networkdb,3,2
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/networkdb/kademlia,54,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/networkdb/reseed,4,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/peermanager,16,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/startup,16,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/sybil,6,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/tasks,17,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/time,5,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/transport,18,3
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/transport/crypto,2,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/transport/ntcp,13,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/transport/udp,39,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/tunnel,33,1
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/tunnel/pool,20,0
post-refactor-4d,i2p.i2p-master,router/java/src/net/i2p/router/util,17,0
post-refactor-4d,i2p.i2p-master,router/java/src/org,0,4
post-refactor-4d,i2p.i2p-master,router/java/src/org/bouncycastle,1,3
post-refactor-4d,i2p.i2p-master,router/java/src/org/bouncycastle/crypto,19,2
post-refactor-4d,i2p.i2p-master,router/java/src/org/bouncycastle/crypto/digests,7,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/bouncycastle/crypto/params,4,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/bouncycastle/pqc,0,1
post-refactor-4d,i2p.i2p-master,router/java/src/org/bouncycastle/pqc/crypto,1,2
post-refactor-4d,i2p.i2p-master,router/java/src/org/bouncycastle/pqc/crypto/mlkem,17,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/bouncycastle/pqc/crypto/util,1,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/bouncycastle/util,4,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage,1,6
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/http,15,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/net,1,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/soap,3,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/upnp,19,5
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/upnp/control,10,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/upnp/device,14,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/upnp/event,9,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/upnp/ssdp,15,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/upnp/xml,6,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/util,7,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/xml,7,1
post-refactor-4d,i2p.i2p-master,router/java/src/org/cybergarage/xml/parser,1,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/freenetproject,5,0
post-refactor-4d,i2p.i2p-master,router/java/src/org/xlattice,0,1
post-refactor-4d,i2p.i2p-master,router/java/src/org/xlattice/crypto,0,1
post-refactor-4d,i2p.i2p-master,router/java/src/org/xlattice/crypto/filters,3,0
post-refactor-4d,i2p.i2p-master,router/java/test,0,1
post-refactor-4d,i2p.i2p-master,router/java/test/junit,0,1
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net,0,1
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p,0,2
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/data,0,2
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/data/i2np,2,0
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/data/router,3,0
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/router,0,7
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/router/client,4,0
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/router/crypto,2,0
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/router/message,3,0
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/router/networkdb,0,1
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/router/networkdb/kademlia,1,0
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/router/transport,4,1
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/router/transport/udp,2,0
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/router/tunnel,9,1
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/router/tunnel/pool,1,0
post-refactor-4d,i2p.i2p-master,router/java/test/junit/net/i2p/router/util,2,0
post-refactor-4d,i2p.i2p-master,router/locale,37,0
post-refactor-4d,i2p.i2p-master,router/resources,1,0
post-refactor-4d,i2p.i2p-master,tests,0,1
post-refactor-4d,i2p.i2p-master,tests/scripts,9,0
post-refactor-4d,metapi-main,.github,2,2
post-refactor-4d,metapi-main,.github/ISSUE_TEMPLATE,5,0
post-refactor-4d,metapi-main,.github/workflows,7,0
post-refactor-4d,metapi-main,build,2,0
post-refactor-4d,metapi-main,data,1,0
post-refactor-4d,metapi-main,deploy,0,1
post-refactor-4d,metapi-main,deploy/k3s,1,1
post-refactor-4d,metapi-main,deploy/k3s/chart,2,1
post-refactor-4d,metapi-main,deploy/k3s/chart/templates,4,0
post-refactor-4d,metapi-main,docker,5,0
post-refactor-4d,metapi-main,docs,13,7
post-refactor-4d,metapi-main,docs/.vitepress,3,0
post-refactor-4d,metapi-main,docs/community,1,0
post-refactor-4d,metapi-main,docs/engineering,1,0
post-refactor-4d,metapi-main,docs/logos,9,1
post-refactor-4d,metapi-main,docs/logos/drafts,3,0
post-refactor-4d,metapi-main,docs/plans,7,0
post-refactor-4d,metapi-main,docs/public,3,1
post-refactor-4d,metapi-main,docs/public/logos,9,1
post-refactor-4d,metapi-main,docs/public/logos/drafts,3,0
post-refactor-4d,metapi-main,docs/screenshots,27,0
post-refactor-4d,metapi-main,drizzle,27,1
post-refactor-4d,metapi-main,drizzle/meta,12,0
post-refactor-4d,metapi-main,scripts,0,3
post-refactor-4d,metapi-main,scripts/codemods,2,0
post-refactor-4d,metapi-main,scripts/desktop,9,0
post-refactor-4d,metapi-main,scripts/dev,13,0
post-refactor-4d,metapi-main,src,1,4
post-refactor-4d,metapi-main,src/desktop,7,0
post-refactor-4d,metapi-main,src/server,11,10
post-refactor-4d,metapi-main,src/server/contracts,7,0
post-refactor-4d,metapi-main,src/server/db,38,1
post-refactor-4d,metapi-main,src/server/db/generated,5,1
post-refactor-4d,metapi-main,src/server/db/generated/fixtures,1,0
post-refactor-4d,metapi-main,src/server/middleware,4,0
post-refactor-4d,metapi-main,src/server/proxy-core,10,8
post-refactor-4d,metapi-main,src/server/proxy-core/capabilities,4,0
post-refactor-4d,metapi-main,src/server/proxy-core/cliProfiles,8,0
post-refactor-4d,metapi-main,src/server/proxy-core/conductor,6,0
post-refactor-4d,metapi-main,src/server/proxy-core/executors,6,0
post-refactor-4d,metapi-main,src/server/proxy-core/orchestration,2,0
post-refactor-4d,metapi-main,src/server/proxy-core/providers,11,0
post-refactor-4d,metapi-main,src/server/proxy-core/runtime,10,0
post-refactor-4d,metapi-main,src/server/proxy-core/surfaces,10,0
post-refactor-4d,metapi-main,src/server/routes,0,2
post-refactor-4d,metapi-main,src/server/routes/api,78,0
post-refactor-4d,metapi-main,src/server/routes/proxy,51,0
post-refactor-4d,metapi-main,src/server/services,179,3
post-refactor-4d,metapi-main,src/server/services/oauth,24,0
post-refactor-4d,metapi-main,src/server/services/platforms,30,1
post-refactor-4d,metapi-main,src/server/services/platforms/__fixtures__,1,0
post-refactor-4d,metapi-main,src/server/services/shared,1,0
post-refactor-4d,metapi-main,src/server/shared,7,0
post-refactor-4d,metapi-main,src/server/test-fixtures,1,1
post-refactor-4d,metapi-main,src/server/test-fixtures/protocol,6,0
post-refactor-4d,metapi-main,src/server/transformers,2,5
post-refactor-4d,metapi-main,src/server/transformers/anthropic,0,1
post-refactor-4d,metapi-main,src/server/transformers/anthropic/messages,21,0
post-refactor-4d,metapi-main,src/server/transformers/canonical,13,0
post-refactor-4d,metapi-main,src/server/transformers/gemini,0,1
post-refactor-4d,metapi-main,src/server/transformers/gemini/generate-content,23,0
post-refactor-4d,metapi-main,src/server/transformers/openai,0,2
post-refactor-4d,metapi-main,src/server/transformers/openai/chat,16,0
post-refactor-4d,metapi-main,src/server/transformers/openai/responses,28,0
post-refactor-4d,metapi-main,src/server/transformers/shared,16,0
post-refactor-4d,metapi-main,src/server/update-helper,6,0
post-refactor-4d,metapi-main,src/shared,24,0
post-refactor-4d,metapi-main,src/web,27,3
post-refactor-4d,metapi-main,src/web/components,42,1
post-refactor-4d,metapi-main,src/web/components/charts,5,0
post-refactor-4d,metapi-main,src/web/pages,100,7
post-refactor-4d,metapi-main,src/web/pages/accounts,1,0
post-refactor-4d,metapi-main,src/web/pages/downstream-keys,3,0
post-refactor-4d,metapi-main,src/web/pages/helpers,43,0
post-refactor-4d,metapi-main,src/web/pages/model-tester,2,0
post-refactor-4d,metapi-main,src/web/pages/oauth,1,0
post-refactor-4d,metapi-main,src/web/pages/settings,10,0
post-refactor-4d,metapi-main,src/web/pages/token-routes,24,0
post-refactor-4d,metapi-main,src/web/public,5,0
post-refactor-4d,metapi-main,tmp,1,0
