wave,donor,directory,direct_files,direct_dirs
post-refactor-4d,i2p.i2p-master,apps/jetty/jetty-home-12.0.28/lib,18,1
post-refactor-4d,i2p.i2p-master,apps/jetty/jetty-home-12.0.28/lib/logging,1,0
post-refactor-4d,i2p.i2p-master,apps/jetty/jetty-home-12.0.32,0,1
post-refactor-4d,i2p.i2p-master,apps/jetty/jetty-home-12.0.32/lib,2,0
post-refactor-4d,i2p.i2p-master,apps/jetty/resources,1,0
post-refactor-4d,i2p.i2p-master,apps/jrobin,1,1
post-refactor-4d,i2p.i2p-master,apps/jrobin/java,1,1
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src,0,3
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/com,0,1
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/com/tomgibara,0,1
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/com/tomgibara/crinch,0,1
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/com/tomgibara/crinch/hashing,3,0
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/net,0,1
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/net/i2p/rrd4j,4,0
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/org,0,1
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/org/rrd4j,3,3
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/org/rrd4j/core,54,2
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/org/rrd4j/core/jrrd,13,0
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/org/rrd4j/core/timespec,5,0
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/org/rrd4j/data,16,0
post-refactor-4d,i2p.i2p-master,apps/jrobin/java/src/org/rrd4j/graph,50,0
post-refactor-4d,i2p.i2p-master,apps/ministreaming,1,3
post-refactor-4d,i2p.i2p-master,apps/ministreaming/doc,1,0
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java,2,3
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/demo,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/demo/net,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/demo/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/demo/net/i2p/client,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/demo/net/i2p/client/streaming,7,0
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/src,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/src/net,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/src/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/src/net/i2p/client,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/src/net/i2p/client/streaming,14,0
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/test,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/test/junit,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/test/junit/net,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/test/junit/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/test/junit/net/i2p/client,0,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/test/junit/net/i2p/client/streaming,4,1
post-refactor-4d,i2p.i2p-master,apps/ministreaming/java/test/junit/net/i2p/client/streaming/impl,1,0
post-refactor-4d,i2p.i2p-master,apps/ministreaming/locale,33,0
post-refactor-4d,i2p.i2p-master,apps/proxyscript,1,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole,2,7
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java,4,3
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src,0,3
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/com,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/com/vuze,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/com/vuze/plugins,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/com/vuze/plugins/mlab,2,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/com/vuze/plugins/mlab/tools,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/com/vuze/plugins/mlab/tools/ndt,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/com/vuze/plugins/mlab/tools/ndt/swingemu,35,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/edu,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/edu/internet2,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/edu/internet2/ndt,13,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/edu/internet2/ndt/locale,8,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/net,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/net/i2p/router,0,3
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/net/i2p/router/news,11,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/net/i2p/router/update,18,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/net/i2p/router/web,30,2
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/net/i2p/router/web/helpers,58,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/src/net/i2p/router/web/servlets,2,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/strings,1,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/test,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/test/scalatest,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/test/scalatest/net,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/test/scalatest/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/test/scalatest/net/i2p/router,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/java/test/scalatest/net/i2p/router/update,16,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp,75,2
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/js,16,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/themes,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/themes/console,0,3
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/themes/console/dark,4,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/themes/console/dark/images,30,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/themes/console/images,48,3
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/themes/console/images/buttons,43,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/themes/console/images/info,44,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/themes/console/images/info/network_status,11,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/themes/console/images/wizard,1,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/themes/console/light,4,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/jsp/themes/console/light/images,34,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/locale,32,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/locale-countries,46,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/locale-news,40,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/resources,3,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/resources-news,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/resources-news/docs,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/resources-news/docs/initialNews,1,0
post-refactor-4d,i2p.i2p-master,apps/routerconsole/resources/docs,23,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/resources/docs/icons,0,1
post-refactor-4d,i2p.i2p-master,apps/routerconsole/resources/docs/icons/flags16x11,16,0
post-refactor-4d,i2p.i2p-master,apps/sam,1,3
post-refactor-4d,i2p.i2p-master,apps/sam/Demos,0,3
post-refactor-4d,i2p.i2p-master,apps/sam/Demos/datagramTests,4,0
post-refactor-4d,i2p.i2p-master,apps/sam/Demos/rawTests,4,0
post-refactor-4d,i2p.i2p-master,apps/sam/Demos/streamTests,6,0
post-refactor-4d,i2p.i2p-master,apps/sam/doc,3,0
post-refactor-4d,i2p.i2p-master,apps/sam/java,1,2
post-refactor-4d,i2p.i2p-master,apps/sam/java/src,0,1
post-refactor-4d,i2p.i2p-master,apps/sam/java/src/net,0,1
post-refactor-4d,i2p.i2p-master,apps/sam/java/src/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/sam/java/src/net/i2p/sam,35,1
post-refactor-4d,i2p.i2p-master,apps/sam/java/src/net/i2p/sam/client,7,0
post-refactor-4d,i2p.i2p-master,apps/sam/java/test,0,1
post-refactor-4d,i2p.i2p-master,apps/sam/java/test/net,0,1
post-refactor-4d,i2p.i2p-master,apps/sam/java/test/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/sam/java/test/net/i2p/sam,11,0
post-refactor-4d,i2p.i2p-master,apps/streaming,1,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java,1,2
post-refactor-4d,i2p.i2p-master,apps/streaming/java/src,0,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java/src/net,0,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java/src/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java/src/net/i2p/client,0,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java/src/net/i2p/client/streaming,0,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java/src/net/i2p/client/streaming/impl,37,0
post-refactor-4d,i2p.i2p-master,apps/streaming/java/test,0,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java/test/junit,0,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java/test/junit/net,0,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java/test/junit/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java/test/junit/net/i2p/client,0,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java/test/junit/net/i2p/client/streaming,0,1
post-refactor-4d,i2p.i2p-master,apps/streaming/java/test/junit/net/i2p/client/streaming/impl,13,0
post-refactor-4d,i2p.i2p-master,apps/susidns,1,2
post-refactor-4d,i2p.i2p-master,apps/susidns/locale,30,0
post-refactor-4d,i2p.i2p-master,apps/susidns/src,2,7
post-refactor-4d,i2p.i2p-master,apps/susidns/src/WEB-INF,1,0
post-refactor-4d,i2p.i2p-master,apps/susidns/src/java,0,1
post-refactor-4d,i2p.i2p-master,apps/susidns/src/java/src,0,2
post-refactor-4d,i2p.i2p-master,apps/susidns/src/java/src/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/susidns/src/java/src/i2p/susi,0,1
post-refactor-4d,i2p.i2p-master,apps/susidns/src/java/src/i2p/susi/dns,12,0
post-refactor-4d,i2p.i2p-master,apps/susidns/src/java/src/net,0,1
post-refactor-4d,i2p.i2p-master,apps/susidns/src/java/src/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/susidns/src/java/src/net/i2p/addressbook,0,1
post-refactor-4d,i2p.i2p-master,apps/susidns/src/java/src/net/i2p/addressbook/servlet,2,0
post-refactor-4d,i2p.i2p-master,apps/susidns/src/js,1,0
post-refactor-4d,i2p.i2p-master,apps/susidns/src/jsp,7,0
post-refactor-4d,i2p.i2p-master,apps/susidns/src/lib,3,0
post-refactor-4d,i2p.i2p-master,apps/susidns/src/svg,1,0
post-refactor-4d,i2p.i2p-master,apps/susidns/src/themes,0,3
post-refactor-4d,i2p.i2p-master,apps/susidns/src/themes/dark,1,1
post-refactor-4d,i2p.i2p-master,apps/susidns/src/themes/dark/images,1,0
post-refactor-4d,i2p.i2p-master,apps/susidns/src/themes/images,8,0
post-refactor-4d,i2p.i2p-master,apps/susidns/src/themes/light,1,0
post-refactor-4d,i2p.i2p-master,apps/susimail,3,4
post-refactor-4d,i2p.i2p-master,apps/susimail/locale,44,0
post-refactor-4d,i2p.i2p-master,apps/susimail/src,3,5
post-refactor-4d,i2p.i2p-master,apps/susimail/src/WEB-INF,1,0
post-refactor-4d,i2p.i2p-master,apps/susimail/src/icons,5,0
post-refactor-4d,i2p.i2p-master,apps/susimail/src/js,9,0
post-refactor-4d,i2p.i2p-master,apps/susimail/src/src,0,1
post-refactor-4d,i2p.i2p-master,apps/susimail/src/src/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/susimail/src/src/i2p/susi,0,2
post-refactor-4d,i2p.i2p-master,apps/susimail/src/src/i2p/susi/util,22,0
post-refactor-4d,i2p.i2p-master,apps/susimail/src/src/i2p/susi/webmail,12,3
post-refactor-4d,i2p.i2p-master,apps/susimail/src/src/i2p/susi/webmail/encoding,11,0
post-refactor-4d,i2p.i2p-master,apps/susimail/src/src/i2p/susi/webmail/pop3,5,0
post-refactor-4d,i2p.i2p-master,apps/susimail/src/src/i2p/susi/webmail/smtp,1,0
post-refactor-4d,i2p.i2p-master,apps/susimail/src/themes,1,3
post-refactor-4d,i2p.i2p-master,apps/susimail/src/themes/dark,3,1
post-refactor-4d,i2p.i2p-master,apps/susimail/src/themes/dark/images,28,0
post-refactor-4d,i2p.i2p-master,apps/susimail/src/themes/images,27,0
post-refactor-4d,i2p.i2p-master,apps/susimail/src/themes/light,3,1
post-refactor-4d,i2p.i2p-master,apps/susimail/src/themes/light/images,12,0
post-refactor-4d,i2p.i2p-master,apps/susimail/standalone-res,8,0
post-refactor-4d,i2p.i2p-master,apps/susimail/standalone-src,0,1
post-refactor-4d,i2p.i2p-master,apps/susimail/standalone-src/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/susimail/standalone-src/i2p/susi,0,1
post-refactor-4d,i2p.i2p-master,apps/susimail/standalone-src/i2p/susi/webmail,0,1
post-refactor-4d,i2p.i2p-master,apps/susimail/standalone-src/i2p/susi/webmail/standalone,2,0
post-refactor-4d,i2p.i2p-master,apps/systray,1,1
post-refactor-4d,i2p.i2p-master,apps/systray/java,1,1
post-refactor-4d,i2p.i2p-master,apps/systray/java/src,0,1
post-refactor-4d,i2p.i2p-master,apps/systray/java/src/net,0,1
post-refactor-4d,i2p.i2p-master,apps/systray/java/src/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,apps/systray/java/src/net/i2p/apps,0,1
post-refactor-4d,i2p.i2p-master,apps/systray/java/src/net/i2p/apps/systray,3,0
post-refactor-4d,i2p.i2p-master,core,1,6
post-refactor-4d,i2p.i2p-master,core/c,4,2
post-refactor-4d,i2p.i2p-master,core/c/jbigi,6,2
post-refactor-4d,i2p.i2p-master,core/c/jbigi/jbigi,0,2
post-refactor-4d,i2p.i2p-master,core/c/jbigi/jbigi/include,1,0
post-refactor-4d,i2p.i2p-master,core/c/jbigi/jbigi/src,1,0
post-refactor-4d,i2p.i2p-master,core/c/jbigi/patches,1,0
post-refactor-4d,i2p.i2p-master,core/c/jcpuid,1,3
post-refactor-4d,i2p.i2p-master,core/c/jcpuid/include,1,0
post-refactor-4d,i2p.i2p-master,core/c/jcpuid/msvc,5,0
post-refactor-4d,i2p.i2p-master,core/c/jcpuid/src,1,0
post-refactor-4d,i2p.i2p-master,core/doc,1,0
post-refactor-4d,i2p.i2p-master,core/java,3,5
post-refactor-4d,i2p.i2p-master,core/java/.externalToolBuilders,1,0
post-refactor-4d,i2p.i2p-master,core/java/bench,0,1
post-refactor-4d,i2p.i2p-master,core/java/bench/net,0,1
post-refactor-4d,i2p.i2p-master,core/java/bench/net/i2p,0,2
post-refactor-4d,i2p.i2p-master,core/java/bench/net/i2p/crypto,3,0
post-refactor-4d,i2p.i2p-master,core/java/bench/net/i2p/util,1,0
post-refactor-4d,i2p.i2p-master,core/java/nbproject,1,0
post-refactor-4d,i2p.i2p-master,core/java/src,0,5
post-refactor-4d,i2p.i2p-master,core/java/src/com,0,2
post-refactor-4d,i2p.i2p-master,core/java/src/com/nettgryppa,0,1
post-refactor-4d,i2p.i2p-master,core/java/src/com/nettgryppa/security,2,0
post-refactor-4d,i2p.i2p-master,core/java/src/com/southernstorm,0,1
post-refactor-4d,i2p.i2p-master,core/java/src/com/southernstorm/noise,0,1
post-refactor-4d,i2p.i2p-master,core/java/src/com/southernstorm/noise/crypto,0,2
post-refactor-4d,i2p.i2p-master,core/java/src/com/southernstorm/noise/crypto/chacha20,2,0
post-refactor-4d,i2p.i2p-master,core/java/src/com/southernstorm/noise/crypto/x25519,2,0
post-refactor-4d,i2p.i2p-master,core/java/src/freenet,0,1
post-refactor-4d,i2p.i2p-master,core/java/src/freenet/support,0,1
post-refactor-4d,i2p.i2p-master,core/java/src/freenet/support/CPUInformation,11,0
post-refactor-4d,i2p.i2p-master,core/java/src/gnu,0,3
post-refactor-4d,i2p.i2p-master,core/java/src/gnu/crypto,0,1
post-refactor-4d,i2p.i2p-master,core/java/src/gnu/crypto/prng,6,0
post-refactor-4d,i2p.i2p-master,core/java/src/gnu/getopt,36,0
post-refactor-4d,i2p.i2p-master,core/java/src/gnu/gettext,2,0
post-refactor-4d,i2p.i2p-master,core/java/src/net,0,1
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p,4,12
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/apache,0,1
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/apache/http,0,2
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/apache/http/conn,0,2
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/apache/http/conn/ssl,2,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/apache/http/conn/util,5,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/apache/http/util,2,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/app,11,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/client,12,3
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/client/datagram,6,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/client/impl,27,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/client/naming,12,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto,44,4
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto/eddsa,11,2
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto/eddsa/math,8,2
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto/eddsa/math/bigint,4,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto/eddsa/math/ed25519,4,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto/eddsa/spec,7,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto/elgamal,7,2
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto/elgamal/impl,3,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto/elgamal/spec,6,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto/provider,2,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto/x25519,2,1
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/crypto/x25519/spec,2,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/data,38,1
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/data/i2cp,36,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/internal,5,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/kademlia,10,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/socks,6,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/stat,9,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/time,3,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/update,8,0
post-refactor-4d,i2p.i2p-master,core/java/src/net/i2p/util,75,0
post-refactor-4d,i2p.i2p-master,core/java/src/org,0,2
post-refactor-4d,i2p.i2p-master,core/java/src/org/json,0,1
post-refactor-4d,i2p.i2p-master,core/java/src/org/json/simple,9,0
post-refactor-4d,i2p.i2p-master,core/java/src/org/minidns,1,8
post-refactor-4d,i2p.i2p-master,core/java/src/org/minidns/constants,1,0
post-refactor-4d,i2p.i2p-master,core/java/src/org/minidns/dnslabel,11,0
post-refactor-4d,i2p.i2p-master,core/java/src/org/minidns/dnsmessage,2,0
post-refactor-4d,i2p.i2p-master,core/java/src/org/minidns/dnsname,2,0
post-refactor-4d,i2p.i2p-master,core/java/src/org/minidns/edns,4,0
post-refactor-4d,i2p.i2p-master,core/java/src/org/minidns/idna,3,0
post-refactor-4d,i2p.i2p-master,core/java/src/org/minidns/record,26,0
post-refactor-4d,i2p.i2p-master,core/java/src/org/minidns/util,5,0
post-refactor-4d,i2p.i2p-master,core/java/test,0,3
post-refactor-4d,i2p.i2p-master,core/java/test/junit,0,1
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net,0,1
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p,2,6
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/client,2,3
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/client/datagram,1,0
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/client/impl,1,0
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/client/naming,2,0
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/crypto,10,1
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/crypto/eddsa,3,2
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/crypto/eddsa/math,5,2
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/crypto/eddsa/math/bigint,2,0
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/crypto/eddsa/math/ed25519,3,0
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/crypto/eddsa/spec,1,0
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/data,25,1
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/data/i2cp,27,0
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/kademlia,1,0
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/stat,5,0
post-refactor-4d,i2p.i2p-master,core/java/test/junit/net/i2p/util,10,0
post-refactor-4d,i2p.i2p-master,core/java/test/resources,4,1
post-refactor-4d,i2p.i2p-master,core/java/test/resources/net,0,1
post-refactor-4d,i2p.i2p-master,core/java/test/resources/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,core/java/test/resources/net/i2p/crypto,0,1
post-refactor-4d,i2p.i2p-master,core/java/test/resources/net/i2p/crypto/eddsa,1,1
post-refactor-4d,i2p.i2p-master,core/java/test/resources/net/i2p/crypto/eddsa/math,2,0
post-refactor-4d,i2p.i2p-master,core/java/test/scalatest,0,1
post-refactor-4d,i2p.i2p-master,core/java/test/scalatest/net,0,1
post-refactor-4d,i2p.i2p-master,core/java/test/scalatest/net/i2p,0,3
post-refactor-4d,i2p.i2p-master,core/java/test/scalatest/net/i2p/crypto,2,0
post-refactor-4d,i2p.i2p-master,core/java/test/scalatest/net/i2p/data,9,0
post-refactor-4d,i2p.i2p-master,core/java/test/scalatest/net/i2p/util,1,0
post-refactor-4d,i2p.i2p-master,core/locale,36,0
post-refactor-4d,i2p.i2p-master,core/perl,2,0
post-refactor-4d,i2p.i2p-master,core/resources,2,0
post-refactor-4d,i2p.i2p-master,debian,35,4
post-refactor-4d,i2p.i2p-master,debian-alt,1,4
post-refactor-4d,i2p.i2p-master,debian-alt/doc,4,0
post-refactor-4d,i2p.i2p-master,debian-alt/jammy,5,1
post-refactor-4d,i2p.i2p-master,debian-alt/jammy/patches,1,0
post-refactor-4d,i2p.i2p-master,debian-alt/questing,5,1
post-refactor-4d,i2p.i2p-master,debian-alt/questing/patches,1,0
post-refactor-4d,i2p.i2p-master,debian-alt/resolute,2,1
post-refactor-4d,i2p.i2p-master,debian-alt/resolute/patches,1,0
post-refactor-4d,i2p.i2p-master,debian/apparmor,3,0
post-refactor-4d,i2p.i2p-master,debian/patches,3,0
post-refactor-4d,i2p.i2p-master,debian/po,34,0
post-refactor-4d,i2p.i2p-master,debian/source,4,0
post-refactor-4d,i2p.i2p-master,docker,0,1
post-refactor-4d,i2p.i2p-master,docker/rootfs,1,1
post-refactor-4d,i2p.i2p-master,docker/rootfs/i2p,4,0
post-refactor-4d,i2p.i2p-master,docs,2,0
post-refactor-4d,i2p.i2p-master,gradle,1,1
post-refactor-4d,i2p.i2p-master,gradle/wrapper,2,0
post-refactor-4d,i2p.i2p-master,installer,5,6
post-refactor-4d,i2p.i2p-master,installer/c,0,1
post-refactor-4d,i2p.i2p-master,installer/c/i2pExe,13,0
post-refactor-4d,i2p.i2p-master,installer/doc,4,0
post-refactor-4d,i2p.i2p-master,installer/java,1,1
post-refactor-4d,i2p.i2p-master,installer/java/src,0,1
post-refactor-4d,i2p.i2p-master,installer/java/src/net,0,1
post-refactor-4d,i2p.i2p-master,installer/java/src/net/i2p,0,1
post-refactor-4d,i2p.i2p-master,installer/java/src/net/i2p/installer,6,0
post-refactor-4d,i2p.i2p-master,installer/lib,0,5
post-refactor-4d,i2p.i2p-master,installer/lib/izpack,3,1
post-refactor-4d,i2p.i2p-master,installer/lib/izpack/patches,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/izpack/patches/bin,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/izpack/patches/bin/langpacks,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/izpack/patches/bin/langpacks/installer,1,0
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5/patches,0,2
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5/patches/java,1,1
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5/patches/java/src,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5/patches/java/src/com,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5/patches/java/src/com/izforge,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5/patches/java/src/com/izforge/izpack,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5/patches/java/src/com/izforge/izpack/panels,0,1
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5/patches/java/src/com/izforge/izpack/panels/xinfo,1,0
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5/patches/resources,0,2
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5/patches/resources/flags,3,0
post-refactor-4d,i2p.i2p-master,installer/lib/izpack5/patches/resources/installer,3,0
post-refactor-4d,i2p.i2p-master,installer/lib/jbigi,127,0
post-refactor-4d,i2p.i2p-master,installer/lib/launch4j,6,5
post-refactor-4d,i2p.i2p-master,installer/lib/launch4j/bin,6,0
post-refactor-4d,i2p.i2p-master,installer/lib/launch4j/head,4,0
post-refactor-4d,i2p.i2p-master,installer/lib/launch4j/lib,10,0
post-refactor-4d,i2p.i2p-master,installer/lib/launch4j/manifest,1,0
post-refactor-4d,i2p.i2p-master,installer/lib/launch4j/w32api,11,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper,3,14
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/all,1,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/freebsd,3,0
post-refactor-4d,i2p.i2p-master,installer/lib/wrapper/freebsd64,2,0
